Title,Company,Location,Remote,SeniorityLevel,EmploymentType,Industries,DatePosted,NumApplicants,JobFunction1,JobFunction2,JobFunction3,Description,Url,JobID
"Principal Engineer, Critical Support",QAD,"Guadalajara, Mexico Metropolitan Area",REMOTE,Mid-Senior level,Full-time,Software Development,2026-06-18T13:40:29.950598,98,Information Technology,N/A,N/A,"Organization Overview Company Description QAD is building a world-class SaaS company, and we are growing. We are looking for talented individuals who want to join us on our mission to help solve relevant real-world problems in manufacturing and the supply chain. This position requires candidates to be based in Mexico; you can work remotely from your Home office. Job Description The Principal Engineer serves as a senior technical authority within the Critical Support Team (CST) . You will lead the investigation of the most complex, high-impact, and recurring customer issues to deliver sustainable, long-term solutions. This role bridges the gap between troubleshooting and systemic product improvement by collaborating with Engineering and Product Management. What You'll Do Lead Resolution: Drive the investigation and resolution of escalated cases using in-depth Root Cause Analysis (RCA). Technical Authority: Act as a problem-solving leader, stepping in to interact directly with customers during critical escalations. Mentorship: Provide consultation and mentoring sessions to Tier 1 and Tier 2 engineers to enhance their technical capabilities. Proactive Improvement: Identify trends to minimize recurring issues and advocate for product enhancements that improve reliability. Cross-Functional Collaboration: Partner with Subject Matter Experts (SMEs) and Engineering to implement long-term fixes and process improvements. Qualifications Experience: 6+ years of experience in enterprise product support [user prompt]. Technical Expertise: Proven track record in advanced troubleshooting and handling high-impact technical tickets. Leadership: Demonstrated ability to lead complex investigations and mentor junior technical staff. Communication: Ability to collaborate effectively with cross-functional teams and communicate clearly with customers during high-pressure situations. Technical Skills Proficiency in debugging and troubleshooting Unix, Windows Servers and network environments. Programming knowledge in C, C++, Unix scripting, and Progress for issue resolution. Expertise in Progress DBA tasks, including database optimization, backup/restore, and performance monitoring. Strong Linux skills and basic SQL knowledge for database queries and troubleshooting. Experience with QAD product installation, configuration, and administration. Familiarity with cloud-based systems, SaaS solutions, and integration methodologies. QAD PKS or other relevant industry certifications are a plus. Soft Skills Strong analytical and problem-solving abilities. Exceptional communication skills, with the ability to explain technical concepts to non-technical stakeholders. Customer-focused mindset with a commitment to delivering high-quality service. Additional Information QAD | Redzone is redefining manufacturing and supply chains through its intelligent, adaptive platform that connects people, processes, and data into a single System of Action. With three core pillars — Redzone (frontline empowerment), Adaptive Applications (the intelligent backbone), and Champion AI (Agentic AI for manufacturing) — QAD | Redzone helps manufacturers operate with Champion Pace, achieving measurable productivity, resilience, and growth in just 90 days. QAD is committed to ensuring that every employee feels they work in an environment that values their contributions, respects their unique perspectives and provides opportunities for growth regardless of background. QAD’s DEI program is driving higher levels of diversity, equity and inclusion so that employees can bring their whole self to work. We are an Equal Opportunity Employer and do not discriminate against any employee or applicant for employment because of race, color, sex, age, national origin, religion, sexual orientation, gender identity, status as a veteran, and basis of disability or any other federal, state or local protected class. About QAD QAD | Redzone is redefining manufacturing and supply chains through its intelligent, adaptive platform that connects people, processes, and data into a single System of Action. With three core pillars — Redzone (frontline empowerment), Adaptive Applications (the intelligent backbone), and Champion AI (Agentic AI for manufacturing) — QAD | Redzone helps manufacturers operate with Champion Pace, achieving measurable productivity, resilience, and growth in just 90 days. QAD is committed to ensuring that every employee feels they work in an environment that values their contributions, respects their unique perspectives and provides opportunities for growth regardless of background. QAD’s DEI program is driving higher levels of diversity, equity and inclusion so that employees can bring their whole self to work. We are an Equal Opportunity Employer and do not discriminate against any employee or applicant for employment because of race, color, sex, age, national origin, religion, sexual orientation, gender identity, status as a veteran, and basis of disability or any other federal, state or local protected class.",https://mx.linkedin.com/jobs/view/principal-engineer-critical-support-at-qad-4390330132,4390330132
Remote L2/L3 Production Support engineer,NTT DATA North America,"Guadalajara, Mexico Metropolitan Area",REMOTE,N/A,Full-time,IT Services and IT Consulting,2026-06-18T13:40:29.950604,39,Information Technology,N/A,N/A,"Req ID: 373767 NTT DATA strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now. We are currently seeking a Remote L2/L3 Production Support engineer to join our team in Guadalajara, Jalisco (MX-JAL), Mexico (MX). Remote L2/L3 Production Support engineer NTT Data Services is looking for a person with strong technical skills, who can work well with groups on a global level, and a consultative approach to work with us in this remote position. Location: Remote Required skills: 6 to 9 years of work experience on SDLC/Devops, LINUX system platforms. Good Linux Scripting/Development skills - JAVA, Python (any). Good knowledge in technologies like Autosys/Job scheduling systems like CRON, NIS, Apache, Tomcat, any RDBMS like DB/ MS-SQL/Oracle/Sybase, Public/Private Cloud. Good Knowledge of SDLC, CVS, SVN, GIT, Maven, GITLAB, Docker and Jenkins. Knowledge of Devops dependencies - code review, builds, repositories, packages, distribution. Knowledge of config management - chef, puppet, ansible and related languages . groovy, go, json, yml, ini (any) Preferred Qualifications (Nice To Have) Having worked in environment supporting 10000+ servers a plus. Multiple Application Support Experience a plus. ITIL and ITSM experience a plus. Global clients facing Support team experience a plus. Prior experience with Financial Institution a plus. Benefits : Negotiable salary Grocery Tickets 12% of base salary Saving fund 30 days of Christmas bonus 50% Vacation bonus Medical insurance (You and your family) Life insurance Permanent home office If you are interested, please send your resume & we will call you ASAP. Lic. Salvador Velasco. About NTT DATA NTT DATA is a $30 billion business and technology services leader, serving 75% of the Fortune Global 100. We are committed to accelerating client success and positively impacting society through responsible innovation. We are one of the world's leading AI and digital infrastructure providers, with unmatched capabilities in enterprise-scale AI, cloud, security, connectivity, data centers and application services. our consulting and Industry solutions help organizations and society move confidently and sustainably into the digital future. As a Global Top Employer, we have experts in more than 50 countries. We also offer clients access to a robust ecosystem of innovation centers as well as established and start-up partners. NTT DATA is a part of NTT Group, which invests over $3 billion each year in R&D. Whenever possible, we hire locally to NTT DATA offices or client sites. This ensures we can provide timely and effective support tailored to each client’s needs. While many positions offer remote or hybrid work options, these arrangements are subject to change based on client requirements. For employees near an NTT DATA office or client site, in-office attendance may be required for meetings or events, depending on business needs. At NTT DATA, we are committed to staying flexible and meeting the evolving needs of both our clients and employees. NTT DATA recruiters will never ask for payment or banking information and will only use @nttdata.com and @talent.nttdataservices.com email addresses. If you are requested to provide payment or disclose banking information, please submit a contact us form, https://us.nttdata.com/en/contact-us. NTT DATA endeavors to make https://us.nttdata.com accessible to any and all users. If you would like to contact us regarding the accessibility of our website or need assistance completing the application process, please contact us at https://us.nttdata.com/en/contact-us. This contact information is for accommodation requests only and cannot be used to inquire about the status of applications. NTT DATA is an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status. For our EEO Policy Statement, please click here. If you'd like more information on your EEO rights under the law, please click here. For Pay Transparency information, please click here.",https://mx.linkedin.com/jobs/view/remote-l2-l3-production-support-engineer-at-ntt-data-north-america-4419567581,4419567581
Mid Data Engineer (SQL / Snowflake / AWS),Apex Systems,"Guadalajara, Jalisco, Mexico",REMOTE,Mid-Senior level,Full-time,IT Services and IT Consulting,2026-06-18T13:40:29.950607,42,Information Technology,"Engineering,",Consulting,"About Apex Systems Mexico Apex Systems Mexico is a leading technology consulting and staffing firm, providing innovative solutions and top-tier talent to support digital transformation initiatives. We partner with global organizations to deliver high-impact technology projects while fostering long-term career growth for our consultants across Mexico. Position Overview We are seeking a Mid Data Enginee r to join a data-driven engineering team focused on building and maintaining scalable, cloud-based data solutions. This role is hands-on and centered on developing reliable data pipelines, transforming data for analytics use cases, and supporting modern data platforms. The Data Engineer will collaborate closely with senior engineers, analytics teams, and stakeholders to ensure data is accurate, accessible, and optimized for business insights. This position plays a key role in enabling reporting, analytics, and downstream data products . Key Responsibilities Data Engineering & Development Design, build, and maintain ETL/ELT data pipelines using SQL and Python Develop and optimize data models and transformations using DBT Work with Snowflake to ensure performant and scalable data storage and querying Cloud & Platform Support Support data workloads running on AWS-based environments Monitor data pipelines and resolve data quality or performance issues Apply best practices for reliability, scalability, and cost efficiency Collaboration & Delivery Partner with analytics, data science, and engineering teams to understand data requirements Participate in code reviews and contribute to engineering standards Document data processes, models, and workflows clearly Required Experience & Qualifications Bachelor’s degree in Computer Science, Engineering, or equivalent practical experience 3+ years of experien ce working as a Data Engineer or in a similar role Strong SQL skills for data transformation and analysis Hands-on experience wit h Snowflake Experience using Pyth on for data processing and automation Practical experience building data models and transformations wit h DBT Exposure to cloud environments, preferably AWS Solid understanding of data warehousing and ETL/ELT concepts Preferred Qualifications Experience optimizing Snowflake performance and cost Familiarity with version control and collaborative development practices Experience working in agile or cross-functional teams AWS certifications are a plus",https://mx.linkedin.com/jobs/view/mid-data-engineer-sql-snowflake-aws-at-apex-systems-4428718092,4428718092
AI Algorithm Research Intern – Neuromorphic Computing,Intel,"Guadalajara, Jalisco, Mexico",HYBRID,N/A,Full-time,Semiconductor Manufacturing,2026-06-18T13:41:14.332959,27,Research,"Analyst,",Information Technology,"Job Details Job Description: For nearly a decade, Intel's Neuromorphic Computing Lab-together with a global ecosystem of 250+ research groups-has explored architectures, algorithms, and software inspired by the brain's extraordinary efficiency, scalability, and adaptability. Our Loihi series of research chips pioneered event-driven, sparse, and massively parallel neuro-inspired processing, fueling over 100 peer-reviewed publications that validate the promise of this novel approach. Now, we're entering an exciting new chapter: transforming these breakthroughs into real-world products that will power the coming era of physical AI systems-beyond the reach of GPUs and mainstream AI accelerators. If you are passionate about pushing the boundaries of computing, from transistor-level innovation to software abstractions, join us. Help define the next wave of AI technology that harnesses the proven advantages of Intel's neuromorphic computing technology with the versatility demanded by modern AI workloads. About The Organization As part of Intel's CTO Office, you will join a vertically integrated incubation effort dedicated to bringing Intel's neuromorphic technology innovations to market. Our diverse team of engineers and researchers have pioneered sparse, event-based, neuromorphic architecture over multiple generations and is now focused on commercializing the technology in future Intel and partner products. With the support of the Jalisco State Government, we offer a program for your development that includes learning through assignments in projects, specific courses on Semiconductor Development, and different abilities to work in high-performance teams. Position Overview Demonstrate the value of Intel's neuromorphic technologies by developing, implementing and benchmarking algorithms for Intel's next generation neuromorphic architecture to enable applications in edge computing, signal processing and autonomous systems for the era of physical AI with groundbreaking performance and efficiency. Responsibilities Support the development and benchmarking of applications on Intel's next-generation neuromorphic architecture. Author and publish results in top-tier conferences/journals. Contribute to Intel's neuromorphic SDK with documentation, code reviews, and continuous improvement of software processes. Qualifications Minimum qualifications are required to be initially considered for this position. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates. Minimum Qualifications Enrolled in an MSc or PhD program in Computer Science, Computer Engineering, Electrical Engineering, Robotics, Physics, or a related field, academic experience may count. 3+ years of experience writing clean, efficient and modular Python and C++ code. 2+ years of experience with deep/machine learning, mathematical optimization, and AI frameworks (PyTorch, JAX, TensorFlow). 1+ years of experience developing AI models for perception, reasoning, and control (e.g., YOLO, LLMs, or VLAs based on transformer or SSM architectures) 1+ years of experience with software development best practices (OO design, testing, debugging, documentation, version control, code reviews). Preferred Qualifications Experience with edge AI HW accelerators or event-based sensors. Experience in developing software for robotics or other real-time control systems. Experience with profiling and benchmarking algorithms and hardware architectures. Strong problem-solving and communication skills. A candidate who accepts an offer of employment in Mexico is required to present their own personal identification information and numbers for the following: Mexican Security Number (NSS), Tax Identification Number (RFC) and CURP identification number. Job Type Student / Intern Shift Shift 1 (Mexico) Primary Location: Mexico, Guadalajara Additional Locations: Business Group At the Data Center Group (DCG), we're committed to delivering exceptional products and delighting our customers. We offer both broad-market Xeon-based solutions and custom x86-based products, ensuring tailored innovation for diverse needs across general-purpose compute, web services, HPC, and AI-accelerated systems. Our charter encompasses defining business strategy and roadmaps, product management, developing ecosystems and business opportunities, delivering strong financial performance, and reinvigorating x86 leadership. Join us as we transform the data center segment through workload driven leadership products and close collaboration with our partners. Posting Statement All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance. Position of Trust N/A Work Model for this Role This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site. * Job posting details (such as work model, location or time type) are subject to change. ADDITIONAL INFORMATION: Intel is committed to Responsible Business Alliance (RBA) compliance and ethical hiring practices. We do not charge any fees during our hiring process. Candidates should never be required to pay recruitment fees, medical examination fees, or any other charges as a condition of employment. If you are asked to pay any fees during our hiring process, please report this immediately to your recruiter.",https://mx.linkedin.com/jobs/view/ai-algorithm-research-intern-%E2%80%93-neuromorphic-computing-at-intel-4418843335,4418843335
Robotics Research Intern,Intel,"Guadalajara, Jalisco, Mexico",HYBRID,N/A,Full-time,Semiconductor Manufacturing,2026-06-18T13:41:14.332966,74,Research,"Analyst,",Information Technology,"Job Details Job Description: The Robotics Research Intern will contribute to advanced algorithmic development and robotics research to enable next-generation robotic technologies across hardware, software, and intelligent autonomous systems. This role focuses on researching, designing, and optimizing robotics algorithms, control systems, and AI/ML models that solve complex robotic challenges, improve system performance, and support innovative robotic applications. You will collaborate closely with cross-functional engineering teams to translate theoretical robotics concepts into practical, scalable implementations. Responsibilities Will Include But Are Not Limited To Research and Innovation Conduct research on emerging robotics technologies, industry trends, and scientific advancements in robotics, autonomous systems, and robot learning. Identify opportunities for strategic enhancements to existing robotic platforms or development of new robotic technologies. Define problem boundaries in robotics applications, explore solution spaces, and build proofs of concept or prototypes to validate new robotic concepts. Research, experiment, and innovate to develop new or improved robotics algorithms, control systems, and robotic software products. Design and optimize machine learning models, computer vision systems, and sensor fusion technologies for robotic applications. Translate theoretical robotics models into practical, scalable robotic implementations Collaborate closely with cross-functional engineering teams to integrate robotics solutions. Product Development and Engineering Support the design, development, and implementation of next-generation robotic systems, autonomous platforms, and robotic software products. Transform robotics research insights into scalable, production-ready robotic architectures, control algorithms, and autonomous systems. Contribute to midterm and long-term robotics technology roadmaps through data-driven recommendations and research findings. Collaboration and Cross-Functional Work Partner with product managers, robotics engineering teams, and technical stakeholders to address critical robotics challenges with innovative approaches. Collaborate with academic institutions, robotics research labs, and industry partners to advance the adoption of emerging robotic technologies. Participate in the creation and refinement of robotics industry standards relevant to autonomous systems and robot development. Technical Development and Learning Develop subject-matter expertise in robotics methodologies, experimental design, and emerging robotics research directions. Communicate complex robotics concepts to both technical and non-technical audiences. Contribute to the development of best practices, robotics frameworks, and reusable components that accelerate robotic innovation. Gain hands-on experience with robotic hardware, simulation environments, and real-world robotic testing. Qualifications Minimum Qualifications are required to be initially considered for this position. Bachelor´s or Master or Ph.D. program in Computer Science, Computer Engineering, or any related field (At least 1 remaining year as an active student). 1+ years of experience in: Computer Graphics, Computer Vision, and Robotics (Open3D). Python and C++ languages and Linux. Git version control, continuous integration, and efficient programming. Application of computer vision and robotics state-of-the-art methods on real projects. algorithms optimization. Intermediate to advanced English level. Must have unrestricted, permanent right to work in Mexico (this role is not eligible for visa or immigration sponsorship). Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates. Deep Learning and Agentic AI. Working knowledge of Robotic Operation System (ROS). Knowledge of 3D sensing and projective geometry. Knowledge and hands-on experience with motion planning and pathfinding algorithms. Knowledge and hands on experience with robotics trajectory generation and path planning state of the art algorithms. Familiarity with NumPy, and Visual studio. Familiarity with Intel RealSense technologies. Video making and editing knowledge. 3D modelling and printing knowledge (e.g. blender, solid works). Requirements listed would be obtained through a combination of relevant industry job experience, internship experience, and/or schoolwork/classes/research. A candidate who accepts an offer of employment in Mexico is required to present their own personal identification information and numbers for the following: Mexican Security Number (NSS), Tax Identification Number (RFC) and CURP identification number. Job Type Student / Intern Shift Shift 1 (Mexico) Primary Location: Mexico, Guadalajara Additional Locations: Business Group At the Data Center Group (DCG), we're committed to delivering exceptional products and delighting our customers. We offer both broad-market Xeon-based solutions and custom x86-based products, ensuring tailored innovation for diverse needs across general-purpose compute, web services, HPC, and AI-accelerated systems. Our charter encompasses defining business strategy and roadmaps, product management, developing ecosystems and business opportunities, delivering strong financial performance, and reinvigorating x86 leadership. Join us as we transform the data center segment through workload driven leadership products and close collaboration with our partners. Posting Statement All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance. Position of Trust N/A Work Model for this Role This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site. * Job posting details (such as work model, location or time type) are subject to change. ADDITIONAL INFORMATION: Intel is committed to Responsible Business Alliance (RBA) compliance and ethical hiring practices. We do not charge any fees during our hiring process. Candidates should never be required to pay recruitment fees, medical examination fees, or any other charges as a condition of employment. If you are asked to pay any fees during our hiring process, please report this immediately to your recruiter.",https://mx.linkedin.com/jobs/view/robotics-research-intern-at-intel-4418827802,4418827802
Neuromorphic Applications Researcher- Temporary Position,Intel,"Guadalajara, Jalisco, Mexico",HYBRID,N/A,Full-time,Semiconductor Manufacturing,2026-06-18T13:41:14.332968,25,Research,"Analyst,",Information Technology,"Job Details Job Description: This position requires candidates to upload a resume in English; you are welcome to upload multiple versions of your resume if you prefer but an English version of your resume will be required to be considered for this position. For nearly a decade, Intel's Neuromorphic Computing Lab-together with a global ecosystem of 250+ research groups-has explored architectures, algorithms, and software inspired by the brain's extraordinary efficiency, scalability, and adaptability. Our Loihi series of research chips pioneered event-driven, sparse, and massively parallel neuro-inspired processing, fueling over 100 peer-reviewed publications that validate its promise. Now, we're entering an exciting new chapter: transforming these breakthroughs into real-world products that will power the coming era of physical AI systems-beyond the reach of GPUs and mainstream AI accelerators. If you are passionate about pushing the boundaries of computing, from transistor-level innovation to software abstractions, join us. Help define the next wave of AI technology that harnesses the proven advantages of Intel's neuromorphic computing technology with the versatility demanded by modern AI workloads. Position Overview Demonstrate the value of Intel's neuromorphic technologies by developing, implementing, and benchmarking algorithms for Intel's next-generation neuromorphic architecture to enable applications in edge computing, signal processing, and autonomous systems for the era of physical AI with groundbreaking performance and efficiency. Responsibilities Support the development and optimization of advanced AI algorithms and robotics applications for edge platforms powered by Intel's next-generation neuromorphic architecture. Evaluate and benchmark robotic applications-such as VLA models for drones and humanoids-on current and next-generation neuromorphic hardware. Validate Intel's neuromorphic SDK by running real-world robotics workloads, gathering metrics, and proposing targeted software enhancements to the core development team. Present findings and publish benchmark results in top-tier conferences and journals. About The Organization As part of Intel's CTO Office, you will join a vertically integrated incubation effort dedicated to bringing Intel's neuromorphic technology innovations to market. Our diverse team of engineers and researchers has pioneered sparse, event-based, neuromorphic architecture over multiple generations and is now focused on commercializing the technology in future Intel and partner products. It is a fixed-term opportunity lasting approximately 12 months Qualifications Minimum qualifications are required to be initially considered for this position. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates. Minimum Qualifications Enrolled or graduated from a MSc or PhD program in Computer Science, Computer Engineering, Electrical Engineering, Robotics, Physics, or a related field 3+ years of experience writing clean, efficient, and modular Python and C++ code. 2+ years of experience with deep/machine learning, mathematical optimization, and AI frameworks (PyTorch, JAX, TensorFlow). 1+ years of experience in: Developing AI models for perception, reasoning, and control (e.g., YOLO, LLMs, or VLAs based on transformers or SSM architectures) Software development best practices (OO design, testing, debugging, documentation, version control, code reviews). Advance English level. Must have unrestricted, permanent right to work in Mexico (this role is not eligible for visa or immigration sponsorship). Preferred Qualifications Experience with edge AI HW accelerators or event-based sensors. Experience in developing software for robotics or other real-time control systems. Experience with profiling and benchmarking algorithms and hardware architectures. Requirements listed would be obtained through a combination of industry relevant job experience, internship experiences and or schoolwork/classes/research. Job Type Intel Contract Employee Shift Shift 1 (Mexico) Primary Location: Mexico, Guadalajara Additional Locations: Business Group The mission of the Corporate Technology Office (CTO) is to incubate and develop strategically important emerging technologies that will serve as building blocks for computing systems and platforms of the future. This is done in collaboration with the business units of Intel, with the goal of transferring these technologies to the business units for productization and revenue generation. Posting Statement All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance. Position of Trust N/A Work Model for this Role This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site. * Job posting details (such as work model, location or time type) are subject to change. ADDITIONAL INFORMATION: Intel is committed to Responsible Business Alliance (RBA) compliance and ethical hiring practices. We do not charge any fees during our hiring process. Candidates should never be required to pay recruitment fees, medical examination fees, or any other charges as a condition of employment. If you are asked to pay any fees during our hiring process, please report this immediately to your recruiter.",https://mx.linkedin.com/jobs/view/neuromorphic-applications-researcher-temporary-position-at-intel-4418828847,4418828847
Software Engineer,"Pyramid Consulting, Inc","Guadalajara, Mexico Metropolitan Area",HYBRID,Mid-Senior level,Full-time,IT Services and IT Consulting,2026-06-18T13:41:14.332970,25,Accounting/Auditing,N/A,N/A,"JD 7+ years of strong software engineering experience building scalable, maintainable, production-grade systems • Hands-on experience building applications or platforms using Generative AI, or agentic design patterns • Strong understanding of agent orchestration, tool use, prompt and context management, memory patterns, evaluation, and AI system design trade-offs • Experience taking AI-enabled solutions from prototype to production with sound engineering discipline across reliability, observability, latency, cost, security, and governance • Practical experience using AI coding and engineering assistants to improve productivity across the software development lifecycle • Experience improving PDLC and SDLC efficiency through automation, CI/CD, automated testing, and AI-assisted engineering workflows • Strong programming skills in one or more backend languages such as Java and Python, with the ability to write high-quality, well-tested, production-ready code • Experience building services in cloud-native environments using Kubernetes and managed cloud services on AWS, Azure • Good understanding of APIs, distributed systems, event-driven architectures, data pipelines, and enterprise integration patterns • Experience with modern AI frameworks, SDKs, and tools for building AI applications, agent workflows, and developer productivity solutions • Strong problem-solving and analytical skills, with the ability to break down ambiguity and turn ideas into practical, scalable solutions • Demonstrated innovative mindset with curiosity to learn new technologies, evaluate emerging tools, and apply them where they create value • Strong sense of ownership and accountability, with the ability to independently drive initiatives from concept to delivery • Excellent collaboration and communication skills, with experience working across engineering, product, AI, and business stakeholders • Experience with modern front-end frameworks such as React and/or Next.js is beneficial • Familiarity with inference APIs, embeddings, retrieval-augmented generation, model evaluation, and AI safety controls is preferred Must-Have • Strong proficiency in Java, Python, or similar backend languages; • Hands-on experience building agentic or AI-enabled applications; • Strong understanding of APIs, distributed systems, event-driven architectures, and enterprise integration patterns • Experience with React or Next.js • Experience with cloud-native development using Kubernetes and managed cloud platforms such as AWS or Azure • Experience with CI/CD, automation, and engineering productivity tooling; • Familiarity with modern AI frameworks, SDKs, and tools for building intelligent applications and agent workflows",https://mx.linkedin.com/jobs/view/software-engineer-at-pyramid-consulting-inc-4430119287,4430119287
QA Engineer,Virtusa,"Guadalajara, Jalisco, Mexico",HYBRID,Associate,Full-time,IT Services and IT Consulting,2026-06-18T13:41:14.332973,25,Engineering,Information Technology,N/A,"Develop and implement quality control methodologies to ensure compliance with quality assurance standards and guidelines. Conduct tests and inspections of products and processes to identify defects and ensure they meet specifications. Analyze the causes of non-conformance and recommend solutions to improve product quality and performance. Work closely with engineering, production, and support teams to address quality issues and implement corrective actions. Maintain quality documentation, including inspection reports, test results, and quality metrics. Propose and implement quality improvement strategies to enhance customer satisfaction and operational efficiency. Strong analytical and problem-solving abilities to identify issues and develop effective solutions. A keen eye for detail to ensure that products meet quality standards. Excellent verbal and written communication skills to collaborate with cross-functional teams and document findings. Familiarity with quality management systems (e.g., ISO standards) and quality control methodologies.",https://mx.linkedin.com/jobs/view/qa-engineer-at-virtusa-4427395105,4427395105
Data Engineer – Snowflakes / DBT,Azkait,"Guadalajara, Jalisco, Mexico",HYBRID,N/A,Full-time,"Technology, Information and Internet",2026-06-18T13:41:14.332975,25,Information Technology,N/A,N/A,"AZKAIT es una empresa mexicana que busca y conecta el mejor talento IT con empresas Latinoamericanas y de Estados Unidos. Estamos en la búsqueda de tu talento como Data Engineer – Snowflakes, DBT Requisitos: Ingeniería en Sistemas, Informática, o carrera afín (Titulado). Mínimo 4 años de experiencia. Ingles conversacional ETL & Integración de Datos: DataStage, Informatica, IBM InfoSphere Information Server, QualityStage Almacenamiento de Datos: Data Warehousing, Data Lakes, Snowflake Bases de Datos y SQL: SQL Server, DB2, SQL analítico (limpieza, joins, agregaciones) Orquestación: Control-M CI/CD y Control de Versiones: GitHub Infraestructura: Linux Grid, entornos cloud (capas de almacenamiento en nube) Modelado de Datos: Modelado lógico y físico Lenguajes de Programación: Python Beneficios: IMSS, Infonavit y PTU conforme a la ley 100% de nómina Aguinaldo de 30 días Seguro de gastos médicos mayores para el colaborador y su familia directa Seguro de vida por 1 millón de pesos (individual) Seguro dental (individual) Cursos y certificaciones sin costo Vales de despensa Tarjeta de descuentos en tiendas departamentales y redes médicas Horario de lunes a viernes Contrato inicial de prueba por 3 meses, posteriormente indefinido Ubicación y Modalidad ﻿Ubicación: Guadalajara (GDL) Modalidad: Híbrido",https://mx.linkedin.com/jobs/view/data-engineer-%E2%80%93-snowflakes-dbt-at-azkait-4428763933,4428763933
Software Engineer Backend,Stand8 Technology Consulting,"Guadalajara, Jalisco, Mexico",HYBRID,Mid-Senior level,Full-time,"Technology, Information and Media",2026-06-18T13:41:14.332977,25,Information Technology,N/A,N/A,"STAND 8 provides end-to-end IT solutions and staffing services to enterprise partners across North America, with operational presence in Mexico supporting a wide range of technology, engineering, and business roles. This role is responsible for leading the design and implementation of major features and services within the Platform Catalog ecosystem. The position drives architecture decisions, builds scalable backend services, and supports real-time data pipelines that power advertising platforms. This individual partners closely with product managers and stakeholders to turn business goals into technical outcomes while promoting reliability, performance, and observability. The role also provides technical leadership through mentoring, team coordination, and production support participation. We are headquartered in Zapopan, Jalisco, and this hybrid role is based in Andares; however, we are open to interviewing qualified candidates located anywhere in Mexico. Location & Work Type Location: Zapopan, Jalisco Work Type: Hybrid Key Responsibilities Lead the design and implementation of major features or services within the Platform Catalog ecosystem. Drive architectural discussions and propose scalable solutions aligned with engineering best practices. Mentor junior engineers and contribute to a culture of technical excellence. Partner with product managers and stakeholders to translate business goals into technical outcomes. Advocate for system reliability, performance, and observability across multiple integrations. Design APIs to consume and produce data and build backend applications to power advertising platforms using Java, REST/GraphQL APIs, Docker, and Kubernetes. Use Kafka, Aerospike, and Elasticsearch to support a real-time data pipeline for the broader advertising team. Build and support highly available, large-scale distributed systems using microservices architecture. Participate in and help manage on-call and production support rotations to troubleshoot issues during off-hours and promotional events. Coordinate with team members to assign tasks, set goals, monitor progress, and resolve technical issues. Provide technical mentoring and guidance that fosters continuous learning and improvement. Qualifications : 6-8 years of software engineering experience with a track record of delivering production-grade systems. Deep expertise in software architecture, distributed systems, and API design. Proficiency in Java, with strong debugging and optimization skills. Experience operating in cloud-native environments (preferably GCP). Ability to influence design decisions and collaborate effectively with cross-functional teams. Strong communication skills in English / Spanish / both depending on project needs. Preferred (Optional): Experience with REST/GraphQL APIs, Docker, Kubernetes, Kafka, Aerospike, and Elasticsearch. Experience with microservices architecture for highly available, large-scale distributed systems. Experience participating in on-call and production support rotations. Experience with tools, technologies, or methodologies related to observability, system reliability, and platform engineering. About Us STAND 8 provides end-to-end IT solutions to enterprise partners across the United States and globally with offices in Los Angeles, Atlanta, New York, Mexico, Japan, India, and more. STAND 8 focuses on the ""bleeding edge"" of technology and leverages automation, process, marketing, and over fifteen years of success and growth to provide a world-class experience for our customers, partners, and employees. Our mission is to impact the world positively by creating success through PEOPLE, PROCESS, and TECHNOLOGY. Check out more at www.stand8.io; and reach out today to explore opportunities to grow together! By applying to this position, your data will be processed in accordance with the STAND 8 Privacy Policy.",https://mx.linkedin.com/jobs/view/software-engineer-backend-at-stand8-technology-consulting-4429947833,4429947833
