Title,Company,Location,Remote,SeniorityLevel,EmploymentType,Industries,DatePosted,NumApplicants,JobFunction1,JobFunction2,JobFunction3,Description,Url,JobID
Senior Machine Learning (ML) Ops Engineer,Bizmoni - The Next Gen AI Super APP,"Mexico City, Mexico",REMOTE,N/A,Part-time,"Technology, Information and Internet",2026-04-15T12:50:25.763981,25,Engineering,Information Technology,N/A,"Location: Fully remote Employment type: Part-time About Bizmoni Corp. Bizmoni is the worlds first AI Super App designed to help anyone earn, learn, and grow in the AI era. We are building a global, fully remote team to shape the future of financial technology. Our mission is to make powerful AI-driven financial and business tools accessible to everyone from individuals starting side hustles to enterprises scaling globally. About the Role: We are seeking a skilled and driven Senior ML Ops Engineer to design, automate, and optimize our machine learning infrastructure. In this role, you will play a crucial part in bridging the gap between data science and operations by streamlining our AI/ML workflows from experimentation to production. You will collaborate closely with data scientists, data engineers, and developers to ensure our models are secure, scalable, reliable, and cost-efficient. Your work will directly impact thousands of users worldwide by enabling real-time, AI-powered financial insights and business solutions. If you are passionate about deploying cutting-edge ML technologies and want to be part of a mission-driven fintech startup, wed love to hear from you! What You'll Do: Design, build, and maintain end-to-end machine learning infrastructure ensuring scalability, high availability, and performance. Automate ML pipelines with Docker, Kubernetes, and CI/CD frameworks. Collaborate with data scientists and engineers to streamline model deployment. Monitor and optimize models in production with observability tools (e.g., Prometheus, Grafana, ELK). Manage and optimize cloud infrastructure (AWS, Azure, or GCP) for efficiency and cost. Ensure compliance and security protocols for sensitive financial data. Provide support and maintenance to ensure the reliability of ML applications. What You'll Bring: Proven experience as an MLOps Engineer or similar role (fintech or AI startup experience is a plus). Strong programming skills in Python (preferred); familiarity with Java or Scala is a plus. Experience with ML frameworks and pipeline orchestration (MLflow, Airflow, Kubeflow, or SageMaker). Hands-on experience with cloud services (AWS, Azure, or GCP). Solid knowledge of containerization and orchestration (Docker, Kubernetes). Familiarity with Git and CI/CD tools. Strong understanding of ML algorithms and their real-world applications. Excellent communication and collaboration skills in a remote, cross-timezone team environment. Bachelors or Masters degree in Computer Science, Data Science, or related field (or equivalent experience). W hy Youll Love Working at Bizmoni: Be part of a mission-driven company building the future of AI-powered FinTech. Fully remote role with a global, diverse team. Equity-based compensation with the potential for future full-time opportunities. Culture of innovation, collaboration, and ownership. Before Applying, Ask Yourself: Are you open to ONLY equity-based compensation? Are you able to dedicate 16 hours weekly to our project? If your answers are YES , then we are happy to meet you! Recruitment Process: Interview with Data Science Department Manager & TA Partner. Offer (based on final positive feedback). Please submit your your English CV . Only shortlisted candidates will be invited to interview. Thank you.",https://mx.linkedin.com/jobs/view/senior-machine-learning-ml-ops-engineer-at-bizmoni-the-next-gen-ai-super-app-4400765260,4400765260
Software Developer,Aviat Networks,Mexico City Metropolitan Area,REMOTE,Associate,Full-time,Telecommunications,2026-04-15T12:50:25.763988,73,Engineering,N/A,N/A,"Are you looking for an exciting opportunity working for a Global Technology Leader? At Aviat Networks, we take great pride in hiring a workforce that is committed to supporting and strengthening our values and attributes. If you are a results-oriented, customer centric and innovative thinker who also takes pride in personal and professional integrity, Aviat Networks is the ideal next step in your career. We are looking for people who love to solve problems, enjoy change, and know how to have fun so come and join a dynamic team that strives to bring communications to the world. Aviat Networks is the world’s largest independent supplier of wireless transmission systems. We are recognized worldwide for cutting-edge 5G, backhaul, networking solutions and services. Customers in more than 135 countries depend on Aviat Networks to build, expand, and upgrade their voice, data, and video solutions. About the Role: We’re looking for a talented and forward-thinking Software Engineer with expertise in C#/.NET to join our team. In this role, you’ll be responsible for designing, building, and maintaining high-quality applications using modern frameworks like .NET Core, .NET 7+, and Blazor. You will help drive the modernization of legacy systems, establish strong version control practices, and introduce new technologies that improve scalability and performance. This role is ideal for someone who enjoys solving complex problems, continuously refining their craft, and collaborating in an Agile, team-focused environment. If you’re passionate about delivering reliable, efficient, and future-ready solutions, we’d love to hear from you. Responsibilities: Design, build, and maintain applications using C#, .NET, and related modern frameworks. Lead the transition from legacy platforms to modern architecture, ensuring smooth migration and high performance. Partner with architects and product teams to evaluate and integrate new technologies that improve scalability, security, and maintainability. Diagnose, troubleshoot, and optimize application performance to ensure stability and efficiency. Establish and apply version control best practices (e.g., Git, Azure DevOps, Jenkins) for branching, merging, and release management. Participate in Agile/Scrum ceremonies, contribute to code reviews, and uphold coding standards. Develop automated tests and CI/CD pipelines to support streamlined, reliable deployments. Provide technical assistance to end users and resolve issues in a timely manner. Stay informed about emerging technologies and proactively suggest enhancements to processes and systems. Other duties as assigned. Qualifications & Competencies: Bachelor’s degree in Computer Science, Information Technology, or a related field. 3+ years of software development experience. Strong proficiency in C# and .NET, including experience working within the .NET Framework. Hands-on experience building and maintaining CI/CD pipelines and working with automated testing frameworks. Working knowledge of IIS configuration and optimization for hosting .NET applications. Ability to work effectively in Agile/Scrum environments and collaborate with cross-functional teams. Experience developing and consuming Web Services (SOAP and REST). Familiarity with authentication and authorization protocols. Solid understanding of relational databases and practical experience with SQL for data modeling, querying, and performance optimization. Experience developing Windows Forms (WinForms) desktop applications, including Excel integration for data-driven functionality. Preferred skills: Experience working with Java, Python, or other programming languages in addition to C#. Familiarity with Office VSTO / .NET Interop for extending and integrating Microsoft Office applications. Hands-on experience with client-side multi-threading and developing responsive, performant applications. Experience building web applications using Blazor (Server or WebAssembly). We encourage you to read our Candidate Privacy Notice . You have the right to withdraw your consent at any time. To do this you can email us at privacy@aviatnet.com . Aviat Networks provides equal employment opportunity for all applicants and employees. The Company does not discriminate against applicants or employees on the basis of race, color, sex, age, national origin, religion, sexual orientation, gender identity, veteran or military status, disability or any other legally recognized protected basis under federal, state or local law. Aviat Networks offers a competitive benefits package. Apply NOW to learn more! For positions in California, Colorado, or New York City you may contact us at human.resources@aviatnet.com for the salary range for this position (include the exact Job Title as it reads above).",https://mx.linkedin.com/jobs/view/software-developer-at-aviat-networks-4400751754,4400751754
Biology Researcher (Masters/PhDs),Alignerr,"Mexico City, Mexico",REMOTE,N/A,Contract,"Technology, Information and Internet",2026-04-15T12:50:25.763991,25,Research,"Analyst,",Information Technology,"Biology Researcher (Masters/PhDs) - AI Training About The Role What if your years of biology expertise could directly shape how AI reasons through the most complex problems in genetics, biotechnology, and bioinformatics? We're looking for Biology Experts — Masters and PhD-level scientists — to help build and train cutting-edge AI models that need to think the way the best researchers do. This is a fully remote, flexible contract role built for scientists who want to apply their deep domain knowledge to one of the most impactful frontiers in technology. No AI background required — just exceptional scientific expertise and a sharp, rigorous mind. Organization: Alignerr Type: Hourly Contract Location: Remote Commitment: 10–40 hours/week What You'll Do Develop, solve, and critically review advanced biology problems with real-world scientific relevance Apply your expertise in genetics, biotechnology, bioinformatics, or related fields to design complex, meaningful problem statements Evaluate AI-generated scientific reasoning for accuracy, depth, and rigor Collaborate asynchronously with AI researchers and domain experts to enhance how AI models approach biological reasoning Ensure scientific clarity, precision, and depth across all deliverables Work independently on task-based assignments — fully on your own schedule Who You Are Master's or PhD in Biology or a closely related field (Genetics, Molecular Biology, Bioinformatics, Biotechnology, etc.) Strong command of at least one subfield — genetics, biotech, or bioinformatics Comfortable working with Python or R in a research or analytical context Exceptionally clear written communicator who can translate complex science into structured, readable outputs Detail-oriented with a systematic, rigorous approach to problem-solving Self-motivated and reliable when working independently without supervision Nice to Have Prior experience with data annotation, data quality evaluation, or AI feedback systems Background in computational biology, systems biology, or scientific writing Experience reviewing or editing scientific content for accuracy and clarity Familiarity with AI tools or language model evaluation as an end user Why Join Us Work on cutting-edge AI projects alongside the world's leading research labs Fully remote and flexible — work when and where it suits you Freelance autonomy with the structure of meaningful, task-based scientific work Make a direct, tangible impact on how AI understands and reasons through biology Contribute to technology that could shape the future of scientific discovery Potential for ongoing work and contract extension as new projects launch",https://mx.linkedin.com/jobs/view/biology-researcher-masters-phds-at-alignerr-4402220963,4402220963
Lead Developer with Python,W3Global,"Mexico City, Mexico",REMOTE,N/A,Contract,Airlines and Aviation,2026-04-15T12:50:25.763993,139,Information Technology,N/A,N/A,"Remote, Supporting US- EST or PST Contract Must Have Skills Python + API + database Pytest is must The candidate we are looking for needs to be able to extract a technical specification from customers. This person needs to be very comfortable using APIs to perform custom functionality. This person needs to be familiar with python and python libraries. We want projects implemented in python code with 80%- unit testing coverage We want a person to help setup automated contract tests for our project for regression testing purposes. This person must be capable of managing/implementing multiple projects and coordinating the testing and deployment of these projects The technical services team works primarily in scripting languages: python, PowerShell, SQL We are looking for a generalist, who is part business analyst, part script programmer, part test automation, part project manager We are looking for someone with scripting, contract and unit testing and project management experience. The candidate we are looking for needs to be able to extract a technical specification from customers. This person needs to be very comfortable using APIs to perform custom functionality. This person needs to be familiar with python and python libraries. We want projects implemented in python code with 80%-unit testing coverage We want a person to help setup automated contract tests for our project for regression testing purposes. This person must be capable of managing/implementing multiple projects and coordinating the testing and deployment of these projects This team works on many small projects. No Kubernetes, no docker, no microservices Python or testing experience .",https://mx.linkedin.com/jobs/view/lead-developer-with-python-at-w3global-4245538823,4245538823
Mathematics Researcher (Masters/PhDs),Alignerr,"Mexico City, Mexico",REMOTE,N/A,Contract,"Technology, Information and Internet",2026-04-15T12:50:25.763996,25,Research,"Analyst,",Information Technology,"Mathematics Researcher (Masters/PhDs) - AI Training About The Role What if your deep knowledge of mathematics could directly shape how AI reasons through the world's most complex problems? We're looking for Mathematics Experts — Masters and PhD holders — to help train and evaluate cutting-edge AI models, ensuring they can think rigorously, solve accurately, and reason like the best mathematical minds. This is a fully remote, flexible contract role built for serious mathematicians who want meaningful, intellectually engaging work on their own schedule. Organization: Alignerr Type: Hourly Contract Location: Remote Commitment: 10–40 hours/week What You'll Do Develop, solve, and critically review advanced mathematical problems with real-world relevance Apply your expertise in algebra, calculus, statistics, discrete mathematics, or related areas to design complex, rigorous problem sets Collaborate asynchronously with AI researchers and domain experts to improve AI model reasoning and mathematical accuracy Evaluate the quality, correctness, and clarity of AI-generated mathematical solutions Ensure mathematical rigor, precision, and depth across all deliverables Who You Are Hold a Master's or PhD in Mathematics or a closely related field Have strong, demonstrable expertise in one or more of: algebra, calculus, statistics, or discrete mathematics Comfortable working with Python, MATLAB, or Mathematica for research or technical problem-solving Exceptionally clear communicator — you can explain complex mathematical reasoning in writing with precision and confidence Detail-oriented, self-motivated, and reliable when working independently Nice to Have Prior experience with data annotation, data quality evaluation, or AI assessment workflows Experience designing mathematical curricula, writing research papers, or tutoring at an advanced level Familiarity with AI tools or mathematical reasoning benchmarks Background in applied mathematics, physics, computer science, or engineering Why Join Us Work on cutting-edge AI projects alongside leading research labs and AI teams Fully remote and flexible — work when and where it suits you Freelance autonomy with the structure of meaningful, intellectually stimulating work Make a direct, tangible impact on how AI understands and applies advanced mathematics Potential for ongoing work and contract extension as new projects launch",https://mx.linkedin.com/jobs/view/mathematics-researcher-masters-phds-at-alignerr-4402227742,4402227742
Senior React Native Developer - Remote Work,BairesDev,Mexico City Metropolitan Area,REMOTE,Mid-Senior level,Full-time,IT Services and IT Consulting,2026-04-15T12:50:25.763999,25,Information Technology,N/A,N/A,"At BairesDev®, we've been leading the way in technology projects for over 15 years. We deliver cutting-edge solutions to giants like Google and the most innovative startups in Silicon Valley. Our diverse 4,000+ team, composed of the world's Top 1% of tech talent, works remotely on roles that drive significant impact worldwide. When you apply for this position, you're taking the first step in a process that goes beyond the ordinary. We aim to align your passions and skills with our vacancies, setting you on a path to exceptional career development and success. Senior React Native Developer at BairesDev As a Senior React Native Developer, lead the development of sophisticated mobile applications. Your role includes overseeing project development, mentoring junior developers, and adopting the latest mobile technologies, ensuring the delivery of high-quality, efficient, and scalable mobile solutions. What you will do - Oversee the design and development of sophisticated React Native applications, aligning them with business and technical requirements. - Lead and mentor a team of React Native developers, promoting a culture of technical excellence and innovation. - Make strategic decisions regarding mobile app architecture, performance optimization, and addressing technical challenges in React Native. - Champion best practices in React Native development, including code reviews, testing, and continuous integration. - Drive innovation by exploring and integrating new React Native technologies and frameworks into software projects. - Collaborate with stakeholders to define, design, and deliver new features and functionalities, ensuring high-quality mobile solutions. What we are looking for - 5+ years of experience with React Native. - Strong understanding of best practices, such as SOLID and clean code, focusing on scalable solutions. - Extensive experience with code reviews, writing automated tests, and implementing CI/CD pipelines. - Strong expertise in unit testing, integration testing, and maintaining high code coverage. - Demonstrated ability to make informed technical decisions and apply the best approach for each use case. - IT infrastructure knowledge. - Advanced level of English. How we do make your work (and your life) easier: - 100% remote work (from anywhere). - Excellent compensation in USD or your local currency if preferred - Hardware and software setup for you to work from home. - Flexible hours: create your own schedule. - Paid parental leaves, vacations, and national holidays. - Innovative and multicultural work environment: collaborate and learn from the global Top 1% of talent. - Supportive environment with mentorship, promotions, skill development, and diverse growth opportunities. Apply now and become part of a global team where your unique talents can truly thrive!",https://mx.linkedin.com/jobs/view/senior-react-native-developer-remote-work-at-bairesdev-4402048681,4402048681
HR Senior Data Engineer Lead,Mondelēz International,"Mexico City, Mexico",REMOTE,N/A,Full-time,"Food and Beverage Manufacturing, Food and Beverage Services, and Manufacturing",2026-04-14T12:50:25.764002,144,Information Technology,N/A,N/A,"Job Description Are You Ready to Make It Happen at Mondelēz International? Join our Mission to Lead the Future of Snacking. Make It With Pride. You will be crucial in supporting our business by creating valuable, actionable insights about the data, and communicating your findings to the business. You will work with various stakeholders to determine how to use business data for business solutions/insights. How You Will Contribute You will: Analyze and derive value from data through the application methods such as mathematics, statistics, computer science, machine learning and data visualization. In this role you will also formulate hypotheses and test them using math, statistics, visualization and predictive modeling Understand business challenges, create valuable actionable insights about the data, and communicate your findings to the business. After that you will work with stakeholders to determine how to use business data for business solutions/insights Enable data-driven decision making by creating custom models or prototypes from trends or patterns discerned and by underscoring implications. Coordinate with other technical/functional teams to implement models and monitor results Apply mathematical, statistical, predictive modelling or machine-learning techniques and with sensitivity to the limitations of the techniques. Select, acquire and integrate data for analysis. Develop data hypotheses and methods, train and evaluate analytics models, share insights and findings and continues to iterate with additional data Develop processes, techniques, and tools to analyze and monitor model performance while ensuring data accuracy Evaluate the need for analytics, assess the problems to be solved and what internal or external data sources to use or acquire. Specify and apply appropriate mathematical, statistical, predictive modelling or machine-learning techniques to analyze data, generate insights, create value and support decision making Contribute to exploration and experimentation in data visualization and you will manage reviews of the benefits and value of analytics techniques and tools and recommend improvements What You Will Bring A desire to drive your future and accelerate your career and the following experience and knowledge: Strong quantitative skillset with experience in statistics and linear algebra. A natural inclination toward solving complex problems Knowledge/experience with statistical programming languages including R, Python, SQL, etc., to process data and gain insights from it Knowledge of machine learning techniques including decision-tree learning, clustering, artificial neural networks, etc., and their pros and cons Knowledge and experience in advanced statistical techniques and concepts including, regression, distribution properties, statistical testing, etc. Good communication skills to promote cross-team collaboration Multilingual coding knowledge/experience: Java, JavaScript, C, C++, etc. Experience/knowledge in statistics and data mining techniques including random forest, GLM/regression, social network analysis, text mining, etc. Ability to use data visualization tools to showcase data for stakeholders More About This Role What you need to know about this position: Current State Management & Optimization (Foundational Data Systems): Manage, organize, and optimize data stored across various Microsoft applications, with a primary focus on SharePoint lists, Excel workbooks, ensuring data integrity and accessibility. Design, develop, and maintain efficient processes for data collection, validation, transformation, and movement using tools such as Power Query, advanced Excel functions, VBA, or Power Automate/Apps, to support reporting needs. Develop and maintain data models, logic, and aggregations required to support existing dashboards and reports (e.g., Power BI) drawing from these foundational data sources. Collaborate closely with business users and analysts to understand their data requirements and ensure timely and accurate delivery of information. Proactively troubleshoot data-related issues, identify root causes, and implement effective solutions to minimize disruptions and maintain data quality within the current ecosystem. Document existing data structures, flows, and business logic to ensure clarity and maintainability. Future State Vision & Implementation (Cloud Data Modernization): Provide technical leadership in the evaluation, selection, and eventual adoption of new cloud-based data technologies and platforms (e.g., Azure Data Lake, AWS S3/Glue/Redshift, Google Cloud Storage/BigQuery/Dataflow). Architect and design scalable, resilient, and cost-effective cloud data lake solutions, including strategies for data ingestion, storage, processing frameworks, and data governance, in anticipation of future investments. Develop and implement proof-of-concepts (POCs) for modern data warehousing, data lake, and big data technologies to demonstrate value and guide strategic decisions. Serve as a technical mentor and subject matter expert on best practices for data engineering, data governance, and data security in a cloud environment. Collaborate with IT and business stakeholders to define a forward-looking data strategy, roadmaps, and project plans for technology upgrades and migrations. Stay abreast of industry trends, emerging technologies, and best practices in data engineering and cloud data platforms, bringing innovative solutions to the forefront. What extra ingredients you will bring: Education / Certifications: Job specific requirements: Approximately 10 years of professional experience in roles focused on data management, data analysis, business intelligence, or similar, with a strong emphasis on data organization and transformation. Deep and demonstrable proficiency with the Microsoft Office Suite, specifically advanced Excel capabilities (e.g., Power Query, complex formulas, VBA, Dataflow, Power BI), Access databases, and extensive experience managing data within SharePoint lists and libraries. Proven experience in supporting and enhancing business intelligence dashboards and reporting tools (e.g., Power BI) from diverse data sources. Experience with Microsoft Power Automate, Power Apps, or other low-code automation tools for data orchestration. Experience with scripting languages such as Python or VBA for data manipulation or process automation. Exceptional ability to manage, cleanse, structure data effectively, even in non-traditional database environments. Excellent problem-solving skills, with the ability to diagnose complex data challenges and provide practical solutions. Strong analytical mindset with a clear aptitude and eagerness to learn, evaluate, and strategically implement new, complex cloud-based data technologies. Strong communication skills, both written and verbal, with the ability to articulate technical concepts clearly to both technical and non-technical stakeholders. A plus but not required, Familiarity with data governance, data quality, and metadata management practices. Travel requirements: Adhoc Work schedule: Mid Shift No Relocation support available Business Unit Summary At Mondelēz International, our purpose is to empower people to snack right by offering the right snack, for the right moment, made the right way. That means delivering a broad range of delicious, high-quality snacks that nourish life's moments, made with sustainable ingredients and packaging that consumers can feel good about. We have a rich portfolio of strong brands globally and locally including many household names such as Oreo , belVita and LU biscuits; Cadbury Dairy Milk , Milka and Toblerone chocolate; Sour Patch Kids candy and Trident gum. We are proud to hold the top position globally in biscuits, chocolate and candy and the second top position in gum. Our 80,000 makers and bakers are located in more than 80 countries and we sell our products in over 150 countries around the world. Our people are energized for growth and critical to us living our purpose and values. We are a diverse community that can make things happen—and happen fast. Mondelēz International is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, sexual orientation or preference, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law. Job Type Regular Data Science Analytics & Data Science",https://mx.linkedin.com/jobs/view/hr-senior-data-engineer-lead-at-mondel%C4%93z-international-4380175907,4380175907
Data Scientist,HCLTech,Mexico City Metropolitan Area,HYBRID,Mid-Senior level,Full-time,Information Services,2026-04-15T12:50:55.424936,81,Information Technology,N/A,N/A,"Role: Senior Data Scientist Location: Hybrid in CDMX (Tlalnepantla) Key Skills: Python, Snowflake Fulltime Permanent Position with HCLTech We are seeking an experienced Data Scientist to join our team as an Individual Contributor. The ideal candidate will have 7+ years of hands-on experience applying statistical and machine learning techniques to real-world problems, and a proven track record implementing Generative AI solutions for multiple customers. You will work closely with stakeholders to translate business needs into data products and AI-enabled capabilities, leveraging Python, Snowflake, and modern coding assistants such as Claude Code or Codex to accelerate delivery while maintaining engineering rigor. Mandatory Skills Python: Strong proficiency in Python for data analysis, feature engineering, model development, and production-ready experimentation. Snowflake: Proven experience using Snowflake for analytics at scale (data exploration, feature datasets, and model-ready pipelines), with strong SQL fundamentals. Generative AI: Expertise implementing GenAI use cases end-to-end (e.g., RAG, summarization, knowledge assistants, and workflow automation), including evaluation, guardrails, and operationalization for multiple customers. Additional Skills (Nice to Have) Claude Code or Codex: Hands-on experience using AI coding assistants to improve developer productivity, with the ability to apply best practices (code review, testing, reproducibility) to ensure quality and maintainability. Machine Learning: Experience building and tuning supervised/unsupervised models, with a solid understanding of metrics, validation, and model interpretability. LLM Tooling & Evaluation: Familiarity with prompt engineering, retrieval strategies, offline/online evaluation, and monitoring approaches for LLM applications. Customer-Facing Delivery: Strong communication skills and experience working directly with customers to gather requirements, present findings, and drive adoption of AI solutions. Soft Skills: Excellent verbal & written English Strong problem-solving and team collaboration We offer: Direct Hiring, 100% payroll schema Benefits above law (Major and minor medical insurance, saving fund, grocery coupons, 12 days vacations) Convenient office locations Great work environment Flexible dress code Multicultural environment Share your CV in English. Education Benefits If you´re interested please send your English resume to jorgeadrian.herna@hcltech.com",https://mx.linkedin.com/jobs/view/data-scientist-at-hcltech-4385030049,4385030049
Ejecutivo JUNIOR Automatización con IA (n8n) Hibrido CDMX,Brivé Soluciones,Mexico City Metropolitan Area,HYBRID,Entry level,Full-time,Human Resources Services,2026-04-15T12:50:55.424943,25,Business Development,Sales,N/A,"Te apasiona la Inteligencia Artificial y quieres aplicarla en procesos reales de negocio? En Brivé Solcuiones, estamos buscando estudiantes de último semestre o recién egresados que quieran desarrollar agentes de IA y automatizaciones reales usando herramientas como n8n y plataformas de generación de agentes. No buscamos teoría. Buscamos personas que ya hayan construido cosas. Perfil que buscamos Recién titulado  de Ingeniería Industrial, Sistemas, Tecnologías, Ciencia de Datos o afines o Estudiantes e n último semestre, buscando prácticas profesionales / servicio social / programa trainee. Formación básica en automatización de procesos. Conocimiento en plataformas como: n8n (preferente) Zapier / Make / Power Automate Integración con APIs Uso de LLMs (OpenAI u otros) Requisito clave Deberás poder demostrar al menos 2 casos reales donde hayas creado: Agentes de IA para automatizar procesos Workflows en n8n preferiblemente u otra plataforma similares Integraciones con herramientas digitales (Pueden ser proyectos escolares, personales o freelance.) ¿Qué harás? Diseñar y construir automatizaciones reales en producción Crear agentes de IA aplicados a procesos internos Optimizar flujos operativos Documentar y mejorar workflows Participar en un programa de entrenamiento práctico en IA aplicada Aquí no vienes a observar. Vienes a construir. Modalidad: Híbrido Asistencia presencial en oficina (San Rafael CDMX) Lunes a viernes de 8:30 a 18:30 ¿Qué ofrecemos? Experiencia real construyendo soluciones con IA Mentoría directa en automatización avanzada Carta de liberación (servicio/prácticas) Apoyo económico (beca) Posibilidad de crecimiento a rol junior Lo que hace especial esta oportunidad Mientras otros están aprendiendo teoría… Aquí estarás creando agentes que impactan procesos reales del negocio.",https://mx.linkedin.com/jobs/view/ejecutivo-junior-automatizaci%C3%B3n-con-ia-n8n-hibrido-cdmx-at-briv%C3%A9-soluciones-4389933543,4389933543
Desarrollador Javar,Capgemini,Mexico City Metropolitan Area,HYBRID,Associate,Full-time,IT Services and IT Consulting,2026-04-15T12:50:55.424945,68,Engineering,Information Technology,N/A,"Reclutador: Marisol Zavala Ubicación: CDMX Industria: Banking Modalidad de trabajo: Híbrido Funciones técnicas clave Desarrollo de APIs RESTful utilizando RAML para especificación y documentación. Diseño e implementación de microservicios escalables y mantenibles. Uso de herramientas de integración y calidad como Maven, Git, Jenkins, SonarQube y JMeter. Ejecución de pruebas unitarias y funcionales con JUnit y Postman. Participación activa en equipos ágiles bajo marcos como SCRUM, promoviendo entregas iterativas y colaboración continua. Revisión de código, resolución de problemas técnicos y mejora continua en entornos colaborativos. Habilidades: Trabajo bajo presión, calidad en el trabajo y orientado a resultados Tu carrera en Capgemini Al trabajar en un ambiente de equipo, nuestros consultores se enfocan en el análisis, diseño y desarrollo de soluciones basadas en tecnología para los clientes de Capgemini. Trabajarás en conjunto con especialistas funcionales, técnicos y del negocio para ayudar a desarrollar la implementación e integración de soluciones y sistemas innovadores incluyendo metodologías, técnicas y herramientas. Contribuirás de una manera responsable y oportuna con la satisfacción del cliente proporcionando servicios y productos que generan valor agregado. Capgemini ofrece una compensación competitiva y beneficios superiores a los de Ley. Nuestras oficinas centrales están en París, Francia y tenemos presencia en más de 50 países. Somos más de 340 mil profesionales en México, ubicados en Ciudad de México, Aguascalientes y Monterrey. Capgemini ha desarrollado metodologías propias a nivel global: Collaborative Business Experience y Rightshore. Te encantará trabajar en Capgemini porque: Ofrecemos una experiencia única de reclutamiento y onboarding, y te ayudamos a construir las bases de tu carrera y habilidades profesionales. Proveemos un ambiente de trabajo colaborativo basado en nuestros 7 valores: Honestidad, Audacia, Confianza, Libertad, Espíritu de Equipo, Modestia y Diversión. Promovemos un ambiente que te permite planear y desarrollar tu carrera. “En Capgemini México, el objetivo es atraer al mejor talento y lograr un ambiente laboral diverso e inclusivo por lo que no se discrimina por motivo de raza, sexo, orientación sexual, identidad o expresión de género o cualquier otra característica propia de la persona. Todas las solicitudes son bienvenidas y serán consideradas para concurso con base en el mérito del candidato contra el trabajo y/o la experiencia para el puesto. Por motivos de validación, usaremos de manera segura tus datos incluyendo pero no limitado a tu imagen en video o screenshots durante los procesos de selección, contratación y/o On boarding , para tu seguridad, puedes revisar nuestro aviso de privacidad en: https://www.capgemini.com/mx-es/aviso-de-privacidad-para-candidatos-a-ocupar-una-vacante/",https://mx.linkedin.com/jobs/view/desarrollador-javar-at-capgemini-4400787804,4400787804
