Title,Company,Location,Remote,SeniorityLevel,EmploymentType,Industries,DatePosted,NumApplicants,JobFunction1,JobFunction2,JobFunction3,Description,Url,JobID
Data Scientist,Trivelta,"Monterrey, Nuevo León, Mexico",REMOTE,N/A,Full-time,Software Development,2026-05-15T13:06:05.183296,25,Engineering,Information Technology,N/A,"About The Role On Trivelta, we build the technology that powers modern, social-first gaming experiences. Through our proprietary sportsbook and casino engine, we enable partners to launch fully branded, legally compliant gaming products combining real social interactions, predictive gameplay, and casino entertainment in one unified experience. Headquartered in Boston with operations in Monterrey, Barcelona, and Atlanta, we’re scaling rapidly and building a global team passionate about redefining how people play, socialize, and connect. We’re seeking a highly autonomous and full-stack Data Scientist to join our team in Monterrey, MX. In this role, you will own the entire data lifecycle—from wrangling raw, untouched datasets to deploying live predictive models. You will be instrumental in taking unexplored areas of our business (such as bonus and promotional data), establishing the reporting baseline, conducting deep exploratory analytics, and ultimately building the live models that drive our operational efficiency and product success. What You’ll Do Own End-to-End Data Projects: Lead complex initiatives starting from raw, unmeasured data sources (e.g., bonus systems). Write robust, efficient SQL to extract, clean, and structure this data for advanced analysis. Establish Baseline Metrics: Design and deploy interactive dashboards using modern BI tools to visualize newly onboarded data, tracking key performance indicators and sharing insights with stakeholders. Deep Data Analytics: Conduct rigorous exploratory data analysis (EDA) using tools like Jupyter Notebooks and Python to uncover hidden patterns, user behaviors, and actionable insights from our datasets. Build and Deploy Live Models: Translate analytical insights into actionable machine learning solutions. Develop, train, and deploy predictive models to production (live models) to directly increase business efficiency and optimize our gaming experience. Monitor and Iterate: Oversee the performance of live models in production, ensuring their accuracy, reliability, and continuous improvement over time. Cross-Functional Collaboration: Partner closely with data analysts, engineers, and business leaders to align modeling objectives with overarching company goals. What You Bring Must-have Bachelor’s or Master’s degree in a highly quantitative field (Computer Science, Statistics, Mathematics, Data Science, etc.). 3–5+ years of experience in a Data Scientist role with a proven track record of owning projects from data extraction to model deployment. Strong programming skills in Python and extensive experience conducting analysis within Jupyter Notebooks (using libraries like pandas, NumPy, scikit-learn). Advanced, hands-on SQL skills for complex data cleaning, transformation, and extraction. Proven experience developing and maintaining live models in a production environment. Experience building functional reports and dashboards in BI tools (Power BI, Tableau, Looker, etc.) to communicate findings. Advanced English and strong communication skills, with the ability to explain complex data science concepts to non-technical stakeholders. Nice-to-have Experience working within cloud-based infrastructure, preferably AWS (SageMaker, S3, Redshift, Athena). Familiarity with data engineering concepts or building basic ETL pipelines. Prior experience in the gaming, sports betting, or casino industry. Experience applying advanced ML techniques (e.g., deep learning, reinforcement learning) or graph/network analysis.",https://mx.linkedin.com/jobs/view/data-scientist-at-trivelta-4414792007,4414792007
Azure Data Engineer Jr,axity,Monterrey Metropolitan Area,HYBRID,Mid-Senior level,Full-time,IT Services and IT Consulting,2026-05-15T13:06:07.640070,25,Consulting,N/A,N/A,"Buscamos un Azure Data Engineer Junior con conocimientos en integración y transformación de datos dentro de entornos cloud, principalmente en Azure. La persona participará en el desarrollo de procesos de ingesta y ETL para fuentes SAP y no SAP, colaborando en proyectos de analítica y procesamiento de datos utilizando herramientas modernas como Azure Data Factory, ADLS y Snowflake. Responsabilidades • Desarrollar y programar procesos de ingesta de datos desde fuentes SAP y no SAP. • Implementar pipelines de integración utilizando Azure Data Factory. • Gestionar almacenamiento de información en Azure Data Lake Storage (ADLS). • Desarrollar procesos ETL en Snowflake utilizando SQL puro. • Monitorear y dar seguimiento a cargas de datos. • Apoyar en validaciones, pruebas y mantenimiento de procesos de integración. • Colaborar con equipos de datos y negocio para asegurar la calidad y disponibilidad de la información. Modalidad: Híbrida/Remota Dependiendo de la Zona Se aceptan candidatos de CDMX / Área Metropolitana / Remoto Monterrey, Nuevo León Hibrido Ofrecemos: • Prestaciones Mayores • Seguro de Vida • Seguro de Gastos Medicos Mayores • Vales de Despensa",https://mx.linkedin.com/jobs/view/azure-data-engineer-jr-at-axity-4414947311,4414947311
Ignition Engineer,E-Solutions,"Monterrey, Nuevo León, Mexico",HYBRID,Mid-Senior level,Full-time,IT Services and IT Consulting and Manufacturing,2026-05-15T13:06:07.640077,25,Engineering,"Manufacturing,",Information Technology,"Job Title: Ignition Engineer Location: Monterrey (Hybrid) Employment Type: Full-Time 📌 Experience Required: 5+ Years Job Description: • Hands-on experience with MES application development using the Ignition platform • Design, develop, deploy, and maintain applications using the Ignition platform • Integrate Ignition with systems such as PLCs, MES, Kepware/KepServer, and SAP • Create HMIs, dashboards, alarm systems, and historical data tracking applications • Develop dynamic and responsive applications using Python scripting (Ignition scripting language) and SQL • Knowledge of Ignition Perspective, Tag Historian, and SQL Bridge modules • Knowledge of Reporting, Alarm Notifications, and WebDev modules is an added advantage • Inductive Automation Ignition Core or Gold Certification is a plus Required Skills / Keywords: Ignition, PLC, Kepware, KepServer, SAP, Python, SQL",https://mx.linkedin.com/jobs/view/ignition-engineer-at-e-solutions-4414944499,4414944499
Coordinacion CRM y BI,Banregio,"Monterrey, Nuevo León, Mexico",HYBRID,Associate,Full-time,Banking,2026-05-15T13:06:07.640078,134,Information Technology,N/A,N/A,"Especialista CRM Impulsa la estrategia de relacionamiento con clientes a través de plataformas CRM y análisis de datos, generando insights accionables que optimicen la experiencia, fidelización y oportunidades de negocio. Serás clave en la automatización, seguimiento y evolución de la herramienta Eleva, conectando la operación comercial con decisiones basadas en datos. Responsabilidades: Administrar y optimizar la operación del CRM Salesforce. Extraer, transformar y analizar datos para generar insights estratégicos y oportunidades de mejora. Diseñar y mantener dashboards ejecutivos y operativos sobre adopción, interacción y desempeño del CRM. Automatizar procesos y flujos de información para garantizar reportes confiables y oportunos. Coordinar campañas comerciales y medir su efectividad para maximizar impacto y conversión. Colaborar con equipos comerciales y técnicos para alinear estrategias y mejorar la experiencia del usuario. Capacitar y acompañar a usuarios internos en el uso eficiente del CRM. Requisitos Licenciatura en Marketing, Sistemas, Inteligencia de Negocios o áreas afines. +2 años de experiencia en CRM, análisis de datos, automatización o marketing digital. Experiencia deseable con Salesforce. Conocimientos en SQL, Excel avanzado y herramientas de BI como Power BI, Looker Studio o Tableau. Conocimientos en automatización y programación de datos ( Python, SQL o Apps Script) . Lo que buscamos Pensamiento analítico y estratégico. Comunicación efectiva y colaboración interdisciplinaria. Enfoque en mejora continua y experiencia del usuario. Capacidad para traducir datos en decisiones de negocio. ""Banregio es una empresa que impulsa los espacios laborales inclusivos donde se respeta a todas las personas sin distinción de edad, sexo, género, raza, religión, orientación sexual, identidad, expresión de género, estatus social o discapacidad"".",https://mx.linkedin.com/jobs/view/coordinacion-crm-y-bi-at-banregio-4411197646,4411197646
Data Engineer (MTY),Inetum,"Monterrey, Nuevo León, Mexico",HYBRID,Mid-Senior level,Full-time,IT Services and IT Consulting,2026-05-15T13:06:07.640079,25,Consulting,N/A,N/A,"Inetum es un grupo internacional de consultoría digital ágil. En la era post-transformación digital, nuestro propósito es permitir que cada una de las más de 27,000 personas que forman parte de nuestro equipo se renueve continuamente, viviendo de forma positiva su propio flow digital. Con presencia en 26 países, promovemos trayectorias profesionales flexibles, innovación local y un equilibrio saludable entre la vida personal y profesional. Además, Inetum ha sido reconocida como Top Employer, certificación que avala nuestro compromiso con el bienestar, el desarrollo profesional y la excelencia en la gestión del talento. 💼 Descripción del puesto Buscamos un Data Engineer con experiencia en modelado de datos y herramientas de análisis, capaz de diseñar, preparar y entregar KPIs estratégicos que permitan a las áreas comerciales y de ventas medir su desempeño. El rol implica interconectar datos disponibles con una estrategia de KPIs bien definida, contribuyendo directamente a la transformación digital y a la mejora de la experiencia del cliente. ✅ Requisitos Licenciatura en Analítica, Ingeniería de Datos o similar . Mínimo 2 años de experiencia en áreas de adopción digital, analítica o procesos relacionados . Experiencia en Snowflake DB (SQL), Excel avanzado y SQL . Conocimientos en programación estadística y herramientas para recolección/presentación de datos. Capacidad para articular decisiones basadas en datos y presentar información de manera clara y estratégica. Familiaridad con las últimas innovaciones y tendencias en manipulación de datos, productos y servicios . Responsabilidades Diseñar y desarrollar KPIs solicitados por diferentes áreas y países . Definir e implementar iniciativas para mejorar la homologación y estandarización de la información . Proponer y ejecutar nuevas oportunidades para obtener información valiosa que optimice la experiencia del cliente . Coordinar equipos multidisciplinarios en distintos países y culturas, gestionando expectativas diversas. Mantener un modelo de información en constante evolución, asegurando calidad y consistencia en los datos. 🌍 Lo que ofrecemos Certificación Top Employer por nuestras prácticas de gestión del talento. Prestaciones superiores a las de ley. Modalidad de trabajo flexible Programas de formación continua y certificaciones. Acceso a plataformas de aprendizaje y desarrollo profesional. Cultura de innovación y colaboración. Programas de bienestar físico y emocional. Oportunidades de crecimiento en proyectos internacionales. Reconocimiento y recompensas por desempeño. 🤝 Compromiso con la igualdad En Inetum promovemos un entorno laboral inclusivo y equitativo. Todas las personas candidatas serán consideradas sin distinción de género, identidad, orientación sexual, edad, origen étnico, discapacidad u otra condición. Las decisiones de contratación se basan exclusivamente en habilidades, competencias y valores alineados con nuestra cultura organizacional.",https://mx.linkedin.com/jobs/view/data-engineer-mty-at-inetum-4414675899,4414675899
Data Analyst Intern,DiDi,"Monterrey, Nuevo León, Mexico",HYBRID,N/A,Internship,Software Development,2026-05-15T13:06:07.640081,25,Information Technology,N/A,N/A,"About The Company DiDi Global Inc. is the world’s leading mobility technology platform. It offers a wide range of app-based services across markets including Asia-Pacific, Latin America and Africa, including ride hailing, taxi hailing, chauffeur, hitch and other forms of shared mobility as well as auto solutions, food delivery, intra-city freight, and financial services. DiDi provides car owners, drivers, and delivery partners with flexible work and income opportunities. It is committed to collaborating with policymakers, the taxi industry, the automobile industry and the communities to solve the world’s transportation, environmental and employment challenges through the use of AI technology and localized smart transportation innovations. DiDi strives to create better life experiences and greater social value, by building a safe, inclusive and sustainable transportation and local services ecosystem for cities of the future. For more information, please visit: www.didiglobal.com/news About The Team/role We are looking for a highly motivated Data Intern who is passionate about solving complex data puzzles. This role is a unique opportunity to bridge data engineering and business analytics. Under the mentorship of the Data team, you will get hands-on experience with big data infrastructure . You will help us investigate data anomalies, assist in building reliable data pipelines, and collaborate with global teams to learn how raw data is transformed into actionable business solutions. This is a high-impact internship for someone who is curious, persistent, and highly technical , with the ability to go deep, move fast, and solve problems that others can't. In this role, you'll be... Data Extraction & SQL: Write and refine SQL queries to pull data for business analytics, troubleshooting, and system performance monitoring. API & Scripting Tasks: Use Python to write scripts, automate repetitive data tasks, and assist in connecting to internal and external APIs. Guided Problem Solving: Work alongside senior engineers to investigate data inconsistencies and pipeline failures. Learn how to use internal tools to conduct deep-dive root-cause analyses. Cross-Functional Learning: Participate in meetings with global technical and business teams to understand how technical data solutions drive global business objectives. Documentation & Knowledge Sharing: Create clear, structured documentation of data models, issues, root causes, and solutions to enable scalability and knowledge transfer across teams. Stakeholder Communication: Translate complex technical findings into clear, actionable insights. Set expectations, explain trade-offs (speed vs accuracy), and influence decision-making. We're eager to be in touch because you have... Education: [STUDENTS ONLY] Currently pursuing a Bachelor’s or Master’s degree in Computer Science, Data Science, Engineering, Mathematics, or a related technical field. Communication: Professional English communication skills to effectively collaborate with our global, cross-functional teams. SQL Foundations: Strong academic or project-based experience writing SQL queries (joins, aggregations, subqueries). Analytical Mindset: A natural curiosity for digging into data, finding patterns, and solving logical problems. Programming Skills: Solid foundation in Python (or Java/Scala) and object-oriented programming concepts. Nice to Have Exposure to Big Data processing concepts or frameworks like Apache Spark or Hive. Understanding of how APIs work. Previous experience or coursework related to data warehousing or database design. You'll love working at DiDi because... We create user value We strive to always create valuable experiences for our users in everything we do. Our focus is to always innovate new experiences that are safe, pleasant and efficient. We are data-driven We are strong believers in making informed decisions, that’s why we are data-driven. We can better navigate the business landscape strategically by analyzing valuable metrics. Win-win Collaboration Success is a team sport. When we work to help our partners and colleagues win, we win, too. While keeping everyone's best interest at heart, we communicate with candor and execute with excellence in all we do. We believe in integrity Integrity is at the very core of our business. We are people who always want to do the right thing. Our intentions are sincere, we speak our minds and listen to each other. Growth We always strive to do better. That means venturing beyond our comfort zones, learning from our mistakes, and helping each other grow. Diversity and Inclusion Diversity is one of our biggest strengths. Our differences are what make us distinct. We respect each other and believe in equal opportunities for all. We are committed to building inclusive and diverse teams At DiDi, we believe that our differences are our biggest source of strength. That’s why we are committed to promoting equal opportunities to all candidates and employees as an Equal Opportunity Employer. Employment and advancement decisions at DiDi are always made based on the needs of the position and the qualifications of the candidate. We do not discriminate against any employee or applicant based on their gender, age, sexual orientation, nationality, marital status, pregnancy/maternity, disability, race, religion and beliefs, or any other status protected by applicable laws wherever we operate. We are committed to building inclusive and diverse teams, and a workplace that is free from discrimination and harassment, because that’s how we create better products and services, make better decisions and better serve the communities we’re a part of.",https://mx.linkedin.com/jobs/view/data-analyst-intern-at-didi-4415325715,4415325715
Service NOW Developer,Dematic,"Guadalupe, Nuevo León, Mexico",ON-SITE,N/A,Full-time,"Transportation, Logistics, Supply Chain and Storage",2026-05-15T13:06:26.701544,25,Engineering,Information Technology,N/A,"We offer: KION Group is the largest and fastest growing in its industry company that requires modern and advanced IT solutions and support. To strengthen KION’s Business Strategy and KION Group IT capabilities, the new IT Service Hub is being created in Guadalupe Mexico as part of KION Business Services. The goal is to build up a team of highly qualified IT talents who, by becoming an integral part of the KION Group IT organization, will expand its capabilities and will support comprehensive Business and IT transformations. ServiceNow Deveoper will be part of the ServiceNow Platform Global Team responsible for the IT Service Management tools in KION Group IT. The person will take the responsibility as a key development team member for our ServiceNow platform, having a significant contribution to the IT Services delivered by KION Group IT, as well as the development of newly created KION IT Service Hub in Guadalupe, Mexico. Tasks and Qualifications: Job Description Career Development Competitive Compensation and Benefits Pay Transparency Global Opportunities Learn More Here: https://www.dematic.com/en-us/about/careers/what-we-offer Dematic provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local laws. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training. Your Role: Tasks and Qualifications: What You Will Do in This Role: Recommend, develop and maintain the ServiceNow platform configuration & customized solutions for KION Group Translate business and technical requirements into design elements to achieve business objectives Support and drive development in alignment with the ServiceNow architect and roadmap in line with the business strategy Being a technical support person of the ServiceNow platform and point of contact for ServiceNow-related questions Drive development in alignment with platform governance and related processes Use case design and development in close cooperation with the business Provide training on the Service Now platform to various stakeholders on new features, and increase the awareness of ServiceNow in KION Group Work Cross functionally as required with other application developers to ensure streamlined data management and integration behaviors Technology Stack, you will work with: ServiceNow Platform- including but not limited to ITSM, CSM platform Integrations with data warehouses, SSO components, SAP for example but not limited to these areas What We Are Looking For: Experience in design and implementation of ServiceNow solutions ranging from IT solutions to CSM (Customer Service Management). Experience in non-IT products is an advantage (e.g. finance-related) About 5-8 years of IT/ITSM tool experience with more than 5 years in the role of ServiceNow developer Proven knowledge of ServiceNow integration across different enterprise platforms and middleware Experience in leading projects and teams leveraging global set-up Ability to recommend and advocate solutions to the business and manage stakeholder expectations At least 2 Certified Implementation Specialist (CIS) Certifications, ServiceNow Certified Technical Architect (CTA) is an advantage Working experience with ITIL and Agile project methodology Fluent English, written and spoken (German is a plus)",https://mx.linkedin.com/jobs/view/service-now-developer-at-dematic-4411517069,4411517069
Software Engineer II,Terex Corporation,"Monterrey, Nuevo León, Mexico",ON-SITE,N/A,Full-time,Machinery Manufacturing,2026-05-15T13:06:26.701550,25,Engineering,Information Technology,N/A,"Job Description: Join our Team: Software Engineer II Genie is a global leader in the design and production of aerial work platforms and material handling equipment. As a member of the Controls System Engineering group at Genie, you will develop the next generation of software and controls for Genie’s family of products. At Terex / Genie we believe in fostering a vibrant and inclusive work culture where every person is empowered to thrive. We're dedicated to driving quality, innovation, embracing diversity, and creating an environment where everyone feels valued and respected. We're committed to excellence in everything we do, and we're seeking talented individuals who share our passion and values to join our team. What you’ll do Design and develop embedded software that controls complex, safety-critical hydraulic and electrical control systems. Contribute to all aspects of the software development process including specification, development, design reviews and testing at all levels, including operating and testing the machines that run your software. Participate in meetings and presentations, brainstorming ideas and communicating engineering concepts to individuals from all disciplines. What you’ll bring BS or MS in Electrical Engineering, Robotics, Mechatronics Computer Engineering or Computer Science. 2+ years’ experience as a Software Engineer writing production-quality C / C++ Solid understanding of C and comfortable with C++ including STL data structures. Experienced and comfortable with Object Oriented Design Understand of the mechanics of real-time embedded operating systems Familiarity with electrical circuit diagrams. Knowledge of electrical/electronic components like switches, sensors, control modules. Commitment to ensuring robust software through code reviews, unit testing and TDD Experience using embedded debug tools such as JTAG/ICE debuggers, oscilloscopes and multimeters. Familiar with developing and debugging hardware device drivers Self-starter with the ability to quickly learn and adapt to new complex technical challenges Excellent communication skills, both verbal and written Demonstrated team player qualities Strong orientation towards quality, safety and continuous improvement DESIRED SKILLS: Familiarity with GCC, Git and the agile software development process Scripting language knowledge (Perl, Python, BASH, etc) Knowledge of serial communication protocols, especially J1939 Have some degree of mechanical aptitude Familiar with building harnesses and soldering EXTRA If selected for an interview, we will request you provide a portfolio showcasing your work or some other way to demonstrate your prior work and capabilities. If you have a Stack Overflow profile, please provide your user ID Why Join Us We are a global company, and our culture is defined by our Values — Integrity, Respect, Improvement, Servant Leadership, Courage, and Citizenship. Check out this video! The Terex purpose Safety is an absolute way of life. We expect all team members to prioritize safety and commit to Zero Harm. Our top priority is creating an inclusive environment where every team member feels safe, supported, and valued. We make a positive impact by providing innovative solutions, engaging our people, and operating in a sustainable way. We are committed to helping team members reach their full potential. Through innovation and collaboration, our vision remains forward-looking, and we aim to be a catalyst for change, inspiring others to build a better world for generations. For more information on why Terex is a great place to work click on the link! Careers | Terex Corporate This above description is non-exhaustive and there may be additional duties in accordance with the role. If you are interested in an open position but feel you may not meet all the listed qualifications, we still encourage you to apply. How to Apply To apply for this role and view all available positions within Terex, please visit our careers page: http://jobs.terex.com If you are interested in an open position but feel you may not meet all the listed qualifications, we still encourage you to apply. Terex Overview: Terex Corporation is a global industrial equipment manufacturer of materials processing machinery, waste and recycling solutions, mobile elevating work platforms (MEWPs), and equipment for the electric utility industry. We design, build, and support products used in maintenance, manufacturing, energy, minerals and materials management, construction, waste and recycling, and the entertainment industry. We provide best-in-class lifecycle support to our customers through our global parts and services organization, and offer complementary digital solutions, designed to help our customers maximize their return on their investment. Certain Terex products and solutions enable customers to reduce their impact on the environment including electric and hybrid offerings that deliver quiet and emission-free performance, products that support renewable energy, and products that aid in the recovery of useful materials from various types of waste. Our products are manufactured in North America, Europe, and Asia Pacific and sold worldwide. At Terex, we fully embrace the increasingly diverse world around us and strive to create an empowering and welcoming workplace culture. We are passionate about producing equipment that helps improve the lives of people around the world and providing our team members with a rewarding career and the opportunity to make an impact. While our operations are global, each office or factory is a close-knit community. We value diversity, equity and inclusion, safety, integrity, respect, servant leadership, courage, citizenship, and continuous improvement. It's an exciting time to be part of the expanding manufacturing sector - come join us! Additional Information: We see inclusion as a key to our success and are committed to actively foster a culture where every team member feels valued, listened to, and appreciated. We are committed to being fair and impartial in our decisions, ensuring equity within our workplace. As an Equal Opportunity Employer, employment decisions are made without regard to race, colour, religion, national or ethnic origin, sex, sexual orientation, gender identity or expression, age, disability, or other characteristics protected by law. The Company offers competitive salaries, advancement opportunities, and a full range of benefits, including Westfield health care for you and your dependents, contributory pension scheme, life assurance cover, employee stock purchase plan and access to global learning and development programs offering accredited and specialist training. If you are a qualified individual with a disability or a disabled veteran, you may request a reasonable accommodation if you are unable or limited in your ability to access job openings or apply for a job on this site as a result of your disability. You can request reasonable accommodations by contacting the Recruiting department (person or department) at Globaltalentacquisitions@terex.com",https://mx.linkedin.com/jobs/view/software-engineer-ii-at-terex-corporation-4414770565,4414770565
Software Modeling Engineer,Carrier,"Santa Catarina, Nuevo León, Mexico",ON-SITE,Associate,Full-time,Wholesale Building Materials,2026-05-15T13:06:26.701554,25,Engineering,Information Technology,N/A,"Role: Systems Modeling Engineer Location: Monterrey, MX Build a Career with Confidence Carrier Global Corporation is a global leader in intelligent climate and energy solutions, committed to creating innovations that matter—for people, for our planet, and for future generations. For more than a century, Carrier has been at the forefront of transforming how the world heats, cools, and manages energy. Today, we continue to lead with a diverse, high‑performing workforce focused on delivering customer‑centric solutions. About The Role Carrier is seeking a Thermal Systems Modeling Engineer to support the development of performance models for water-cooled chiller systems. This role focuses on system and component modeling with cross‑functional collaboration to ensure technical excellence from concept through qualification. The successful candidate will apply strong fundamentals in heat transfer, thermodynamics, and numerical analysis to develop, validate, and optimize HVAC/R system models while working closely with global engineering and business teams. Key Responsibilities In this role, you will: Perform air‑conditioning and refrigeration component and system modeling, including: Model requirement definition Model test plan development Model verification and validation Collaborate with Marketing, Product Engineering, and global teams to understand customer and market requirements from multiple perspectives. Develop and maintain engineering programs and scripts to support data processing, analysis, and interpretation. Document modeling methodologies, assumptions, and results to support knowledge sharing and traceability. Required Qualifications Strong foundational knowledge of: Heat transfer Thermodynamics Numerical analysis Nonlinear algebraic and differential equation systems Experience in thermal‑fluid system modeling. Programming experience in one or more of the following: Fortran, C#, Java, or similar languages. Engineering experience in the design or application of HVAC/R or power plant equipment. Strong verbal and written communication skills. Proven ability to collaborate effectively across functions and global teams. Ability to work independently while thriving in a collaborative team environment. Preferred Qualifications Experience developing and maintaining software across multiple programming languages. Experience leading or mentoring technical teams or delivering engineering tools/models to meet stakeholder requirements. Familiarity with optimization techniques, simulation platforms, or product configuration systems. Our commitment to you Our greatest assets are the expertise, creativity and passion of our employees. We strive to provide a great place to work that attracts, develops and retains the best talent, promotes employee engagement, fosters teamwork and ultimately drives innovation for the benefit of our customers. We strive to create an environment where you feel that you belong, with diversity and inclusion as the engine to growth and innovation. We develop and deploy best-in-class programs and practices, providing enriching career opportunities, listening to employee feedback and always challenging ourselves to do better. This is The Carrier Way . Join us and make a difference. Apply Now! Carrier is An Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status, age or any other federally protected class. Job Applicant's Privacy Notice Click on this link to read the Job Applicant's Privacy Notice",https://mx.linkedin.com/jobs/view/software-modeling-engineer-at-carrier-4414132976,4414132976
Ignition Engineer,W3Global,"Monterrey, Nuevo León, Mexico",ON-SITE,N/A,Full-time,Staffing and Recruiting,2026-05-15T13:06:26.701557,25,Information Technology,N/A,N/A,"We are hiring Ignition Engineer with experienced in MES application development using the Ignition platform, with skills in HMIs, dashboards, and system integration (PLCs, Kepware, SAP). Experience Required: 3+ years Description Hands-on experience with MES application development using the Ignition platform Design, develop, deploy, and maintain applications using the Ignition platform Integrate Ignition with other systems like PLCs, MES, Kepware / KepServer and SAP Create HMIs, dashboards, alarm systems, and historical data tracking applications Skilled in scripting using Python (Ignition's scripting language), SQL for dynamic and responsive applications. Inductive Automation Ignition Core or Gold Certification is added advantage. Knowledge on Ignition Perspective, Tag Historian, SQL Bridge. Knowledge on Reporting, Alarm Notifications, and WebDev modules is added advantage",https://mx.linkedin.com/jobs/view/ignition-engineer-at-w3global-4414966732,4414966732
