Title,Company,Location,Remote,SeniorityLevel,EmploymentType,Industries,DatePosted,NumApplicants,JobFunction1,JobFunction2,JobFunction3,Description,Url,JobID,ShortDescription,TechStack,YoE,MinLevelStudies,English,OpenAIModel,OpenAIResponseId,OpenAIRawPayload,MinYoE
Work from Home Mexico,TELUS Digital,"Guadalajara, Mexico Metropolitan Area",REMOTE,,Part-time,IT Services and IT Consulting,,25,Information Technology,"Other,",Analyst,"Ready to ditch the traditional 9-5 grind? If you are an Spanish speaker living in Mexico join our community as a Media Search Analyst, set your own flexible schedule and complete engaging tasks with an innovative web-based evaluation tool! What You’ll Do As A Media Search Analyst: Assess diverse media categories: music, books, podcasts, videos, and more. Evaluate app store content, ensuring search result accuracy and relevance. Utilize your cultural knowledge and market expertise to validate query intent. Why Join the AI Community? Be part of the global and diverse TELUS Digital AI Community with 1M+ global contributors. Support machine learning for world-leading brands with no prior professional experience. Make use of your communication and analytical skills and enjoy extra income with great flexibility! Basic Requirement and Assessment: Full Professional Proficiency in Spanish and English and being a resident on Mexico for the past year, aware of local media and trends. Having an email address associated with an Apple ID and experience and know-how of Apple products. Complete ID verification at your convenience within a specific timeframe and pass an open book qualification exam with guidelines provided. Join us today and help revolutionize digital media content!",https://mx.linkedin.com/jobs/view/work-from-home-mexico-at-telus-digital-4432580626,4432580626,,,,,,,,,
Speech AI Evaluation Specialist,RWS Group,"Guadalajara, Mexico Metropolitan Area",REMOTE,Associate,Contract,Translation and Localization,2026-06-24T13:16:02.063662,25,Information Technology,,,"We are looking for Speech AI Evaluation Specialist to support the improvement of AI-generated content in Spanish (Mexico) . Job Type: Freelance Location: Guadalajara, Mexico City (work from home) Work Schedule: Part-time - 10+ hours per week. Flexible - work whenever you want. Start Date: Immediately Duration: TBC Rate: 7 USD per hour Help Shape the Future of AI Are you a student, recent graduate, stay-at-home parent, gig worker, or professional seeking flexible remote work? Are you interested in shaping the development and safety of today’s AI models? What You’ll Do Participate in short voice conversations with AI models using a designated platform. Follow provided scenarios and prompts during interactions. Evaluate AI responses based on factors such as relevance, accuracy, clarity, and overall quality. Provide objective ratings and feedback according to project guidelines. Complete assigned tasks within established quality and productivity expectations. What we’re looking for: Native-level fluency in Spanish English Proficiency: Fluent or advanced proficiency in English (levels B2–C2) AI & Data Capabilities (Preferred): Experience in one or more of the following areas: machine learning tasks, data collection and preprocessing, data evaluation and quality assurance, and data annotation and labeling. What We Offer Flexible schedule Opportunity to earn extra income Timely payments The job is ideal for students, part-timers, or stay-at-home parents #LI-AV1",https://mx.linkedin.com/jobs/view/speech-ai-evaluation-specialist%C2%A0-at-rws-group-4432434216,4432434216,,,,,,,,,
AI Algorithm Research Intern – Neuromorphic Computing,Intel,"Guadalajara, Jalisco, Mexico",HYBRID,,Full-time,Semiconductor Manufacturing,2026-06-24T13:16:12.116319,34,Research,"Analyst,",Information Technology,"Job Details Job Description: For nearly a decade, Intel's Neuromorphic Computing Lab-together with a global ecosystem of 250+ research groups-has explored architectures, algorithms, and software inspired by the brain's extraordinary efficiency, scalability, and adaptability. Our Loihi series of research chips pioneered event-driven, sparse, and massively parallel neuro-inspired processing, fueling over 100 peer-reviewed publications that validate the promise of this novel approach. Now, we're entering an exciting new chapter: transforming these breakthroughs into real-world products that will power the coming era of physical AI systems-beyond the reach of GPUs and mainstream AI accelerators. If you are passionate about pushing the boundaries of computing, from transistor-level innovation to software abstractions, join us. Help define the next wave of AI technology that harnesses the proven advantages of Intel's neuromorphic computing technology with the versatility demanded by modern AI workloads. About The Organization As part of Intel's CTO Office, you will join a vertically integrated incubation effort dedicated to bringing Intel's neuromorphic technology innovations to market. Our diverse team of engineers and researchers have pioneered sparse, event-based, neuromorphic architecture over multiple generations and is now focused on commercializing the technology in future Intel and partner products. With the support of the Jalisco State Government, we offer a program for your development that includes learning through assignments in projects, specific courses on Semiconductor Development, and different abilities to work in high-performance teams. Position Overview Demonstrate the value of Intel's neuromorphic technologies by developing, implementing and benchmarking algorithms for Intel's next generation neuromorphic architecture to enable applications in edge computing, signal processing and autonomous systems for the era of physical AI with groundbreaking performance and efficiency. Responsibilities Support the development and benchmarking of applications on Intel's next-generation neuromorphic architecture. Author and publish results in top-tier conferences/journals. Contribute to Intel's neuromorphic SDK with documentation, code reviews, and continuous improvement of software processes. Qualifications Minimum qualifications are required to be initially considered for this position. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates. Minimum Qualifications Enrolled in an MSc or PhD program in Computer Science, Computer Engineering, Electrical Engineering, Robotics, Physics, or a related field, academic experience may count. 3+ years of experience writing clean, efficient and modular Python and C++ code. 2+ years of experience with deep/machine learning, mathematical optimization, and AI frameworks (PyTorch, JAX, TensorFlow). 1+ years of experience developing AI models for perception, reasoning, and control (e.g., YOLO, LLMs, or VLAs based on transformer or SSM architectures) 1+ years of experience with software development best practices (OO design, testing, debugging, documentation, version control, code reviews). Preferred Qualifications Experience with edge AI HW accelerators or event-based sensors. Experience in developing software for robotics or other real-time control systems. Experience with profiling and benchmarking algorithms and hardware architectures. Strong problem-solving and communication skills. A candidate who accepts an offer of employment in Mexico is required to present their own personal identification information and numbers for the following: Mexican Security Number (NSS), Tax Identification Number (RFC) and CURP identification number. Job Type Student / Intern Shift Shift 1 (Mexico) Primary Location: Mexico, Guadalajara Additional Locations: Business Group At the Data Center Group (DCG), we're committed to delivering exceptional products and delighting our customers. We offer both broad-market Xeon-based solutions and custom x86-based products, ensuring tailored innovation for diverse needs across general-purpose compute, web services, HPC, and AI-accelerated systems. Our charter encompasses defining business strategy and roadmaps, product management, developing ecosystems and business opportunities, delivering strong financial performance, and reinvigorating x86 leadership. Join us as we transform the data center segment through workload driven leadership products and close collaboration with our partners. Posting Statement All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance. Position of Trust N/A Work Model for this Role This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site. * Job posting details (such as work model, location or time type) are subject to change. ADDITIONAL INFORMATION: Intel is committed to Responsible Business Alliance (RBA) compliance and ethical hiring practices. We do not charge any fees during our hiring process. Candidates should never be required to pay recruitment fees, medical examination fees, or any other charges as a condition of employment. If you are asked to pay any fees during our hiring process, please report this immediately to your recruiter.",https://mx.linkedin.com/jobs/view/ai-algorithm-research-intern-%E2%80%93-neuromorphic-computing-at-intel-4418843335,4418843335,,,,,,,,,
Performance Engineer or Tester,Tekshapers,"Guadalajara, Jalisco, Mexico",HYBRID,Mid-Senior level,Contract,IT Services and IT Consulting,2026-06-24T13:16:12.116324,25,Consulting,,,"E2E Test Suite: Automated E2E tests simulating real-world client operations. Automation provisioning Google Cloud resources (VMs, Service Accounts) within the Overground project and managing the full repository lifecycle (programmatic creation and deletion). Testing against Artifact Registry Remote Repositories (regional, cross-regional, multi-regional; cached vs. uncached) and Virtual Repositories (evaluating graph traversal overhead with variations in upstream density). Automated code delivered into Google3. Formats to Support: Apt/Yum/Go/Ruby Requirement: Test automation and environment setup logic should be shared across the tests for the formats Performance Dashboards: Integrating test results with BigQuery for storage and developing performance dashboards in Looker. Adding per repo type metrics to the Looker Dashboard Creation of visualizations of E2E measurements tracked over time in Looker or equivalent tool. Technical Documentation: Comprehensive guides for running and maintaining the tests. Skills Required Ability to program in Go as the language used for all test automation Proficiency in with Google Cloud Platform and the gcloud CLI for creating resources and automation to run cloud hosted tests. Optional: Understanding of the assigned repository formats project configuration (Apt/Yum/Go/Ruby ). The work for each repository type requires understanding enough of the project format configuration (e.g. Docker, Python) to create test scenarios. It is expected that if an engineer does not currently know the format, they can learn the minimum needed to create projects with the assistance of Gemini as part of the work. Optional: Terraform, Overground, Looker, BigQuery, GCE",https://mx.linkedin.com/jobs/view/performance-engineer-or-tester-at-tekshapers-4432276480,4432276480,,,,,,,,,
Semi Senior Mobile QA Testing - Bilingue (B2/C1),Encora Inc.,"Guadalajara, Jalisco, Mexico",HYBRID,Mid-Senior level,Full-time,"Spectator Sports, Software Development, and Information Services",2026-06-24T13:16:12.116325,25,Quality Assurance,Engineering,,"Semi Senior Mobile QA Testing Key Skills: Manual Testing, Mobile Testing (iOS/Android), API Testing, Postman, QA Processes Experience: 5+ Years Location: Peru, Colombia or Mexico Mode: Hybrid We at Coforge are hiring a SemiSenior Mobile QA Testing Engineer (#21976) with the following profile: We are seeking a hands-on and detail-oriented SemiSenior Mobile QA Testing Engineer to support quality assurance across multiple applications, primarily focused on Mobile, Web, and API testing within a Freight Transportation domain. This role is ideal for someone who is analytical, curious, and passionate about identifying defects that automation might overlook. You will collaborate with distributed teams across LATAM, the US, and other global regions, making strong communication and accountability key to success. Key Responsibilities Design and execute manual test cases across web, mobile, and API layers. Prioritize mobile testing coverage (iOS & Android), ensuring high-quality user experience. Perform functional, regression, exploratory, and UI testing. Validate system behavior through API testing using tools like Postman. Create clear, detailed, and reproducible bug reports, and collaborate with developers until resolution. Work closely with automation engineers to identify candidates for automation. Maintain accurate and up-to-date test documentation and coverage tracking. Ensure consistency and reliability across distributed teams and environments. Required Skills & Qualifications 5+ years of experience in Manual Quality Engineering / Testing. Proven experience testing across Mobile (iOS & Android), Web, and APIs. Hands-on expertise in API testing tools such as Postman. Strong knowledge of QA methodologies, testing lifecycle, and defect tracking. Excellent attention to detail with a strong focus on usability and edge cases. Solid written communication skills for documenting test cases and defects. Ability to work effectively in distributed, multi-time-zone teams. Exposure to test automation concepts or basic scripting. Preferred Skills Experience in freight, transportation, or logistics systems (shipping, tracking, supply chain). Familiarity with device cloud platforms (e.g., BrowserStack, Sauce Labs). Experience with test management and defect tracking tools such as JIRA, TestRail, or Zephyr. Exposure to AI/GenAI tools for test case generation, test data creation, or exploratory testing. Experience validating AI/LLM-based features, ensuring output accuracy and relevance. Tools & Technologies API Testing: Postman, REST Assured (exposure). Mobile Testing Platforms: BrowserStack, Sauce Labs. Test Management: JIRA, TestRail, Zephyr. AI/Testing Tools: ChatGPT, Claude, Applitools, Mabl. Posted On: 22-06-2026 At Coforge, we hire professionals based solely on their skills and qualifications. We are committed to creating an inclusive environment and do not discriminate based on age, disability, religion, gender, sexual orientation, socioeconomic status, or nationality.",https://mx.linkedin.com/jobs/view/semi-senior%C2%A0mobile-qa-testing-bilingue-b2-c1-at-encora-inc-4432415117,4432415117,,,,,,,,,
Technical Lead,Cognizant,"Guadalajara, Mexico Metropolitan Area",HYBRID,,Full-time,IT Services and IT Consulting and Business Consulting and Services,2026-06-24T13:16:12.116327,25,Engineering,Information Technology,,At Cognizant we have an ideal opportunity for you to be part of one of the largest companies in the digital sector worldwide as Technical Lead Job Summary This hybrid Technical Lead role requires eight to twelve years of hands on engineering experience in designing and implementing resilient microservices using Spring Boot and Core Java on AWS with GitHub Copilot and GIT. The role focuses on building secure scalable solutions including PL or SQL based data services and supporting online insurance quote and policy processes in a modern agile environment. Responsibilities Design and develop secure and scalable microservices using Spring Boot and Core Java that align with enterprise architecture standards and deliver resilient business capabilities on AWS cloud platforms. Implement clean modular service oriented solutions that leverage Spring Core features to ensure maintainable and testable code while supporting continuous enhancement of complex business domains. Configure and optimize AWS services such as compute storage and networking to host microservices with high availability and ensure robust performance and cost efficiency for production workloads. Use Microsoft GitHub Copilot during development to accelerate coding activities generate boilerplate implementations and improve overall code quality while maintaining strict review practices. Administer and maintain GIT based repositories by managing branches code reviews and merge strategies that support collaborative agile development and reliable release cycles. Define and implement RESTful APIs for microservices including validation error handling and logging so that downstream consumers experience predictable and stable integrations. Develop and optimize PL or SQL procedures views and queries to support transactional data operations and reporting needs while ensuring data quality and integrity for critical business workflows. Configure and manage Maven based build pipelines that standardize dependency management testing and packaging to support consistent builds across multiple environments. Collaborate with product and business stakeholders to translate requirements from online submission quote preparation and policy issuance processes into technical designs and implementation plans. Perform detailed unit integration and system testing of microservices and data components to identify issues early and improve reliability and stability before deployment. Monitor application health and performance using logs metrics and dashboards then analyze incidents and implement corrective actions that reduce downtime and improve user experience. Document solution designs technical decisions and deployment guidelines in a clear and structured manner to support knowledge sharing and future maintenance by engineering teams. Participate in agile ceremonies such as planning refinement and retrospectives to align on priorities improve delivery processes and ensure continuous value delivery in a hybrid work model. Qualifications Bring extensive experience in Spring Boot Spring Core and Core Java with strong focus on object oriented design patterns and enterprise grade microservice development. Demonstrate practical expertise in AWS services used for hosting microservices including deployment automation security configurations and environment management. Show proven proficiency in using Microsoft GitHub Copilot and GIT for collaborative development code review practices and efficient source control workflows. Exhibit strong skills in PL or SQL development and optimization with the ability to design efficient database schemas and queries for high volume transactional systems. Apply solid knowledge of Maven for dependency management build automation and integration with continuous integration pipelines in enterprise environments. Prefer experience in insurance or financial domains particularly in online submission quote preparation and policy issuance processes that support end user journeys. Display strong communication and collaboration capabilities suitable for hybrid working models while engaging effectively with cross functional teams across time zones. Certifications Required AWS Certified Developer Associate or Oracle Database certification or equivalent cloud and database credential is preferred.,https://mx.linkedin.com/jobs/view/technical-lead-at-cognizant-4431450104,4431450104,,,,,,,,,
Senior GoLang Developer,Tata Consultancy Services,"Guadalajara, Mexico Metropolitan Area",HYBRID,Mid-Senior level,Full-time,IT Services and IT Consulting,2026-06-24T13:16:12.116328,25,Information Technology,,,"Tata Consultancy Services is an equal opportunity employer, our commitment to diversity & inclusion drives our efforts to provide equal opportunity to all candidates who meet our required knowledge & competency needs, irrespective of any socio-economic background, race, color, national origin, religion, sex, gender identity/expression, age, marital status, disability, sexual orientation or any others. We encourage anyone interested to build a career in TCS to participate in our recruitment & selection process. TCS is looking your Talent as: Senior GoLang Developer. Key Responsibilities Design, develop, and maintain backend applications and microservices using Golang. Develop and consume RESTful APIs and web services. Participate in application design discussions and technical solutioning. Write clean, efficient, maintainable, and reusable code following coding standards and best practices. Collaborate with business analysts, architects, QA teams, and DevOps engineers to deliver high-quality solutions. Perform unit testing, integration testing, and debugging of applications. Troubleshoot and resolve production issues in a timely manner. Participate in Agile ceremonies, sprint planning, estimations, and code reviews. Optimize application performance, scalability, and reliability. Contribute to CI/CD and DevOps initiatives. Must Have Technical/Functional Skills: Strong hands-on experience in Golang (Go) development. Experience in developing Microservices-based applications. Strong understanding of REST APIs and web services. Good knowledge of Goroutines, Channels, and Concurrent Programming. Experience with data structures, algorithms, and software design principles. Strong experience with relational databases such as PostgreSQL, MySQL, or SQL Server. Experience with version control systems such as Git. Desired Skills Experience with Docker and containerized application development. Exposure to Kubernetes/OpenShift environments. Experience with messaging technologies such as Kafka, RabbitMQ, or JMS. Knowledge of cloud platforms such as AWS, Azure, or GCP. Familiarity with CI/CD tools such as Jenkins, GitHub Actions, or Azure DevOps. Qualifications Advanced knowledge of English Years of Experience: + 5 in Golang Development Bachelor's in computer science or other equivalent technical discipline Strong experience in developing Microservices-based applications. * *Work modality: Hybrid ** (Candidate needs to be located or relocate to Querétaro, CDMX, Guadalajara or Monterrey, it will be requested to attend office at least 3 day per week). Boost your career and send your resume to: mitzi.vazquez@tcs.com",https://mx.linkedin.com/jobs/view/senior-golang-developer-at-tata-consultancy-services-4432444834,4432444834,,,,,,,,,
Engineer Software Testing,Paylocity,"Guadalajara, Jalisco, Mexico",ON-SITE,,Internship,Software Development,2026-06-24T13:16:13.956730,25,Engineering,Information Technology,,"Description Location: Guadalajara Paylocity is an award-winning provider of cloud-based HR and payroll software solutions, offering the most complete platform for the modern workforce. The company has become one of the fastest-growing HCM software providers worldwide by offering an intuitive, easy-to-use product suite that helps businesses automate and streamline HR and payroll processes, attract and retain talent, and build a strong workplace culture. While traditional HR and payroll providers automate basic HR processes such as payroll and benefits administration, Paylocity goes further by developing tools that HR and businesses need to compete for talent and deliver against the expectations of the modern workforce. Take your career to the next level at one of G2's Top 100 Software Companies. Explore our Product & Technology positions to see where you fit! We are committed to building a world-class team by hiring top talent globally. To ensure compliance, we use an Employer of Record model. About The Team Payroll Engineering teams build the core systems and tools necessary for all our customers to complete a critical function in any business, pay their employees. We help these customers pay millions of employees every week and in doing so, move billions of dollars each week. Our products are among the most critical in the Paylocity platform! Position Overview The Software Test Engineer independently drives testing initiatives while contributing to team excellence. As a software test engineer, you'll implement automated testing solutions, optimize test coverage, and mentor junior engineers. This role represents an opportunity to significantly impact our quality assurance practices and contribute to our engineering excellence. Primary Responsibilities The below represents the primary duties of the position, others may be assigned as needed. To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Core Responsibilities Design and implement comprehensive automated testing solutions across functional, API, performance, and security domains Develop and maintain medium-complexity test plans, ensuring thorough product coverage Independently oversee testing projects from planning to delivery, meeting project deadlines Integrate tests into CI/CD pipelines, optimizing continuous integration workflows Expand automated test coverage across multiple testing layers Analyze and identify testing gaps; develop strategies to address them Provide expert feedback on product testability during development phases Collaborate with cross-functional teams to improve overall quality processes Proactively identify and escalate technical risks and project delays Participate in architectural discussions to ensure quality considerations Document and track defects effectively, collaborating with development teams Contribute to improving team-wide testing strategies and methodology Education And Experience Bachelor’s degree in computer science, Software Engineering, or related field, or equivalent practical experience Minimum 2 years of professional software engineering experience Technical Skills Proficiency in automated testing frameworks and tools (Cypress, Playwright, Selenium) Strong knowledge of API testing principles and practices Understanding of performance and security testing concepts Experience with CI/CD tools and pipelines Proficiency in version control systems expertise (Git preferred) Demonstrated knowledge of database concepts and SQL knowledge Experience with test management tools and defect tracking systems Strong understanding of software development fundamentals Experience with agile development methodologies Strong problem-solving skills and analytical thinking Excellent communication and collaboration abilities Communication Proficiency: Excellent written and verbal English communication skills. Physical Requirements Ability to sit for extended periods: The role requires sitting at a desk or workstation for long periods, typically 7-8 hours a day Use of computer and phone systems: The employee must be able to operate a computer, use phone systems, and type. This includes using multiple software programs and inquiries simultaneously Paylocity is an equal-opportunity employer. Paylocity is committed to the full inclusion of all individuals. We recruit, train, compensate, and promote regardless of race, religion, color, national origin, sex, disability, age, veteran status, and other protected status as required by applicable law. At Paylocity, we believe diversity makes us better. We embrace and encourage our employees’ differences in age, culture, ethnicity, family or marital status, gender identity or expression, language, national origin, physical and mental ability, political affiliation, race, religion or spiritual belief, sexual orientation, socio-economic status, veteran status, and other characteristics that make our employees unique. We actively cultivate these differences through our employee resource groups (ERGs), employee experiences, perspectives, talents, and approaches to drive innovation in the software and services we provide our customers. We comply with federal, state disability laws, and make reasonable accommodations for applicants and employees with disabilities. To request reasonable accommodation in the job application or interview process, please contact leavebenefits@paylocity.com. This email address is exclusively designated for such requests, aligning with federal and state disability laws. Please do not send resumes to this email address, as they will be removed. Your personal data will be processed for recruitment purposes in accordance with our Notice of Privacy Practices for Mexico Job Applicants and applicable Mexican data protection laws.",https://mx.linkedin.com/jobs/view/engineer-software-testing-at-paylocity-4432406743,4432406743,,,,,,,,,
Senior Channel Operations Analyst,Micron Technology,"Tlaquepaque, Jalisco, Mexico",ON-SITE,,Full-time,"Computer Hardware Manufacturing, Appliances, Electrical, and Electronics Manufacturing, and Semiconductor Manufacturing",2026-06-23T13:16:13.956735,25,Other,,,"Our vision is to transform how the world uses information to enrich life for all . Micron Technology is a world leader in innovating memory and storage solutions that accelerate the transformation of information into intelligence, inspiring the world to learn, communicate and advance faster than ever. As a Senior Channel Operations Analyst at Micron, you will play a pivotal role in transforming how we drive data-driven decision-making and process optimization. This is an outstanding opportunity to demonstrate advanced analytics and AI-enabled tools to improve operational excellence and collaborate with cross-functional teams to make a global impact! Responsibilities Lead and support channel operations processes including POS, inventory, pricing/quoting, rebates, and partner performance analysis. Identify and implement AI and automation use cases to streamline reporting, enhance data quality, and improve operational efficiency. Build dashboards, reports, and analytical models to provide actionable insights for business leaders and support decision-making. Manage and optimize Model N processes, including system improvements, issue resolution, and user support. Monitor data quality and performance through automated checks, anomaly detection, and exception management workflows. Minimum Qualifications Bachelor’s degree in business, Finance, Statistics, Data Analytics, or related field. 10+ years of experience in Sales Operations, Business Operations, or similar roles. Hands-on experience with Model N, Power BI, Excel, and AI/analytics tools. Strong analytical and problem-solving skills with high attention to detail. Excellent verbal and written communication skills. Preferred Qualifications Experience applying AI tools (e.g., generative AI, automation, or copilots) in business operations environments. Proven ability to translate business challenges into data, analytics, or automation solutions. Experience designing dashboards, benchmarks, and executive-level reporting. Familiarity with channel sales initiatives, including POS, pricing, rebates, and partner analytics. Strong project management skills with the ability to prioritize multiple tasks and collaborate with team members. Join us at Micron and be part of an ambitious team that drives world-class solutions and operational excellence! ""The specified role does not encompass the following responsibilities: Finalization of sales agreements or the execution of sales contracts is prohibited. The role also does not carry the authority to make definitive decisions regarding contracts, be it their conclusion or termination. Furthermore, the role is not designed to involve participation in pricing negotiations or the authorization of contracts. These activities fall beyond the permissible duties of the position."" We are an industry leader in innovative memory and storage solutions transforming how the world uses information to enrich life for all. With a relentless focus on our customers, technology leadership, and manufacturing and operational excellence, Micron delivers a rich portfolio of high-performance DRAM, NAND, and NOR memory and storage products through our Micron® and Crucial® brands. Every day, the innovations that our people create fuel the data economy, enabling advances in artificial intelligence and 5G applications that unleash opportunities — from the data center to the intelligent edge and across the client and mobile user experience. To learn more, please visit micron.com/careers All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status. To request assistance with the application process and/or for reasonable accommodations, please contact hrsupport_na@micron.com Micron Prohibits the use of child labor and complies with all applicable laws, rules, regulations, and other international and industry labor standards. Micron does not charge candidates any recruitment fees or unlawfully collect any other payment from candidates as consideration for their employment with Micron. AI alert : Candidates are encouraged to use AI tools to enhance their resume and/or application materials. However, all information provided must be accurate and reflect the candidate's true skills and experiences. Misuse of AI to fabricate or misrepresent qualifications will result in immediate disqualification. Fraud alert: Micron advises job seekers to be cautious of unsolicited job offers and to verify the authenticity of any communication claiming to be from Micron by checking the official Micron careers website in the About Micron Technology, Inc.",https://mx.linkedin.com/jobs/view/senior-channel-operations-analyst-at-micron-technology-4431234551,4431234551,,,,,,,,,
"Senior Data Systems Engineer, Oracle AI Database Private Agent Factory",Oracle,"Zapopan, Jalisco, Mexico",ON-SITE,Mid-Senior level,Full-time,IT Services and IT Consulting,2026-06-24T13:16:13.956747,25,Information Technology,,,"Job Description Oracle AI Database Private Agent Factory is Oracle's no-code platform for building and deploying enterprise AI agents and workflow automations securely on top of business data and systems. We are looking for a Fullstack Engineer to help build the next generation of AI-powered enterprise applications. You will develop user-facing features, AI agent experiences, workflow automation interfaces, and reusable application components while collaborating closely with backend engineers, product managers, and QA teams. The ideal candidate has strong experience with modern JavaScript/TypeScript frameworks, API-driven applications, and complex enterprise user interfaces. Experience with AI-powered products, conversational experiences, real-time communication patterns, and workflow-based applications is a strong plus. Join a global engineering team across North America, Europe, India, and Latin America building innovative AI experiences on top of Oracle Database and Oracle Cloud Infrastructure. Responsibilities Key Responsibilities Data Systems Software Development Develop and maintain user-facing functionality for Oracle AI Database Private Agent Factory, including AI agent experiences, workflow automation, configuration interfaces, and data-driven application flows. Deliver end-to-end features spanning modern web applications, application services, and Oracle Database data models (including star/snowflake patterns). Diagnose and improve UI, query, API, and end-to-end application performance affecting user experience and service-level agreements. Introduce controlled experiments (A/B tests) with clear success metrics and data collection plans. Design and enhance existing and new services, APIs, and front-end application capabilities. Software Development and Coding – Design, Testing, and Optimization Design software solutions and analyze requirements to achieve business and operational goals independently. Design, develop, and maintain modern front-end application features using component-based frameworks and enterprise UI patterns. Adhere to and suggest improvements across all phases of the software development lifecycle. Develop new software features and enhancements following design specifications and create documentation to clarify software design and implementation. Lead code reviews in designated areas to help drive engineering excellence and maintainability. Conduct debugging and troubleshooting to identify and resolve moderately complex software issues across browser, application, API, and service layers. Implement software testing, quality assurance processes, monitoring, observability, and error logging to support reliable product delivery. Conduct performance profiling and optimization across UI rendering, API interactions, and application workflows. Troubleshoot and resolve moderately complex issues related to API functionality, integration, and user-facing application behavior. Implement API versioning, lifecycle, and interoperability strategies. Build reusable UI components, application workflows, and shared front-end capabilities that support long-term product scalability. Software Architecture – Software System Structural Design Design and develop software, systems, and services aligned with established architecture standards. Contribute to front-end architecture decisions, component design strategies, and enterprise application frameworks. Develop working knowledge of software architecture decisions and engineering best practices. Collaborate with team leads to ensure solutions align with broader platform architecture. Implement performance optimization and scalability strategies across both client-side and service-side systems. Participate in the design of AI-powered user experiences, agent workflows, and integration patterns. Issue/Defect Collaboration – Software Products Support Collaborate across engineering, product management, QA, and customer-facing teams to understand customer needs and align solutions. Investigate, troubleshoot, and resolve complex product issues affecting enterprise AI workflows and application usability. Provide technical guidance regarding customer-reported issues when appropriate. Advocate for product improvements based on customer feedback, usability observations, and operational insights. Help ensure timely resolution of issues through effective communication and cross-functional collaboration. Support customer issue handling and product maintenance processes. Investigate complex issues and contribute to both short-term fixes and long-term product improvements. Practices and Standards Compliance – Security and Compliance Collaborate with the team to establish and follow development practices and coding standards. Ensure code quality, maintainability, accessibility, and adherence to acceptance criteria. Apply industry best practices for enterprise web applications, distributed systems, and AI-enabled products. Implement secure coding practices to prevent vulnerabilities and protect customer data. Contribute to governance, security, and compliance requirements for enterprise AI solutions. Development Operations – System Maintenance Perform periodic maintenance and testing operations for systems requiring upgrades or patching. Contribute to automation, testing, monitoring, and debugging activities that ensure service reliability and availability. Support deployment, operational readiness, and production issue resolution for customer-facing applications. Participate in maintaining healthy development and delivery workflows across front-end and backend systems. Core Responsibilities Planning & Execution Independently manage work, timelines, and deliverables to ensure successful project execution. Take ownership of features from design and implementation through testing, deployment, and production support. Prioritize work effectively and adapt to changing requirements in a fast-paced product environment. Collaboration & Partnership Collaborate across globally distributed teams spanning North America, Europe, India, and Latin America. Partner closely with engineers, product managers, architects, and QA teams to deliver high-quality product experiences. Build a strong understanding of customer needs and enterprise AI use cases. Actively listen to diverse perspectives and contribute constructively to technical discussions. Problem Solving Independently identify and resolve standard and non-standard technical issues. Analyze information from multiple systems, services, and data sources to diagnose problems. Troubleshoot issues across UI, APIs, backend services, integrations, and data layers. Contribute to knowledge sharing and engineering best practices. Continuous Learning Stay current with modern web technologies, AI application patterns, and software engineering best practices. Build expertise in emerging technologies including AI agents, LLM-based applications, workflow automation, and enterprise AI platforms. Seek and apply feedback to improve technical and professional skills. Contribute to a culture of continuous learning and collaboration. Continuous Improvement Recommend and implement improvements to engineering processes, development workflows, and product quality. Identify opportunities to improve usability, maintainability, performance, and developer productivity. Work with team members to evaluate alternative approaches and continuously improve how the platform is built and operated. Qualifications Career Level - IC3 About Us Only Oracle brings together the data, infrastructure, applications, and expertise to power everything from industry innovations to life-saving care. And with AI embedded across our products and services, we help customers turn that promise into a better future for all. Discover your potential at a company leading the way in AI and cloud solutions that impact billions of lives. True innovation starts when everyone is empowered to contribute. That’s why we’re committed to growing a workforce that promotes opportunities for all with competitive benefits that support our people with flexible medical, life insurance, and retirement options. We also encourage employees to give back to their communities through our volunteer programs. We’re committed to including people with disabilities at all stages of the employment process. If you require accessibility assistance or accommodation for a disability at any point, let us know by emailing accommodation-request_mb@oracle.com or by calling 1-888-404-2494 in the United States. Oracle is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability and protected veterans’ status, or any other characteristic protected by law. Oracle will consider for employment qualified applicants with arrest and conviction records pursuant to applicable law.",https://mx.linkedin.com/jobs/view/senior-data-systems-engineer-oracle-ai-database-private-agent-factory-at-oracle-4429477567,4429477567,,,,,,,,,
