Title,Company,Location,Remote,SeniorityLevel,EmploymentType,Industries,DatePosted,NumApplicants,JobFunction1,JobFunction2,JobFunction3,Description,Url,JobID
Vision Data Intelligence Specialist (Worldwide),Toloka Annotators,"Guadalajara, Jalisco, Mexico",REMOTE,N/A,Part-time,IT Services and IT Consulting,2026-04-29T13:02:13.713555,25,Other,N/A,N/A,"The Toloka Annotators connects individuals with Generative AI projects from leading tech innovators. Our mission is to unlock the full potential of AI by involving real people from around the world in the development process. About The Role Do you wash dishes every day? Vacuum the rug? Walk the dog? Fold laundry? What if you could get paid just for recording it? We are looking for people to help train the next generation of AI by capturing high-quality, ""point-of-view"" video of everyday household tasks. Responsibilities Data Collection: Record hands-on, manipulation-intensive tasks across a diverse set of residential environments Residential Tasks: Accurately record common household activities such as room tidy-up, end-to-end dishes cleanup, end-to-end laundry, and home mapping Adherence to Specifications: Follow strict guidelines for data capture, including dedicating full attention to the task and ensuring geographic and task diversity in recordings Requirements Equipment: Own or use a smartphone or alternative camera device capable of 30 FPS or greater and 1080p resolution or greater Capture Method: Mount the device at forehead or eye-level for an egocentric perspective, maintaining a downward angle to maximize hand visibility Software: Utilize the designated ""D&A"" application for all data capture and upload Quality Control: Ensure all video footage is clear, stable, well-lit, at least 15 seconds long, and accurately depicts useful, intentional tasks without unnecessary pauses or contrived movements Benefits Why this freelance opportunity might be a great fit for you? Earn while you do your household chores: Up to $5 per hour equivalent depending on the project This is project-based freelance work. Pick up tasks when they fit your schedule Influence the future of how AI communicates and understands our world",https://mx.linkedin.com/jobs/view/vision-data-intelligence-specialist-worldwide-at-toloka-annotators-4408008407,4408008407
Senior Salesforce Developer/Release Manager,Plative,"Guadalajara, Jalisco, Mexico",REMOTE,Mid-Senior level,Full-time,"Construction, Software Development, and IT Services and IT Consulting",2026-04-29T13:02:13.713560,25,Sales,N/A,N/A,"We are looking for a Senior Salesforce Developer/Release Manager to join our Salesforce Development Team on high-impact contracting engagement. As a Senior Salesforce Developer/Release Manager at Plative, you will be working with our internal team members to design, configure, implement, and deploy solutions from complex business requirements. You will be stepping into a critical and unique role, where you will dedicate your time to Salesforce development and integration task as well as managing releases. Our ideal candidate is a creative problem-solver, willing to take on any challenge, with the ability to adapt to new technologies and learn quickly. This is a high-visibility, client-facing role requiring a excellent communication, expert technical skills, and the ability to manage complex and high-demand projects. Responsibilities Include: Release Management (50%): Own the end-to-end release process for a massive, multi-stream project. You will manage deployments, version control, and environment syncing to ensure stable delivery. Full-Stack Salesforce Development: Design, develop, and support new applications on the Salesforce platform using Apex, Lightning Web Components (LWC), and Visualforce to extend functionality and meet complex business needs. Advanced Integration Engineering: Utilize deep technical knowledge of Salesforce APIs (REST, SOAP, JSON) to build sophisticated point-to-point integrations and processes with external tools, applications, and databases. UI/UX Development: Leverage web technologies including HTML, JavaScript, and CSS to build intuitive and high-performing user interfaces. Technical Advisory & Client Relations: Act as a primary technical contact for demanding stakeholders. You will participate in calls to gather requirements, debug high-priority issues, and translate complex technical topics for non-technical audiences. Problem Solving & Incident Management: Independently analyze application problems and system incidents, developing rapid recommendations and robust solutions for an ""always-on"" project environment. Agile Collaboration: Work within an agile-like methodology—managing user stories, participating in requirements gathering, and performing demos for internal and external teams. Quality Assurance & Mentorship: Collaborate with internal and outsourced developers to delegate work, provide code expertise, and QA results to ensure the highest standards of delivery. AI-First Implementation: Support the company’s shift to an AI-first approach by exploring and implementing Agentforce and other Salesforce AI enhancements where applicable. Basic Qualifications: 5+ years in Salesforce development with strong expertise in Apex, Lightning Web Components, SOQL, Salesforce APIs and integrations (REST/SOAP, middleware like Boomi/Mulesoft) Proven experience as a Salesforce Dev team Lead for Salesforce Sales, Service, and Revenue Cloud projects Practical experience or project-based exposure to Agentforce, including hands-on experimentation with autonomous agents or generative AI workflows within the Salesforce ecosystem. Hands-on experience with CI/CD and DevOps tools (e.g., Gearset, Copado, AutoRabbit) Experience managing large-scale, multi-team Salesforce releases Deep understanding of Metadata deployments and dependency management Experience with Git and version control best practices Desired Qualifications: Salesforce.com certifications 1 & 2 Working knowledge of Web and Javascript frameworks Superior written and oral communication skills Experience in other enterprise platforms is a plus. (Oracle, SAP, Netsuite, AWS) Proficiency in other code stacks (.Net, Java, Node.js) How You’ll Embody Our Core Values At Plative, our core values shape how we work, collaborate, and grow. As part of the team, you will: Put People First by building trusted relationships with clients and mentoring teammates. Grow Together, Win Together by sharing knowledge, celebrating wins, and elevating others. Bring Your Authentic Self to Work by fostering openness, empathy, and integrity in every interaction. Take the Path You’ll Be Proud Of by delivering excellence, owning outcomes, and learning from challenges. Push Boundaries, Blow Minds by designing creative, scalable solutions that drive real impact. What Happens Next? We know that applying for a new role takes time and energy. At Plative, every application is thoughtfully reviewed by real people on our Talent Team. We aim to review applications within 2 weeks. If we think your skills align with what we’re looking for, we’ll be in touch to connect further! Plative Inc. is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. Plative is also committed to compliance with all fair employment practices regarding citizenship and immigration status.",https://mx.linkedin.com/jobs/view/senior-salesforce-developer-release-manager-at-plative-4405128958,4405128958
Senior Data Scientist - R01563617,Brillio,"Guadalajara, Jalisco, Mexico",HYBRID,N/A,Full-time,IT Services and IT Consulting,N/A,25,Engineering,Information Technology,N/A,"Senior Data Scientist Primary Skills Problem Formulation (Business problem to Data Science Problem), OKR Validation against statistical measures, Data Wrangling, Data Storytelling & Insight Generation, Problem Solving, Excel VBA, Data Curiosity, Technical Decision Making (How many iterations to go for vs when to stop iterating), Communication & Articulation: Vocal & Written, Business Acumen (Consume new domains quickly to learn through data), Design Thinking, Data Literacy Specialization Data Science Foundation: Senior Data Scientist Job requirements Key Responsibilities Develop and maintain predictive models to support business decision-making Design and implement feature engineering pipelines using diverse data sources Perform exploratory data analysis to uncover patterns, trends, and key drivers Build segmentation and cohort analyses to better understand customer behavior Evaluate model performance using appropriate metrics and continuously refine approaches Translate analytical results into clear, actionable insights for business stakeholders Create data visualizations and dashboards to communicate findings effectively Collaborate with engineering teams to deploy and scale models in production environments Ensure data quality, consistency, and reproducibility across workflows ________________________________________ Required Qualifications 5+ years of experience in Data Science, Machine Learning, or Advanced Analytics Strong proficiency in Python (pandas, numpy, scikit-learn) Experience with feature engineering, model development, and evaluation Familiarity with large-scale data processing (e.g., Spark, Databricks) Experience with SQL and data warehousing platforms Strong understanding of statistical modeling and machine learning techniques Experience building data visualizations (e.g., Power BI, matplotlib, seaborn) ________________________________________ Preferred Qualifications Familiarity with cloud environments (Azure) Exposure to end-to-end ML pipelines and MLOps practices Experience working with business stakeholders in data-driven environments",https://mx.linkedin.com/jobs/view/senior-data-scientist-r01563617-at-brillio-4398401726,4398401726
Pega developer - R01559520,Brillio,"Guadalajara, Jalisco, Mexico",HYBRID,N/A,Full-time,IT Services and IT Consulting,2026-04-29T13:02:15.999015,25,Engineering,Information Technology,N/A,"Senior Software Development Engineer Primary Skills AngularJS, CSS3, Docker, Hibernate, HTML5, Java, MySQL, Oracle RDBMS, React JS, Spring Boot, Spring Core, JavaScript Specialization Java Fullstack with Microservices: SDET",https://mx.linkedin.com/jobs/view/pega-developer-r01559520-at-brillio-4398420397,4398420397
Java Fullstack,HCLTech,"Zapopan, Jalisco, Mexico",HYBRID,Mid-Senior level,Full-time,IT Services and IT Consulting,2026-04-29T13:02:15.999018,25,Engineering,N/A,N/A,"HCLTech is a global technology company, home to more than 223,000 people in 60 countries, delivering industry-leading capabilities centered around digital, engineering, cloud and AI, powered by a broad portfolio of technology services and products. We work with clients across all major verticals, providing industry solutions for Financial Services, Manufacturing, Life Sciences and Healthcare, Technology and Services, Telecom and Media, Retail and CPG, and Public Services. Consolidated revenues as of 12 months ending September 2024 totaled $13.7 billion. We are looking for Java Fullstack (Backend and Frontend) Location: Zapopan, Jalisco, Mexico Please apply only if you are willing to move to Guadalajara , this position is remote only in JALISCO. Key Responsibilities: - Good experience working with backend technologies like Java, Rest, Spring, Spring boot, React and Microservices, experience working in agile methodology, analysis skills. -Communication Skills : Effective communication to collaborate with team members and stakeholders. Good English-communication skills, Benefits: 100% payroll Saving found Grocery coupons Major and minor medical insurance 30 days of Christmas bonus 12 days of vacations Send your CV in English- rosamaria.marti@hcltech.com For latest updates, follow our page: https://www.linkedin.com/showcase/hcltech-mexico/",https://mx.linkedin.com/jobs/view/java-fullstack-at-hcltech-4406591358,4406591358
Coordinador de CRM,Bradescard México,"Tlaquepaque, Jalisco, Mexico",HYBRID,N/A,Other,Financial Services,2026-04-29T13:02:15.999021,25,Marketing,Sales,N/A,"¡Sé parte del futuro de Bradescard! ¿Estás en búsqueda de nuevas oportunidades de crecimiento? Esta es tu oportunidad para destacar y crecer en una empresa con más de 10 años de éxito en México y respaldada por el prestigio de Bradesco, uno de los bancos más importantes de América Latina. En BradesCard, buscamos un coordinador de CRM , quien será el encargado de generar estrategias comerciales luego de analizar y medir los resultados de las campañas del área, crear análisis y reportes con base a las necesidades del negocio (por medio de Base de Datos en SQL), actualizando y optimizando los mismo teniendo en cuenta las necesidades que se presenten. Ubicación: Guadalajara Horario: lunes a viernes, de 08:30 a 17:30 hrs Lo Que Harás Analizar las campañas comerciales Desarrollar a su equipo de trabajo Generar análisis con base en las necesidades del cliente Crear, automatizar e interpretar reportes ¿Qué ofrecemos? Modalidad de trabajo: Hibrida. Salario competitivo. Vales de despensa. Prestaciones superiores a la ley: 14 días de vacaciones (desde la fecha de tu ingreso), 20 días de aguinaldo, 15 días de prima vacacional al 100%, Fondo de ahorro del 3%, Comedor Subsidiado al 80%. Plan de carrera en una empresa que valora el crecimiento profesional y personal de sus colaboradores. Beneficios adicionales: Seguro de Gastos Médicos Mayores, Seguro Dental y Seguro de Vida. Lo que buscamos en ti: Licenciatura en Ingenieria de Negocio, Estadistica, Sistemas Computaciones, Analisis de Datos o a fin 2 años de experiencia en funciones similares Manejo de equipos Concimientos en SQL, Power BI, Python, Teradata (opcional). Pensamiento crítico, analítico y sistémico, trabajo en equipo, escucha activa y comunicación efectiva. ¿Por qué BradesCard? Trabajar con nosotros significa sumarte a una institución financiera con más de una década de trayectoria en México y el respaldo de Bradesco, un gigante en América Latina. Con nosotros, tendrás la oportunidad de crecer profesionalmente y de enfrentarte a desafíos que te permitirán desarrollar todo tu potencial. Si estás listo para dar el siguiente paso en tu carrera y tienes la experiencia y habilidades para asegurar el éxito en nuestras redes y telecomunicaciones, ¡postúlate hoy y construye tu futuro en Bradescard!",https://mx.linkedin.com/jobs/view/coordinador-de-crm-at-bradescard-m%C3%A9xico-4406597590,4406597590
Mulesoft developer - R01562161,Brillio,"Guadalajara, Jalisco, Mexico",HYBRID,N/A,Full-time,IT Services and IT Consulting,N/A,25,Engineering,Information Technology,N/A,"Senior Lead Engineer Primary Skills Anypoint Studio, Connectors, Anypoint MQ, Caching, Design Center, MuleSoft API Manager-API Policies (Custom Automated), Munit, Logging Standards Specialization Mulesoft Integrations & Patterns: Senior Lead Engineer Job requirements Technical Skills --------------------- Strong hands-on experience with MuleSoft Anypoint Platform Expertise in Mule 4 and DataWeave Experience integrating with Salesforce via REST, SOAP, Bulk APIs API design experience (RAML / OpenAPI) Knowledge of microservices and event-driven architecture Strong understanding of security protocols (OAuth 2.0, SAML, JWT) Database integration (SQL/NoSQL) Message brokers (Kafka, JMS, etc.) Strong debugging and performance tuning skills Preferred ------------- MuleSoft Certified Developer / Architect Salesforce Platform knowledge Experience with AWS/Azure/GCP Experience in Financial Services / Loan Origination / Automotive Finance domains Soft Skills ------------- Strong communication and stakeholder management skills Ability to work in agile/scrum environments Proactive problem-solving mindset Ability to lead integration design workshops Nice to Have ----------------- Experience with event streaming platforms Knowledge of API governance frameworks Exposure to hybrid integration architectures Experience in large enterprise transformation programs",https://mx.linkedin.com/jobs/view/mulesoft-developer-r01562161-at-brillio-4398401727,4398401727
Senior Backend Go Engineer - Hybrid - Mexico,Kake,"Tlaquepaque, Jalisco, Mexico",HYBRID,Mid-Senior level,Contract,"Technology, Information and Media",2026-04-29T13:02:15.999027,25,Information Technology,N/A,N/A,"We’re looking for a Senior Backend Engineer with strong experience in Go to build and evolve backend systems for financial and operational workflows. This role focuses on developing scalable services that support processes such as invoicing, payments, and purchase orders, while integrating with enterprise systems. You’ll be working in partnership with a global technology company operating in the media and digital services space, contributing to a modern backend platform that combines traditional systems with AI-driven development practices. Key Responsibilities Design, build, and maintain backend services using Go Develop and support systems related to financial operations (invoices, payments, purchase orders) Work with AWS to build scalable, reliable cloud-based solutions Contribute to integrations with external systems, including ERP platforms (e.g. SAP) Collaborate on evolving an existing system that includes .NET components Build and maintain asynchronous and event-driven systems where appropriate Leverage AI tools and agentic development approaches to improve development speed and quality Take ownership of features from design through delivery and iteration Collaborate with cross-functional teams to ensure reliable and scalable solutions Core Requirements 5+ years of backend development experience with Go Strong experience with AWS Experience building or supporting financial or operational systems (e.g. invoices, payments, POs) Familiarity with AI-assisted development tools (e.g. Claude Code or similar) and agentic workflows Experience working with or integrating into existing/legacy systems Strong understanding of backend architecture and scalable systems Good communication skills and strong sense of ownership Ability to work independently in a fast-paced environment Nice-to-Have Experience developing financial or operational applications Experience with asynchronous or event-driven architectures Experience integrating with ERP systems (e.g. SAP) Exposure to mixed tech stacks (e.g. Go + .NET environments) Additional Location: Guadalajara, Mexico Why Join Kake? Kake is a global company that provides top-tier engineering teams to support some of the world’s most innovative companies, and we’ve built a culture where great people stay, grow, and thrive. We’re proud to be more than just a stop along the way in your career - we’re the destination. The icing on the Kake: 💵 Competitive Pay in USD – Work globally, get paid globally. 🏡 Fully Remote – Simply put, we trust you. 🌱 Better Me Fund – We invest in your personal growth and passions. ❤️ Compassion is Badass – Join a community that invests in social good. Please Note: Due to the high volume of applications, only shortlisted candidates will be contacted.",https://mx.linkedin.com/jobs/view/senior-backend-go-engineer-hybrid-mexico-at-kake-4395876283,4395876283
Vision Data Intelligence Specialist (Worldwide),Toloka Annotators,"Guadalajara, Mexico Metropolitan Area",ON-SITE,N/A,Full-time,"Technology, Information and Internet",2026-04-29T13:02:33.566693,25,Other,"Information Technology,",Management,"The Toloka Annotators connects individuals with Generative AI projects from leading tech innovators. Our mission is to unlock the full potential of AI by involving real people from around the world in the development process. About The Role Do you wash dishes every day? Vacuum the rug? Walk the dog? Fold laundry? What if you could get paid just for recording it? We are looking for people to help train the next generation of AI by capturing high-quality, ""point-of-view"" video of everyday household tasks. Responsibilities Data Collection: Record hands-on, manipulation-intensive tasks across a diverse set of residential environments. Residential Tasks: Accurately record common household activities such as room tidy-up, end-to-end dishes cleanup, end-to-end laundry, and home mapping. Adherence to Specifications: Follow strict guidelines for data capture, including dedicating full attention to the task and ensuring geographic and task diversity in recordings. Requirements Equipment: Own or use a smartphone or alternative camera device capable of 30 FPS or greater and 1080p resolution or greater. Capture Method: Mount the device at forehead or eye-level for an egocentric perspective, maintaining a downward angle to maximize hand visibility. Software: Utilize the designated ""D&A"" application for all data capture and upload. Quality Control: Ensure all video footage is clear, stable, well-lit, at least 15 seconds long, and accurately depicts useful, intentional tasks without unnecessary pauses or contrived movements. Benefits Why this freelance opportunity might be a great fit for you? Earn while you do your household chores: Up to $5 per hour equivalent depending on the project. This is project-based freelance work. Pick up tasks when they fit your schedule. Influence the future of how AI communicates and understands our world.",https://mx.linkedin.com/jobs/view/vision-data-intelligence-specialist-worldwide-at-toloka-annotators-4408070159,4408070159
"Software Engineer, iOS",Insulet Corporation,"Guadalajara, Jalisco, Mexico",ON-SITE,N/A,Full-time,Medical Equipment Manufacturing,N/A,25,Engineering,Information Technology,N/A,"Insulet started in 2000 with an idea and a mission to enable our customers to enjoy simplicity, freedom and healthier lives through the use of our Omnipod® product platform. In the last two decades we have improved the lives of hundreds of thousands of patients by using innovative technology that is wearable, waterproof, and lifestyle accommodating. We are looking for highly motivated, performance driven individuals to be a part of our expanding team. We do this by hiring amazing people guided by shared values who exceed customer expectations. Our continued success depends on it! Position Overview: Software Engineer for iOS, responsible for developing software applications, application testing, debug. These roles are responsible for building and testing secure smart phone SDKs and cloud-based platform based solutions for a variety of healthcare and Internet of Things (IoT) problems. Responsibilities: Design, develop, and deliver high-quality iOS Swift applications and SDKs Understand product requirements and translate them into clean, modular, testable design Scope work, break into modules and estimates for planning Implement unit and UI tests for core functionality and UI workflows, respectively Work in Scrum teams of developers, testers, product owners, and scrum masters Work with product managers and UX designers to define new features Work with other software developers to deliver high quality code using software best practices Ensure quality and consistency in software architecture and implementation Evaluate new technologies and explore solution alternatives; develop prototypes Learn and follow Insulet design assurance SOPs Provide timely support to team customers, internal and external Education and Experience: Bachelor's degree in software engineering or equivalent preferred 3+ years of relevant work experience preferred Software development for iOS Apps using Swift or Objective C Demonstrated proficiency in developing software unit tests and automated test solutions Ability to quickly grasp & learn new technologies and develop POC/prototypes Drive and own technical design and development of cross-functional, multi-platform automated applications. Preferred Skills and Competencies: Experience with Agile software development is a plus Strong understanding of iOS architectural patterns. Knowledge of SwiftUI and Combine is a plus Experience working with Bluetooth and BLE a plus Understanding of Cloud technologies and protocols, e.g. APIs, REST, OAuth 2.0, JSON Experience with Git Strong written, verbal, presentation, and interpersonal skills Experience with FDA and HIPAA regulations a plus iOS software development tools Physical Requirements (if applicable): Occasional business travel within US and globally Off-hour availability for critical issues General office environment, may sit for long periods of time.",https://mx.linkedin.com/jobs/view/software-engineer-ios-at-insulet-corporation-4395908176,4395908176
