Title,Company,Location,Remote,SeniorityLevel,EmploymentType,Industries,DatePosted,NumApplicants,JobFunction1,JobFunction2,JobFunction3,Description,Url,JobID,ShortDescription,TechStack,YoE,MinLevelStudies,English,OpenAIModel,OpenAIResponseId,OpenAIRawPayload,MinYoE
AI Robotics Engineer- (Temporary Position),Intel,"Guadalajara, Jalisco, Mexico",REMOTE,,Full-time,Semiconductor Manufacturing,2026-06-11T13:47:15.935492,115,Engineering,Information Technology,,"Job Details Job Description: This position requires candidates to upload a resume in English; you are welcome to upload multiple versions of your resume if you prefer but an English version of your resume will be required to be considered for this position. With the support of the Jalisco State Government, we offer a program for your development that includes learning through assignments in projects, specific courses on Semiconductor Development and different abilities to work in high-performance teams. At Intel, we are defining the next generation of autonomous robotics and physical AI. Our focus is on deploying highly optimized AI algorithms across severely constrained edge platforms-from drones to legged robots-to solve complex challenges in multi-robot orchestration and human-robot interaction. We are scaling this expertise from advanced research into production-ready innovation. By hardening algorithms for critical, real-world environments, integrating cutting-edge event-based sensors, and tailoring advanced AI models specifically for Intel compute architectures, Intel is delivering high-performance, cloud-independent edge solutions for tomorrow's intelligent physical systems. If you are driven to solve hard problems in robotics and want to build autonomous systems that operate at the absolute edge of performance, join us. Position Overview Develop, implement, and benchmark advanced robotics algorithms optimized for modern heterogeneous Intel compute architectures, enabling high performance and efficient solutions for real-world applications in autonomous systems, edge robotics, and intelligent physical systems. Responsibilities Optimize and implement advanced algorithms across modern heterogeneous Intel architectures, ensuring maximum efficiency for real-world intelligent physical systems. Integrate and simulate large scale robotics systems within modern simulation environments. Integrate and bring real robotic platforms to life to solve edge level challenges and applications. Author and publish results in top-tier conferences/journals. About The Organization As part of Intel's CTO Office, you will join a diverse team of engineers and researchers dedicated to bringing advanced physical AI and autonomous system innovations to market. Having pioneered highly optimized algorithms for constrained edge devices, we are now focused on commercializing these technologies to power future Intel and partner products. Behavioral Traits Performance‑Obsessed Problem Solver: Relentlessly focused on extracting maximum performance from constrained edge platforms. Approaches robotics challenges with an optimization mindset, balancing accuracy, latency, power, and reliability in real‑world conditions. Systems‑Oriented Engineer: Thinks holistically across algorithms, hardware, sensors, simulation, and real robotic platforms. Understands how design decisions at each layer impact end‑to‑end system behavior in autonomous and physical AI systems. Research‑to‑Production Driver: Comfortable moving ideas from advanced research into hardened, production‑ready solutions. Values robustness, repeatability, and deployability as highly as novelty when developing robotics algorithms. Hands‑On Experimentalist: Enjoys working directly with robots, simulators, and edge devices. Iterates rapidly between simulation and physical deployment, learning from failures and translating experimental insights into concrete improvements. Adaptable Under Constraints: Thrives in environments defined by strict compute, power, and latency limits. Adapts algorithms and system designs creatively to operate effectively at the edge, without reliance on cloud resources. Cross‑Functional Collaborator: Works effectively with researchers, software engineers, hardware teams, and product stakeholders. Communicates clearly across disciplines to align algorithmic development with platform capabilities and product goals. Clear Technical Communicator: Document, present, and publish complex robotics and AI work clearly. Communicates results, tradeoffs, and system behavior effectively to both internal teams and the broader research community. Ownership and Accountability: Takes responsibility for projects end‑to‑end—from algorithm implementation and benchmarking to real‑world validation and publication. Proactively identifies risks and drives solutions to completion. Resilient and Persistent: Maintains momentum when solving difficult, long‑horizon robotics problems. Demonstrates persistence through debugging, tuning, and integration challenges common in real‑world autonomous systems. Product‑Impact Mindset: Understands how their work contributes directly to Intel’s strategy of delivering commercial‑grade, cloud‑independent AI robotics solutions for future Intel and partner products. This position is a fixed-term opportunity lasting approximately 12 months Qualifications Minimum qualifications are required to be initially considered for this position. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates. Minimum Qualifications Enrolled or Graduate from a MSc or PhD program in Computer Science, Computer Engineering, Electrical Engineering, Robotics, Physics, or a related field. 3+ years of experience: Artificial intelligence algorithms and techniques, including machine learning, neural networks, and natural language processing. Programming languages such as Python, C++, MATLAB, or similar. Hands-on work with robotics hardware and software, including sensors, actuators, and embedded systems. 2+ years of experience in Design, implementation, and evaluation of robotic systems. AI and robotics tools and frameworks, such as TensorFlow, PyTorch, ROS2 (Robot Operating System), and OpenCV. Design, implementation, and evaluation of integrated circuits. Advance English level. Must have unrestricted, permanent right to work in Mexico (this role is not eligible for visa or immigration sponsorship). Preferred Qualifications Experience with edge AI HW accelerators or event-based sensors. Experience in developing software for robotics or other real-time control systems. Experience with profiling and benchmarking algorithms and hardware architectures. Requirements listed would be obtained through a combination of industry relevant job experience, internship experiences and or schoolwork/classes/research. Job Type Intel Contract Employee Shift Shift 1 (Mexico) Primary Location: Mexico, Guadalajara Additional Locations: Business Group Intel makes possible the most amazing experiences of the future. You may know us for our processors. But we do so much more. Intel invents at the boundaries of technology to make amazing experiences possible for business and society, and for every person on Earth. Harnessing the capability of the cloud, the ubiquity of the Internet of Things, the latest advances in memory and programmable solutions, and the promise of always-on 5G connectivity, Intel is disrupting industries and solving global challenges. Leading on policy, diversity, inclusion, education and sustainability, we create value for our stockholders, customers, and society. Posting Statement All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance. Position of Trust N/A Work Model for this Role This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site. * Job posting details (such as work model, location or time type) are subject to change. ADDITIONAL INFORMATION: Intel is committed to Responsible Business Alliance (RBA) compliance and ethical hiring practices. We do not charge any fees during our hiring process. Candidates should never be required to pay recruitment fees, medical examination fees, or any other charges as a condition of employment. If you are asked to pay any fees during our hiring process, please report this immediately to your recruiter.",https://mx.linkedin.com/jobs/view/ai-robotics-engineer-temporary-position-at-intel-4394494192,4394494192,,,,,,,,,
Analytics Engineer - R01564345,Brillio,"Guadalajara, Jalisco, Mexico",REMOTE,,Full-time,IT Services and IT Consulting,,61,Information Technology,,,"Analytics Practitioner Primary Skills SQL, Advanced Excel, Power BI, SSIS, Power App Job requirements Senior Analytics Engineer II The Senior Analytics Engineer plays a pivotal role in enabling a data driven culture by designing, building, and scaling high quality analytics infrastructure. This role sits at the intersection of data engineering, analytics, and business intelligence—transforming raw data into trusted, actionable insights that drive strategic and operational decision making across the organization. As a senior member of the Data & Analytics team, you will own end to end delivery of analytical solutions, partner closely with business stakeholders, and apply strong engineering rigor to ensure scalability, reliability, and self service capabilities across the analytics platform. ________________________________________ Key Responsibilities Architect the Business Insights Foundation o Partner with data engineers to design, build, and maintain analytics transformation layers that act as a single source of truth for downstream reporting, BI, and data science use cases. Deliver Business Facing Insights o Own the complete analytics lifecycle—from requirements gathering and data modeling to scalable dashboards and self service analytics solutions. Stakeholder Collaboration o Serve as the technical analytics partner to business stakeholders, translating functional and strategic needs into automated, scalable data solutions. Data Storytelling o Develop compelling dashboards, metrics, and analytical narratives that communicate insights effectively to both technical and non technical audiences. Build for Scale & Reusability o Design standardized, reusable business metrics and data models that support automated reporting and enable deep dive self service analysis. Apply Engineering Best Practices o Improve analytics infrastructure using software engineering principles such as version control, modular design, testing, documentation, and performance optimization. ________________________________________ Required Skills & Experience 4+ years of industry experience in analytics engineering, data engineering, or advanced analytics roles. SQL & Data Modeling o Expert level SQL skills with demonstrated experience building production grade data models in cloud data lakehouse environments such as Snowflake or Databricks. Analytics Platform Expertise o Strong experience designing scalable analytics layers that support BI, operational reporting, and advanced analysis. Visualization & Self Service Analytics o Hands on experience developing dashboards and self service analytics using tools such as Tableau, Power BI, or Looker. Business Acumen o Proven ability to partner with business users and translate ambiguous requirements into impactful analytics solutions. Ownership Mentality o Self starter with strong accountability, a growth mindset, and the ability to deliver high quality outcomes independently and collaboratively. Collaboration o Team oriented mindset with excellent communication skills and appreciation for diverse perspectives.",https://mx.linkedin.com/jobs/view/analytics-engineer-r01564345-at-brillio-4406422268,4406422268,,,,,,,,,
Data Engineer – Snowflakes / DBT,Azkait,"Guadalajara, Jalisco, Mexico",HYBRID,,Full-time,"Technology, Information and Internet",2026-06-11T13:47:49.084088,25,Information Technology,,,"AZKAIT es una empresa mexicana que busca y conecta el mejor talento IT con empresas Latinoamericanas y de Estados Unidos. Estamos en la búsqueda de tu talento como Data Engineer – Snowflakes, DBT Requisitos: Ingeniería en Sistemas, Informática, o carrera afín (Titulado). Mínimo 4 años de experiencia. Ingles conversacional ETL & Integración de Datos: DataStage, Informatica, IBM InfoSphere Information Server, QualityStage Almacenamiento de Datos: Data Warehousing, Data Lakes, Snowflake Bases de Datos y SQL: SQL Server, DB2, SQL analítico (limpieza, joins, agregaciones) Orquestación: Control-M CI/CD y Control de Versiones: GitHub Infraestructura: Linux Grid, entornos cloud (capas de almacenamiento en nube) Modelado de Datos: Modelado lógico y físico Lenguajes de Programación: Python Beneficios: IMSS, Infonavit y PTU conforme a la ley 100% de nómina Aguinaldo de 30 días Seguro de gastos médicos mayores para el colaborador y su familia directa Seguro de vida por 1 millón de pesos (individual) Seguro dental (individual) Cursos y certificaciones sin costo Vales de despensa Tarjeta de descuentos en tiendas departamentales y redes médicas Horario de lunes a viernes Contrato inicial de prueba por 3 meses, posteriormente indefinido Ubicación y Modalidad ﻿Ubicación: Guadalajara (GDL) Modalidad: Híbrido",https://mx.linkedin.com/jobs/view/data-engineer-%E2%80%93-snowflakes-dbt-at-azkait-4426162852,4426162852,,,,,,,,,
Software Engineer Backend,Stand8 Technology Consulting,"Guadalajara, Jalisco, Mexico",HYBRID,Mid-Senior level,Full-time,"Technology, Information and Media",2026-06-11T13:47:49.084095,25,Information Technology,,,"STAND 8 provides end-to-end IT solutions and staffing services to enterprise partners across North America, with operational presence in Mexico supporting a wide range of technology, engineering, and business roles. This role is responsible for leading the design and implementation of major features and services within the Platform Catalog ecosystem. The position drives architecture decisions, builds scalable backend services, and supports real-time data pipelines that power advertising platforms. This individual partners closely with product managers and stakeholders to turn business goals into technical outcomes while promoting reliability, performance, and observability. The role also provides technical leadership through mentoring, team coordination, and production support participation. We are headquartered in Zapopan, Jalisco, and this hybrid role is based in Andares; however, we are open to interviewing qualified candidates located anywhere in Mexico. Location & Work Type Location: Zapopan, Jalisco Work Type: Hybrid Key Responsibilities Lead the design and implementation of major features or services within the Platform Catalog ecosystem. Drive architectural discussions and propose scalable solutions aligned with engineering best practices. Mentor junior engineers and contribute to a culture of technical excellence. Partner with product managers and stakeholders to translate business goals into technical outcomes. Advocate for system reliability, performance, and observability across multiple integrations. Design APIs to consume and produce data and build backend applications to power advertising platforms using Java, REST/GraphQL APIs, Docker, and Kubernetes. Use Kafka, Aerospike, and Elasticsearch to support a real-time data pipeline for the broader advertising team. Build and support highly available, large-scale distributed systems using microservices architecture. Participate in and help manage on-call and production support rotations to troubleshoot issues during off-hours and promotional events. Coordinate with team members to assign tasks, set goals, monitor progress, and resolve technical issues. Provide technical mentoring and guidance that fosters continuous learning and improvement. Qualifications : 6-8 years of software engineering experience with a track record of delivering production-grade systems. Deep expertise in software architecture, distributed systems, and API design. Proficiency in Java, with strong debugging and optimization skills. Experience operating in cloud-native environments (preferably GCP). Ability to influence design decisions and collaborate effectively with cross-functional teams. Strong communication skills in English / Spanish / both depending on project needs. Preferred (Optional): Experience with REST/GraphQL APIs, Docker, Kubernetes, Kafka, Aerospike, and Elasticsearch. Experience with microservices architecture for highly available, large-scale distributed systems. Experience participating in on-call and production support rotations. Experience with tools, technologies, or methodologies related to observability, system reliability, and platform engineering. About Us STAND 8 provides end-to-end IT solutions to enterprise partners across the United States and globally with offices in Los Angeles, Atlanta, New York, Mexico, Japan, India, and more. STAND 8 focuses on the ""bleeding edge"" of technology and leverages automation, process, marketing, and over fifteen years of success and growth to provide a world-class experience for our customers, partners, and employees. Our mission is to impact the world positively by creating success through PEOPLE, PROCESS, and TECHNOLOGY. Check out more at www.stand8.io; and reach out today to explore opportunities to grow together! By applying to this position, your data will be processed in accordance with the STAND 8 Privacy Policy.",https://mx.linkedin.com/jobs/view/software-engineer-backend-at-stand8-technology-consulting-4418960907,4418960907,,,,,,,,,
Pega developer - R01559520,Brillio,"Guadalajara, Jalisco, Mexico",HYBRID,,Full-time,IT Services and IT Consulting,,37,Engineering,Information Technology,,"Senior Software Development Engineer Primary Skills AngularJS, CSS3, Docker, Hibernate, HTML5, Java, MySQL, Oracle RDBMS, React JS, Spring Boot, Spring Core, JavaScript Specialization Java Fullstack with Microservices: SDET",https://mx.linkedin.com/jobs/view/pega-developer-r01559520-at-brillio-4398420397,4398420397,,,,,,,,,
WebMethod Integration Engineering,Cognizant,"Guadalajara, Mexico Metropolitan Area",HYBRID,,Full-time,IT Services and IT Consulting and Business Consulting and Services,2026-06-11T13:47:49.084100,25,Project Management,Information Technology,,"Job Summary We are looking for an Integration and Middleware Developer with 2 to 5 years of experience to design, develop, and maintain robust enterprise integration solutions. In this role, you will work across multiple integration technologies—combining strong Java/Spring Boot development with webMethods and Apache Camel to connect diverse enterprise applications. You will also manage underlying infrastructure elements, cloud deployments, and communication protocols to ensure secure and seamless data flow. Key Responsibilities Integration Development: Build and maintain end-to-end integration flows using webMethods Integration Server, My webMethods Server (MWS), and Apache Camel. API & Backend Sourcing: Design and implement secure REST and SOAP WebServices using Java and the Spring Boot framework. Data Persistence: Develop and optimize database connectivity using JDBC to interact with Oracle 12c environments. Automation & Scripting: Write and execute Unix Shell scripts for system automation, deployment configuration, and basic server tasks. Cloud & DevOps Integration: Utilize GitHub for version control and deploy, configure, and maintain integration components within the AWS cloud platform. Secure Communications: Implement and maintain configurations for secure networking and communication protocols, including SFTP, HTTPS, and SSL. Required Technical Skills & Qualifications Core Development & Frameworks: 2–5 years of mandatory experience in Java and Spring Boot. Integration Platforms: 2–5 years of mandatory experience with webMethods Integration Server, My webMethods Server (MWS), and Apache Camel. Web Services: 2–5 years of strong hands-on experience working with REST and SOAP WebServices. Database & Storage: At least 1 year of mandatory experience with JDBC and Oracle 12c. Infrastructure & OS: At least 1 year of hands-on experience in Unix Shell scripting. Cloud & Version Control: At least 1 year of mandatory experience using AWS and GitHub. Protocols: At least 1 year of experience working with Networking and Communication Protocols (SFTP/HTTPS/SSL). Nice To Have (Preferred Skills) Familiarity or hands-on experience with Apache Kafka (at least 1 year preferred). Experience or basic knowledge of application monitoring using Splunk (at least 1 year preferred). Understanding of Load Balancer routing and traffic management strategies (at least 1 year preferred).",https://mx.linkedin.com/jobs/view/webmethod-integration-engineering-at-cognizant-4426168075,4426168075,,,,,,,,,
Lead Azure Data Engineer,Infosys,"Guadalajara, Jalisco, Mexico",HYBRID,,Full-time,IT Services and IT Consulting,2026-06-11T13:47:49.084102,25,Information Technology,,,"Lead Azure Data Engineer (Ingeniero líder de Datos Azure) Location: Mexico (Mexico City, Guadalajara, Monterrey) – Hybrid as per Infosys Mexico policy (CDT/EDT time) Role Overview As a Lead Azure Data Engineer , you will drive the architecture, design, and optimization of scalable data platforms and pipelines on Azure, while providing technical leadership and guidance to engineering teams. You will apply advanced expertise in SQL, Python, and Spark to build efficient ETL/ELT solutions, lead data modeling and performance tuning efforts, and ensure seamless integration with diverse data sources and BI tools. Additionally, you will establish and enforce data governance, security, and compliance standards, collaborate with stakeholders to translate business needs into robust solutions, and mentor team members to ensure high-quality delivery and alignment with enterprise data strategy. Key Responsibilities Monitor and respond to alert emails regarding execution failures across all team tools—such as Databricks, Azure Data Factory, or data quality gap reports within our processes. Proactively respond to user questions on team Zoom channels, capture issues in our processes, and implement necessary fixes. Work extensively with Azure Cloud Services, Azure Data Factory, Databricks, Python, and Spark, snowflake including handling user requested break-ins such as issue investigation, missing data analysis and remediation of jobs or pipelines that did not run according to their pre-configured schedules. Basic Qualifications Bachelor’s degree or foreign equivalent in Computer Science or related field. 8+ years of IT experience , including pipeline design, support and development (Batch and Streaming) using Azure cloud services and Snowflake. Excellent assertive communication with users and stakeholders in English. Understanding of Agile methodologies. Mandatory Skills Proficiency in Python: Advanced/expert-level proven experience in Python and Spark. Strong understanding of ETL/ELT processes: Proven experience designing and maintaining ETL processes in Databricks and Azure Data Factory, including connectivity with third party systems/APIs, Event Hubs, Snowflake and other potential data sources. Experience with Azure Cloud Services: Demonstrated knowledge of cloud platforms—specifically Azure—including storage, security, and resource optimization. Preferred Skills Experience working with Git-based version control (e.g., GitHub, GitLab, Bitbucket) and familiarity with branching strategies, pull requests, and code review workflows. Focus on system maintenance: Strong emphasis on proactive detection and fast reactive maintenance of running jobs and pipelines. Other Requirements Ability to work under tight timelines and manage complex requirements. Flexible to work during CDT/EDT time zones and meet for hand-over activities to India team if needed. Self-motivated, proactive, and a strong team player. About Us Infosys is a global leader in next-generation digital services and consulting. We enable clients in more than 50 countries to navigate their digital transformation. With over four decades of experience in managing the systems and workings of global enterprises, we expertly steer our clients through their digital journey. We do it by enabling the enterprise with an AI-powered core that helps prioritize the execution of change. We also empower the business with agile digital at scale to deliver unprecedented levels of performance and customer delight. Our always-on learning agenda drives their continuous improvement through building and transferring digital skills, expertise, and ideas from our innovation ecosystem. EEO Infosys provides equal employment opportunities to applicants and employees without regard to race; color; sex; gender identity; sexual orientation; religious practices and observances; national origin; pregnancy, childbirth, or related medical conditions; status as a protected veteran or spouse/family member of a protected veteran; or disability.",https://mx.linkedin.com/jobs/view/lead-azure-data-engineer-at-infosys-4423174335,4423174335,,,,,,,,,
Engineer Software,Paylocity,"Guadalajara, Jalisco, Mexico",ON-SITE,,Full-time,Software Development,2026-06-11T13:48:40.502621,25,Engineering,Information Technology,,"Job Type Full-time Description Location: (Must be based in Guadalajara) Paylocity is an award-winning provider of cloud-based HR and payroll software solutions, offering the most complete platform for the modern workforce. The company has become one of the fastest-growing HCM software providers worldwide by offering an intuitive, easy-to-use product suite that helps businesses automate and streamline HR and payroll processes, attract and retain talent, and build a strong workplace culture. While traditional HR and payroll providers automate basic HR processes such as payroll and benefits administration, Paylocity goes further by developing tools that HR and businesses need to compete for talent and deliver against the expectations of the modern workforce. Take your career to the next level at one of G2's Top 100 Software Companies. Explore our Product & Technology positions to see where you fit! We are committed to building a world-class team by hiring top talent globally. To ensure compliance, we use an Employer of Record model. Our ideal candidates would be based in Guadalajara or the surrounding areas, with the right to work there, and be able to work within four hours of Eastern Standard Time. Position Overview This role involves developing high-quality software in a SaaS solution and collaborating with cross-functional teams. Primary Responsibilities The below represents the primary duties of the position, others may be assigned as needed. To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Core Responsibilities Design, develop, and maintain software applications following established best practices Contribute to existing codebase while demonstrating good separation of concerns Collaborate on project planning and implementation with senior engineers Understand and adapt to existing system designs and technology choices Assist in developing solutions for small to medium-sized projects Implement automated tests and contribute to testing improvements Follow established coding standards and participate in code reviews Communicate effectively within the engineering team Participate actively in team discussions and planning sessions Maintain awareness of ongoing team projects and initiatives Team Collaboration Work collaboratively with senior engineers on project implementation Participate in code reviews and provide constructive feedback Contribute to technical discussions and share knowledge with peers Support team members during challenging technical situations Build strong working relationships across departments Growth & Development Continuously improve technical skills and knowledge Learn from senior engineers and mentors Document technical decisions and solutions Share knowledge through team presentations or documentation Stay updated with industry trends and best practices Education and Experience Bachelor's degree in Computer Science, Software Engineering, or related field Minimum 2 years of professional software engineering experience Good problem-solving skills and analytical thinking Excellent communication and collaboration abilities Technical Skills Strong foundation in programming languages and software development principles Fluency in C#, Java, or a similar modern, object-oriented programming language Strong understanding of software development fundamentals Experience with agile development methodologies Understanding of software architecture concepts and patterns Experience with version control systems and collaborative development tools Knowledge of testing methodologies and practices Ability to learn and adapt to new technologies quickly Physical requirements Ability to sit for extended periods: The role requires sitting at a desk or workstation for long periods, typically 7-8 hours a day. Use of computer and phone systems: The employee must be able to operate a computer, use phone systems, and type. This includes using multiple software programs and inquiries simultaneously. Paylocity is an equal-opportunity employer. Paylocity is committed to the full inclusion of all individuals. We recruit, train, compensate, and promote regardless of race, religion, color, national origin, sex, disability, age, veteran status, and other protected status as required by applicable law. At Paylocity, we believe diversity makes us better. We embrace and encourage our employees’ differences in age, culture, ethnicity, family or marital status, gender identity or expression, language, national origin, physical and mental ability, political affiliation, race, religion or spiritual belief, sexual orientation, socio-economic status, veteran status, and other characteristics that make our employees unique. We actively cultivate these differences through our employee resource groups (ERGs), employee experiences, perspectives, talents, and approaches to drive innovation in the software and services we provide our customers. We comply with federal and state disability laws and make reasonable accommodations for applicants and employees with disabilities. To request reasonable accommodation in the job application or interview process, please contact LeaveBenefits@paylocity.com. This email address is exclusively designated for such requests, aligning with federal and state disability laws. Please do not send resumes to this email address, as they will be removed. Your personal data will be processed for recruitment purposes in accordance with our Notice of Privacy Practices for Mexico Job Applicants and applicable Mexican data protection laws.",https://mx.linkedin.com/jobs/view/engineer-software-at-paylocity-4427178342,4427178342,,,,,,,,,
Software Developer,Schaeffler,"Guadalajara, Jalisco, Mexico",ON-SITE,Associate,Full-time,Manufacturing,2026-06-11T13:48:40.502628,62,Engineering,Information Technology,,"Schaeffler is a dynamic global technology company and its success has been a result of its entrepreneurial spirit and long history of private ownership. Does that sound interesting to you? As a partner to all of the major automobile manufacturers, as well as key players in the aerospace and industrial sectors, we offer you many development opportunities. Your Key Responsibilities Clarify and review requirements and specifications to understand software engineering requirements. Plan and define work packages to create/change logical functions. Ensure proper coding in cooperation with other team members, and perform bug verification and testing. Design and realize interfaces between business applications, and execute software (unit and integration) tests. Support migration, and ensure change documentation, plan and release upgrades, if required.Develop and maintain internal applications (e.g., databases and optimization tools). Design, implement, and optimize SQL Server databases. Develop user interfaces using WPF. Implement business logic using .NET technologies (primarily VB.NET). Identify opportunities for improvement in existing applications. Provide technical support and troubleshoot issues (debugging). Document development processes, changes, and functionalities Your Qualifications Bachelor’s degree in Computer Science, Software Engineering, or a related field. At least 3 years of experience in software development. Experience working with internal business applications is a plus. Experience with SQL Server or similar relation databases (queries, database design, optimization). Strong experience with .NET / C# (ASP.NET Core, Entity Framework). Experience with WPF (Windows Presentation Foundation). Experience managing and deploying applications on Windows/Linux VMs (IIS, CI/CD pipelines) Familiarity with Azure or AWS cloud services (App Services, Functions, containers) Software Development Skills, Cloud Native development in Azure and/or AWS Understanding of software architecture and basic design patterns. Version control systems (preferably Git). Debugging and maintenance of existing applications. Nice-to-have / Growth areas: Experience with cloud-native patterns (microservices, containerization with Docker/Kubernetes) Exposure to AI/ML tools — Azure AI Services, OpenAI APIs, ML.NET, AI Protocols MCP, A2A, A2GUI, ... or Python-based ML frameworks Infrastructure-as-Code (Terraform, Bicep, ARM templates) English proficiency — working language for technical collaboration As a global company with employees around the world, it is important to us that we treat each other with respect and value all ideas and perspectives. By appreciating our differences, we inspire creativity and drive innovation. In this way, we contribute to sustainable value creation for our stakeholders and society as a whole. Together, we advance how the world moves. Exciting assignments and outstanding development opportunities await you because we impact the future with innovation. We look forward to your application. www.schaeffler.com/careers Your Contact Schaeffler Mexico Servic Ana Paula Lechuga Keywords: Experienced; Professional; Full-Time; Unlimited; Digitalization & Information Technology;",https://mx.linkedin.com/jobs/view/software-developer-at-schaeffler-4416943347,4416943347,,,,,,,,,
IA Engineer - Senior Associate,PwC México,"Guadalajara, Jalisco, Mexico",ON-SITE,,Full-time,Business Consulting and Services,2026-06-11T13:48:40.502630,25,Engineering,Information Technology,,"The Opportunity Join our Acceleration Center Mexico and help shape the future of business for our diverse client portfolio across geographies and jurisdictions. You’ll work at the heart of global teams across Advisory, Assurance, Tax and Business Services—solving real client challenges through connected collaboration. We’ll help you grow your skills so you can go further. With hands-on learning, cutting-edge tools and an inclusive culture, this is your opportunity to do inspiring work that makes a difference—every day. As an IA Engineer - Senior Associate, you will engage in the dynamic field of Software and Product Innovation, focusing on Software Engineering to deliver impactful solutions. Within our Technology Consulting practice, you will leverage your skills to navigate complex challenges and build meaningful client relationships. As a Senior Associate, you will develop a deeper understanding of the business context and how it is evolving. You will guide and mentor others, maintaining professional and technical standards while responding effectively to diverse perspectives and needs. In this role at PwC Acceleration Center Mexico, you will be at the forefront of client support, utilizing your problem-solving abilities to analyze complex concepts and deliver high-quality work. You will have the opportunity to anticipate client needs and embrace increased ambiguity, using these moments as opportunities for personal growth and development. By interpreting data to inform insights and recommendations, you will contribute to the delivery of client solutions and the firm's overall business strategies. Responsibilities Developing and implementing software solutions using programming languages such as Java, Python, and C#.NET Managing the application lifecycle, including development, testing, and deployment, to deliver quality software Utilizing software development methodologies like Acceptance Test Driven Development (ATDD) and Continuous Integration/Continuous Delivery (CI/CD) for efficient project execution Conducting code reviews and debugging to maintain coding standards and improve software quality Designing and integrating enterprise applications using frameworks and platforms such as Spring Boot and Appian Collaborating with clients to gather and analyze business requirements, confirming alignment with technical solutions Building microservices and leveraging API management for seamless application integration Leading business process improvement initiatives through effective software project management and planning Troubleshooting and resolving software issues to enhance system performance and reliability Engaging in quality assurance testing to validate software functionality and user experience What You Must Have At least a Bachelor's degree At least 2 years of experience Oral and written proficiency in English required What Sets You Apart Utilizing Acceptance Test Driven Development (ATDD) for software projects Developing applications using Java, Python, and C++ programming languages Implementing Continuous Integration/Continuous Delivery (CI/CD) practices Designing solutions with Enterprise Application Architecture and Integration Navigating complex client requirements with Business Process Management (BPM) Excelling in software troubleshooting and debugging techniques Mentoring junior team members in software engineering methodologies",https://mx.linkedin.com/jobs/view/ia-engineer-senior-associate-at-pwc-m%C3%A9xico-4423178307,4423178307,,,,,,,,,
