Title,Company,Location,Remote,SeniorityLevel,EmploymentType,Industries,DatePosted,NumApplicants,JobFunction1,JobFunction2,JobFunction3,Description,Url,JobID,ShortDescription,TechStack,YoE,MinLevelStudies,English,OpenAIModel,OpenAIResponseId,OpenAIRawPayload,MinYoE
Engineering and Quality - Data Engineer,Fitch Ratings,"Monterrey, Nuevo León, Mexico",REMOTE,Mid-Senior level,Full-time,Financial Services,2026-07-09T15:39:09.772144,25,Information Technology,,,"Fitch Group is currently seeking a Engineering & Quality – Data Engineer based out of our Monterrey, Mexico office . As a leading, global financial information services provider, Fitch Group delivers vital credit and risk insights, robust data, and dynamic tools to champion more efficient, transparent financial markets. With over 100 years of experience and colleagues in over 30 countries, Fitch Group’s culture of credibility, independence, and transparency is embedded throughout its structure, which includes Fitch Ratings, one of the world’s top three credit ratings agencies, and Fitch Solutions, a leading provider of insights, data and analytics. With dual headquarters in London and New York, Fitch Group is owned by Hearst. Fitch's Technology & Data Team is a dynamic department where innovation meets impact. Our team includes the Chief Data Office, Chief Software Office, Chief Technology Office, Emerging Technology, Shared Technology Services, Technology, Risk and the Executive Program Management Office (EPMO). Driven by our investment in cutting-edge technologies like AI and cloud solutions, we’re home to a diverse range of roles and backgrounds united by a shared passion for leveraging modern technology to drive projects that matter to our organization and clients. We are also proud to be recognized by Built In as a “Best Place to Work in Technology” 3 years in a row. Whether you're an experienced professional or just starting your career, we offer an exciting and supportive environment where you can grow, innovate, and make a difference. Want to learn more about a career in technology and data at Fitch? Visit: https://careers.fitch.group/content/Technology-and-Data/ How You’ll Make An Impact Contribute as a member of a high-performing data engineering team, by implementing modern scalable data solutions aligned with business priorities. Partner with the CDO team and data product leaders to implement the vision for an AWS-based data platform that enables enterprise-wide self-service, unlocking data for AI, analytics, and innovation. Implement architectural decisions and establish best practices for data ingestion, transformation, and distribution frameworks that accelerate time-to-insight for data producers and consumers. Champion adoption of emerging technologies such as Agentic AI and Generative AI, integrating advanced capabilities into data workflows to enhance user experience and position the organization as “AI-Ready.” Ensure operational excellence and reliability by proactively addressing complex data engineering challenges, implementing robust quality controls, and preventing production incidents. You May Be a Good Fit If 3-5 years’ experience ‘hands-on’ as a member of a highly technical data-centric software engineers, preferably in financial services, in support of Data Lake houses (e.g. AWS, Databricks, Snowflake), data virtualizations solutions (e.g. Starburst), modern data catalogs & data quality capabilities (e.g. Collibra), and Master Data Management (e.g. Informatica) Proven AWS expertise (S3, EKS, Lambda, Glue, EMR, Redshift, S3, RDS/Aurora, Valkey/Redis, Step Functions, MSK/Kafka, Event Bridge). AWS Certification strongly preferred Experience applying AI/ML to boost engineering productivity (e.g., GitHub Copilot, Amazon Q). Strong Python for data engineering (Pandas, Spark/PySpark) and API Development (FastAPI or similar). Design and build high-performance REST/GraphQL APIs with optimized query patterns, pagination, caching, and schema design to ensure low-latency, performant reads at scale. Build ETL/ELT pipelines for batch and streaming; Kafka/MSK with schemas (Avro/JSON) and delivery semantics. Optimize performance of object-based and relational datastores Design applications with microservices and containerization mindset with ‘decoupling’ architectural principles Caching with Valkey/Redis: TTL strategies, invalidation, key design. CI/CD and IaC with GitHub, Git/GitHub workflows, ArgoCD. Security and reliability: IAM, KMS, secrets, VPC networking, observability (OpenTelemetry), SLOs, cost governance. Ability to solve complex data-driven requirements and triage towards defects and production bugs Technology solutions and tools including data governance and catalog solutions (e.g. Collibra, Alation, data platform and lake(house) (i.e. ‘medallion’ architecture), and data mesh and virtualization tools (e.g. Starburst, Denodo) . What Would Make You Stand Out Hands-on experience building AI agents (e.g., using LangChain or LlamaIndex), implementing RAG over enterprise data, and enforcing robust guardrails through rigorous testing and evaluation. Applying AI/ML to boost engineering productivity (e.g., GitHub Copilot, Amazon Q) and using agentic AI to automate workflows such as code reviews, test generation, data quality checks, and runbook execution. Experience working with AI connection protocols (e.g., MCP, A2A) that ensure secure, interoperable, observable, and vendor-agnostic communication with authenticated, auditable messaging and robust error handling Caching with Valkey/Redis: TTL strategies, invalidation, key design. Experience with forming strong partnerships with stakeholders and product teams Great interpersonal and collaboration skills Ability to translate technical concepts to non-technical stakeholders. Why Choose Fitch Work-Life Balance First: 40% in-office monthly stay connected while keeping flexibility. A Culture of Learning & Mobility: Dedicated trainings, leadership development and mentorship programs designed to ensure that your time at Fitch will be a continuous learning opportunity Investing in Your Future: Retirement planning and tuition reimbursement programs that empower you to achieve your short and long-term goals Promoting Health & Wellbeing: Comprehensive healthcare offerings that enable physical, mental, financial, social, and occupational wellbeing Supportive Parenting Policies: Family-friendly policies, including a generous global parental leave plan, designed to help you balance career and family life effectively Inclusive Work Environment : A collaborative workplace where all voices are valued, with Employee Resource Groups that unite and empower our colleagues around the globe Dedication to Giving Back: Paid volunteer days, matched funding for donations and ample opportunities to volunteer in your community Fitch is committed to providing global securities markets with objective, timely, independent and forward-looking credit opinions. To protect Fitch’s credibility and reputation, our employees must take every precaution to avoid conflicts of interest or any appearance of a conflict of interest. Should you be successful in the recruitment process at Fitch Ratings you will be asked to declare any securities holdings and other potential conflicts prior to commencing employment. If you, or your immediate family, have any holdings that may conflict with your work responsibilities, you may be asked to divest yourself of them before beginning work. Fitch is proud to be an Equal Opportunity and Affirmative Action Employer. We evaluate qualified applicants without regard to race, color, national origin, religion, sex, sexual orientation, gender identity, disability, protected veteran status, and other statuses protected by law.",https://mx.linkedin.com/jobs/view/engineering-and-quality-data-engineer-at-fitch-ratings-4418514440,4418514440,,,,,,,,,
Data Engineer,Johnson Controls,"San Pedro Garza García, Nuevo León, Mexico",REMOTE,,Full-time,Industrial Machinery Manufacturing,2026-07-09T15:39:09.772154,60,Information Technology,,,"What you will do? Join us in the Procurement Execution Center (PEC) as a Data Engineer as part of a is a diverse team of data and procurement individuals. In this role, you will be responsible for deploying supporting the E2E management of our data, including: ETL/ELT, DW/DL, data staging, data governance, and manage the different layers of data required to ensure a successful BI & Reporting for the PEC. This role will work with multiple types of data, spreading across multiple functional areas of expertise, including Logistics, MRO & Energy, Travel, Professional Services, among others. How you will do it? Deploy data ingestion processes through Azure Data Factory to load data models as required into Azure Synapse. Build and design ETL/ELT processes with Azure Data Factory (ADF) and/or Python, which once deployed, will require to be executed daily and weekly. Assemble large, complex data sets that meet functional / non-functional business requirements. Build the infrastructure required for optimal ETL/ELT of data from a wide variety of data sources using Azure SQL and ADF. Develop data models that enable DataViz, Reporting and Advanced Data Analytics, striving for optimal performance across all data models. Maintain conceptual, logical, and physical data models along with corresponding metadata. Manages the DevOps pipeline deployment model, including automated testing procedures Deploys data stewardship and data governance across our data warehouse, to cleanse and enhance our data, using knowledge bases and business rules. Performs the necessary data ingestion, cleansing, transformation, and coding of business rules to support annual Procurement bidding activities. Support the deployment of a global data standard for Logistics. Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader. Support Rate Repository management as required (including Rate Card uploads to our DW). Other Procurement duties as assigned. What are we looking for? Bachelor’s degree in related field (Engineering, Computer Science, Data Science or similar) 3+ years of relevant experience in BI Engineering, data modeling, data engineering, software engineering or other relevant roles. Strong SQL knowledge and experience working with relational databases. Knowledge in DW/DL concepts, data marts, data modeling, ETL/ELT, data quality/stewardship, distributed systems and metadata management. Experience building and optimizing data pipelines, architectures, and data sets. Azure Data Engineering certification preferred (DP-203) ETL/ELT development experience (3+ years). SSIS or ADF are preferred. Ability to resolve ETL/ELT problems by proposing and implementing tactical/Strategic solutions. Strong project management and Organizational skills. Experience with object-oriented function scripting languages: Python, Scala, C#, etc. Experience with NoSQL databases is a plus to support the transition from On-Prem to Cloud. Excellent problem solving, critical thinking, and communication skills Relevant experience with Azure DevOps (CI/CD, git/repo management) is a plus Due to the global nature of the role, proficiency in English language is a must",https://mx.linkedin.com/jobs/view/data-engineer-at-johnson-controls-4416827858,4416827858,,,,,,,,,
Data Analyst,Fitch Ratings,"Monterrey, Nuevo León, Mexico",REMOTE,Mid-Senior level,Full-time,Financial Services,2026-07-09T15:39:09.772156,78,Analyst,Finance,,"Fitch Group is currently seeking a Data Analyst based out of our Monterrey office. Fitch Group is a global leader in financial information services with operations in more than 30 countries. Wholly owned by the Hearst Corporation, we are comprised of three main businesses: Fitch Ratings | Fitch Solutions | Fitch Learning. The Data Analyst will be part of our Data Operations team responsible for collection and extraction of all fundamental data needed across Fitch Group. Candidates will be required to analyse and maintain data for Corporate entities within Fitch systems. More specifically they will be required to interpret financial data from annual and other periodic reports, to ensure data is extracted from the balance sheet, income statement and associated notes in line with Fitch methodology. Candidates will also be required to support client queries both internal and external on this data as they arise. What We Offer This is a great chance to join a growing team responsible for Fitch’s fundamental data collection, supporting Ratings and Solutions. Exposure to the latest technology, as processes are transformed to leverage AI/ML. We’ll Count On You To Analyse financial data to ensure information from annual or periodical reports has been collected in line with Fitch policies and methodology. Communicate clearly with internal and external stakeholders on financial data queries (via email, on the phone or face to face), understanding and addressing the underlying business needs. Make recommendations on process improvements to the data capture/ quality assurance process, and assist with the implementation of new processes, through guiding offshore teams and making documentation updates. Escalate issues as they arise to the relevant member of the team to find timely resolutions. Work with other team members in the department to complete all monthly tasks on time. What You Need To Have A sound knowledge of accounting practices to interpret all aspects of a financial report, ideally qualified to a degree standard in accountancy or business studies. Prior experience working with financial statement fundamental data preferred. A second language would be advantageous. What Would Make You Stand Out Excellent administration and communication skills. Must have a highly organised and methodical approach to work. To be a self-starter who can pick up new processes quickly and accurately. Can work effectively within a team environment. Show flexibility and ability to adapt to changes. Have a can-do attitude to problems. Why Fitch? At Fitch Group, the combined power of our global perspectives is what differentiates us. Our global network of colleagues comes together to accomplish things greater than they ever could alone. Every team member is essential to our business and each perspective is critical to our success. We embrace a diverse culture that encourages a free exchange of ideas, guaranteeing your voice will be heard and your work will have an impact, regardless of seniority. We are building incredible things at Fitch, and we invite you to join us on our journey. Fitch Group is a global leader in financial information services with operations in more than 30 countries. Wholly owned by the Hearst Corporation, we are comprised of three main businesses: Fitch Ratings | Fitch Solutions | Fitch Learning. For More Information, Please Visit Our Websites www.fitchratings.com | www.fitchsolutions.com | www.fitchlearning.com Fitch is committed to providing global securities markets with objective, timely, independent and forward-looking credit opinions. To protect Fitch’s credibility and reputation, our employees must take every precaution to avoid conflicts of interest or any appearance of a conflict of interest. Should you be successful in the recruitment process at Fitch Ratings you will be asked to declare any securities holdings and other potential conflicts prior to commencing employment. If you, or your immediate family, have any holdings that may conflict with your work responsibilities, you may be asked to divest yourself of them before beginning work. Fitch Group is proud to be an Equal Opportunity and Affirmative Action Employer. We evaluate qualified applicants without regard to race, color, national origin, religion, sex, sexual orientation, gender identity, disability, protected veteran status, and other statuses protected by law.",https://mx.linkedin.com/jobs/view/data-analyst-at-fitch-ratings-4428711851,4428711851,,,,,,,,,
(MX) ANALISTA DE DATOS Y PROYECTOS,Cemex,"Villa de García, Nuevo León, Mexico",REMOTE,,Full-time,Wholesale Building Materials,2026-07-09T15:39:09.772158,200,Information Technology,,,"Descripción de puesto Administrar la información derivada de la operatividad a nivel nacional del área de atracción de talento, con el objetivo de generar impacto en la productividad y claridad de los procesos a los segmentos comerciales y operativos de la organización. Principales responsabilidades Identificar, evaluar e integrar datos de estructura, head count, vacantes y procesos de reclutamiento para obtener indicadores de cobertura de posiciones con la finalidad de informar a las áreas de manera gráfica el comportamiento con respecto a su área operativa. Diseñar, desarrollar e implementar reportes, dashboards e indicadores de cobertura e vacantes y SLAs para la toma de decisiones con respecto a la distribución geográfica y de atención de HC de los diferentes reclutadores ubicados en las regiones. Analizar e interpretar indicadores de desempeño y productividad con respecto a la cobertura de vacantes y SLA´s que apoye la toma de decisiones basada en datos. Definir, ejecutar y administrar los reportes de indicadores para el módulo de reclutamiento en SSFF Asegurar la continuidad, manejo, actualizaciones y mantenimiento del módulo de reclutamiento en SSFF. Liderar, participar y dar continuidad a las iniciativas de mejora continua del área para generar un impacto y evolución en los procesos del área. Diseñar y crear presentaciones ejecutivas para reportes de avances hacia las direcciones operativas y vicepresidencias. Retos del puesto Mantener al día las bases de datos del equipo de Reclutamiento Presentar reportes a gerentes y directores Habilidades y conocimientos requeridos Escolaridad Licenciatura concluida (titulado) Experiencia Requerida 2-3 años en áreas de información de datos Conocimiento Requerido SQL Programación lenguaje informática Tableau Power BI Excel Big Data Mngmt Competencias Críticas Enfoque al cliente (5) Empuje para conseguir resultados (4) Toma de decisiones oportuna (4) Negociación (4) Solución de problemas (4) Astucia en los negocios (4) Admon. de procesos (4) Relaciones NA Diversidad e Inclusión en CEMEX En CEMEX, reconocemos la diversidad del mundo en el que vivimos y en el que hacemos negocios. Respetamos la diversidad, abordamos la inclusión y la no-discriminación de cualquier persona con talento, independientemente de su género, capacidad física, edad, orientación sexual, cultura, origen étnico, religión, afiliación política, estado civil, embarazo/maternidad/paternidad y nacionalidad. Promovemos una cultura de equidad para la construcción de un negocio sostenible y el bienestar y desarrollo de los colaboradores de CEMEX.",https://mx.linkedin.com/jobs/view/mx-analista-de-datos-y-proyectos-at-cemex-4427801458,4427801458,,,,,,,,,
Growth Activation Analyst,red Blak,"San Pedro Garza García, Nuevo León, Mexico",REMOTE,Entry level,Full-time,Telecommunications,,25,Marketing,Sales,,"En redBLak tenemos un problema concreto: la gente contrata su línea pero una parte importante nunca llega a usarla. Tu trabajo es entender exactamente por qué — y proponer qué hay que cambiar para que eso deje de pasar. No ejecutas soporte ni desarrollas producto. Tu output es diagnóstico y recomendación: le dices al equipo dónde está la fricción, por qué está ahí, y qué debería hacer cada quien al respecto. Trabajas de la mano con CX y con Desarrollo, pero tu valor está en lo que encuentras en los datos, no en lo que ejecutas operativamente. Si tu instinto cuando ves un problema es primero entender dónde exactamente se rompe el flujo antes de proponer cualquier solución — este rol es para ti. Lo que vas a hacer: Analizar en qué paso del onboarding (Login, vinculación, configuración, portabilidad) se pierde la gente y por qué. Revisar datos de comportamiento, sesiones grabadas y tickets de soporte para detectar fricciones reales — no asumir, diagnosticar. Estructurar el problema antes de proponer la solución. Aquí no se corre un modelo antes de entender en qué paso exacto se pierde el usuario. Proponer ajustes a la experiencia del cliente con base en evidencia: qué cambiar en el flujo, qué comunicar diferente, dónde intervenir. Medir el impacto de cada cambio implementado: ¿funcionó? ¿cuánto mejoró la activación? Traducir hallazgos en recomendaciones claras para los equipos de CX y Producto. Lo que buscamos: 1–3 años de experiencia en análisis de datos, growth, CRO, analítica de producto o roles similares en empresas digitales — SaaS, fintech, ecommerce, telecom digital o similares. Lo que importa es que hayas trabajado con usuarios reales usando un producto digital y hayas tenido que entender por qué no lo usaban. Comodidad con datos: no necesitas ser experto en SQL, sí saber hacerte las preguntas correctas y encontrar las respuestas en los números. Comunicación escrita clara — tu trabajo es convencer con datos, no solo con intuición. Experiencia o disposición real para aprender herramientas de analítica de comportamiento de usuario (PostHog, Amplitude, GA4 o similares). Uso real y diario de IA — no experimental, no ""lo he probado."" Diario. Ganas de construir en un equipo pequeño donde lo que propones tiene impacto directo y medible.",https://mx.linkedin.com/jobs/view/growth-activation-analyst-at-red-blak-4437556691,4437556691,,,,,,,,,
Líder de Arquitectura de Datos e IA,Azkait,"Monterrey, Nuevo León, Mexico",REMOTE,,Full-time,"Technology, Information and Internet",2026-07-09T15:39:09.772164,25,Design,"Art/Creative,",Information Technology,"Azkait es una empresa Mexicana que busca y conecta el mejor talento IT con empresas Latinoamericanas y de Estados Unidos. Estamos en la búsqueda de tu talento como Lead Data Architect - AI Requisitos: Licenciatura o Ingeniería en Sistemas Computacionales, Informática o afín, pasante / titulado. Inglés conversacional intermedio - avanzado. Experiencia mayor a 5 años implementando arquitecturas de datos en ambientes productivos. Experiencia diseñando arquitecturas de Big Data (Hadoop, Spark o Flink) Dominio avanzado de Python y SQL para procesamiento de datos Experiencia implementando soluciones de Machine Learning o IA Experiencia con herramientas ETL (Talend, NiFi o Informatica) Experiencia en plataformas Cloud (AWS, Azure o Google Cloud) Experiencia liderando equipos técnicos o proyectos de datos Beneficios: Prestaciones de Ley y Superiores Esquema de contratación 100% nómina Sueldo competitivo Aguinaldo de 30 días Prima Vacacional Fondo de Ahorro Vales despensa Ayuda de Gastos escolares Vacaciones de Ley Seguro de Vida SGMM Familiar Plan de pensiones (Opcional) Lugar de trabajo y esquema de trabajo: Modalidad de trabajo Híbrida: 3 días oficina, 2 días remoto. Oficinas ubicadas en Sendero San Jerónimo, Monterrey, N.L.",https://mx.linkedin.com/jobs/view/l%C3%ADder-de-arquitectura-de-datos-e-ia-at-azkait-4437322559,4437322559,,,,,,,,,
NPI Engineer,Carrier,"Santa Catarina, Nuevo León, Mexico",ON-SITE,,Full-time,Wholesale Building Materials,2026-07-09T15:39:29.243718,25,Engineering,Information Technology,,"Build a career with confidence Carrier Global Corporation, global leader in intelligent climate and energy solutions is committed to creating solutions that matter for people and our planet for generations to come. From the beginning, we've led in inventing new technologies and entirely new industries. Today, we continue to lead because we have a world-class, diverse workforce that puts the customer at the center of everything we do. About The Role NPI Engineer supports the development of project plans, schedules and budgets, tracks progress, resolves problems, develops solutions, and forecasts project revenue. Coordinates with other functional organizations. Identifies and addresses project problems, analyzes data gathered, and develops solutions and recommendations to solve problems, meet deadlines and optimize performance. Key Responsibilities Supports the development of project plans, schedules and budgets. Tracks progress, identifies and resolves obstacles to minimize disruption to project schedules to ensure smooth project operations. Forecasts project revenues, monitors costs and re-estimates project costs on a monthly basis to maximize project profitability and ensure business targets are met. Analyzes data gathered and develops solutions or alternative methods of proceeding to optimize performance and increase efficiency of work. Maintains and presents plans and progress reports relating to business aspects of the project(s) to track progress and ensure that established targets are met. Identifies and addresses project problems and recommends resolutions to ensure the successful completion of projects. Facilitates project tasks with the various functional organizations to ensure alignment with overall project objectives. Requirements Requires advanced knowledge obtained through a university degree, combined with experience. University Degree or equivalent minimum of 5 years prior relevant experience or an advanced degree in a related field and a minimum of 3 years experience. Benefits We are committed to offering competitive benefits programs for all of our employees, and enhancing our programs when necessary. Have peace of mind and body with our health insurance Drive forward your career through professional development opportunities Our commitment to you Our greatest assets are the expertise, creativity and passion of our employees.We strive to provide a great place to work that attracts, develops and retains the best talent, promotes employee engagement, fosters teamwork and ultimately drives innovation for the benefit of our customers. We strive to create an environment where you feel that you belong, with diversity and inclusion as the engine to growth and innovation. We develop and deploy best-in-class programs and practices, providing enriching career opportunities, listening to employee feedback and always challenging ourselves to do better. This is The Carrier Way . Join us and make a difference. Apply Now! Carrier is An Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status, age or any other federally protected class. Job Applicant's Privacy Notice Click on this link( opens in new window) to read the Job Applicant's Privacy Notice",https://mx.linkedin.com/jobs/view/npi-engineer-at-carrier-4434893285,4434893285,,,,,,,,,
ANALISTA GOBIERNO Y CALIDAD DE DATOS,CHRISTUS MUGUERZA,Monterrey Metropolitan Area,ON-SITE,Mid-Senior level,Full-time,Hospitals and Health Care,,25,Other,,,"Responsabilidad Mejorar la calidad, así como, administrar la protección de los datos confidenciales y activos de información. Establecer & garantizar el cumplimiento de un marco de gobierno de datos empresariales para políticas, estándares y prácticas de datos, para lograr el nivel requerido de consistencia, calidad y protección. Funciones Proporcionar las herramientas adecuadas para el control y mejora de la calidad de los datos y su trazabilidad. Impulsar la gestión del cambio que asegure el ownership de los datos por parte del negocio. Facilitar el desarrollo e implementación de estándares de calidad de datos, estándares de protección de datos y requisitos de adopción en toda la empresa. Definir indicadores de rendimiento, métricas de calidad. Así como, garantizar el cumplimiento de las políticas, estándares, roles y responsabilidades relacionadas con los datos, y los requisitos de adopción. Asegurar el cumplimiento normativo (seguridad, protección datos, calidad, etc.) ¿Requiere viajar? Si Conocimientos técnicos Excel avanzado Manejo de base de datos (básico) Conocimiento en el desarrollo y establecimiento de procesos, procedimientos, estándares, políticas en relación a la gestión y seguridad de datos Proactivo al cambio y transformación Manejo de Equipos / maquinaria / software: Office Años de experiencia en puesto similar 1 año",https://mx.linkedin.com/jobs/view/analista-gobierno-y-calidad-de-datos-at-christus-muguerza-4437566394,4437566394,,,,,,,,,
Digital Factory – CMES – Senior Developer,Carrier,Monterrey Metropolitan Area,ON-SITE,,Full-time,Wholesale Building Materials,2026-07-09T15:39:29.243730,25,Engineering,Information Technology,,"Build a career with confidence Carrier Global Corporation, global leader in intelligent climate and energy solutions is committed to creating solutions that matter for people and our planet for generations to come. From the beginning, we've led in inventing new technologies and entirely new industries. Today, we continue to lead because we have a world-class, diverse workforce that puts the customer at the center of everything we do. About The Role The Senior Developer – CMES (Ignition) is responsible for designing, developing, and maintaining MES applications using Inductive Automation’s Ignition platform, delivering scalable and reliable digital solutions across manufacturing environments. This role serves as a key technical leader within the MES team, driving architecture decisions, enforcing development standards, and enabling faster delivery through modern engineering practices, including automation and AI-assisted development. Key Responsibilities As a Senior Developer – CMES (Ignition), you’ll be responsible for: Designing and developing MES applications using Ignition (Perspective, Python scripting, Tag architecture, and data modeling) Leading solution architecture, defining integration patterns, and ensuring alignment with enterprise standards Building reusable components, templates, and scalable frameworks Developing and maintaining integrations with ERP systems (e.g., SAP), shopfloor systems (PLCs, SCADA, OPC-UA), and external platforms Ensuring data integrity, performance, and near real-time system availability Defining and executing testing strategies (unit testing, SIT, automation) to ensure solution quality Providing Level 3 support, troubleshooting complex issues, and performing root cause analysis Supporting deployments, go-live readiness, and hypercare phases across global manufacturing sites Maintaining technical documentation, architecture diagrams, and development standards Leveraging AI tools to improve development productivity, code quality, and testing coverage Driving continuous improvement initiatives and adopting emerging technologies in MES environments Requirements We are looking for people who are analytical, hands-on, and solution-oriented, with strong technical leadership and problem-solving skills. If this is you, get in touch. As a minimum you must have: 5+ years of experience in MES or manufacturing application development Strong hands-on expertise in Ignition (Perspective, Python scripting, Gateway configuration, Tags, alarms, historian) Experience implementing Ignition modules and MES solutions Experience working with SQL databases, REST APIs, MQTT, or web services Understanding of manufacturing processes (Work Orders, BOM, Routing, Quality, Traceability, KPIs) Experience integrating MES with ERP systems (preferably SAP or JDE) Strong troubleshooting, debugging, and communication skills Availability to support global operations with flexible working hours Advanced English (written and spoken) Although not necessary, it would be nice if you have : Ignition certification (Core or Gold) Knowledge of high-availability and redundancy architectures Exposure to Industry 4.0 / Smart Factory initiatives Experience supporting multi-site MES deployments Benefits We are committed to offering competitive benefits programs for all of our employees, and enhancing our programs when necessary. Have peace of mind and body with our health insurance Drive forward your career through professional development opportunities Our commitment to you Our greatest assets are the expertise, creativity and passion of our employees. We strive to provide a great place to work that attracts, develops and retains the best talent, promotes employee engagement, fosters teamwork and ultimately drives innovation for the benefit of our customers. We strive to create an environment where you feel that you belong, with diversity and inclusion as the engine to growth and innovation. We develop and deploy best-in-class programs and practices, providing enriching career opportunities, listening to employee feedback and always challenging ourselves to do better. This is The Carrier Way. Join us and make a difference. Apply Now! Carrier is An Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status, age or any other federally protected class. Job Applicant's Privacy Notice Click on this link( opens in new window) to read the Job Applicant's Privacy Notice",https://mx.linkedin.com/jobs/view/digital-factory-%E2%80%93-cmes-%E2%80%93-senior-developer-at-carrier-4434884700,4434884700,,,,,,,,,
Analista Operativo y Comercial,SG Consultores - Promotoria de Mapfre Mexico,"Monterrey, Nuevo León, Mexico",ON-SITE,,Full-time,Insurance,2026-07-09T15:39:29.243736,25,Management,Manufacturing,,"Vacante: ANALISTA SG Consultores – Monterrey, Nuevo León En SG Consultores estamos en búsqueda de talento para integrarse a nuestro equipo como Capturista de Datos , una excelente oportunidad para personas organizadas, responsables y con interés en desarrollarse profesionalmente dentro de una empresa en crecimiento. Perfil Requerido Edad: 20 a 26 años Personalidad proactiva, organizada y responsable Manejo de herramientas básicas de internet y paquetería Office Conocimiento en elaboración de estadísticas y reportes Facilidad de palabra y buena presentación Deseable vivir en zona sur de Monterrey o áreas cercanas a Contry Funciones Principales Captura y actualización de información Recepción de llamadas y canalización Elaboración de reportes y estadísticas Apoyo administrativo en procesos internos Ofrecemos Plan de crecimiento económico: $9,500 mensuales durante los primeros 3 meses de capacitación y $12,000 mensuales al obtener la planta Oportunidad de crecimiento y desarrollo profesional Asuetos bancarios (adicionales a los establecidos por la LFT) Excelente ambiente laboral Capacitación constante Horario Lunes a viernes 9:00 am a 6:00 pm con una hora de comida. Documentación Para Entrevista INE vigente CURP Comprobante de domicilio (no mayor a 3 meses) Ubicación Zona Contry, Monterrey, Nuevo León",https://mx.linkedin.com/jobs/view/analista-operativo-y-comercial-at-sg-consultores-promotoria-de-mapfre-mexico-4434873566,4434873566,,,,,,,,,
