Title,Company,Location,Remote,SeniorityLevel,EmploymentType,Industries,DatePosted,NumApplicants,JobFunction1,JobFunction2,JobFunction3,Description,Url,JobID,ShortDescription,TechStack,YoE,MinLevelStudies,English,OpenAIModel,OpenAIResponseId,OpenAIRawPayload,MinYoE
Software Engineer - ASW,LER TechForce,"Guadalajara, Mexico Metropolitan Area",REMOTE,Mid-Senior level,Full-time,Motor Vehicle Manufacturing and Engineering Services,2026-07-24T14:18:54.121498,25,Engineering,,,"Application Software Engineer – Datalinks Are you looking for a role where you can use your expertise in C software development and vehicle communication protocols to support industry-leading engine and vehicle systems? Would you like to work for a company that provides an innovative work environment, flexible schedules, and ongoing professional development? Who We Are LER TechForce, an LHP affiliate (formerly LHP Engineering Resources), is an industry leader in embedded controls, software, functional safety, and engineering IT talent. For more than 20 years, LER has partnered with customers across North America to solve complex engineering resource challenges. We are currently seeking an Application Software Engineer – Datalinks to support the development and maintenance of software responsible for vehicle and engine communication networks. This role is heavily focused on hands-on C coding, CAN communications, J1939 protocol implementation, and software development throughout the full product lifecycle . The ideal candidate enjoys digging into code, debugging communication issues, and developing high-quality embedded software solutions. What You Will Be Doing Develop and maintain C software for vehicle and engine datalink communications. Design, develop, and verify software supporting CAN and J1939 communication protocols . Create, analyze, and maintain component-level software requirements and specifications. Write clear, testable, and verifiable software requirements using tools such as Windchill . Perform software development from concept through implementation, testing, integration, and validation. Debug communication issues involving CAN/J1939 message transmission, reception, and diagnostics. Modify existing software functions based on Defect Change Requests (DCRs) while maintaining backward compatibility. Conduct unit testing, software-level testing, and bench validation testing. Support software integration activities and troubleshoot issues during system testing. Work closely with software, systems, and cross-functional engineering teams. Create and update Software Requirements Specifications (SRSs) and technical documentation. Support Problem Reports and Change Requests from internal teams and stakeholders. Prepare and deliver technical presentations related to software enhancements and completed DCRs. Ensure engineering documentation is accurate, complete, and compliant with established engineering processes. The Ideal Candidate Will Be Knowledgeable In the Following Areas Required Skills Strong experience with C software development Hands-on coding experience ( manual coding; not model-based development ) CAN communication protocols and network fundamentals Experience debugging embedded software and communication issues Component-level software development and requirements creation Software verification and validation methodologies Excellent written and verbal communication skills Ability to collaborate effectively across multiple engineering disciplines DaVinci Developer and DaVinci Configurator Understanding of vehicle network architectures and serial communication protocols CAN development and diagnostic tools, including: CANoe, CANalyzer, PCAN, etc. Lauterbach Trace32 debugging tools Preferred Skills J1939 protocol experience (highly desired) VectorCAST PREEvision Heavy-duty or medium-duty engine/vehicle software experience What You'll Get Full benefits package including medical, dental, and vision coverage 401(k) with company match Flexible hybrid work schedule Ongoing professional development opportunities Opportunity to work on industry-leading embedded software projects Collaborative engineering environment with exposure to advanced vehicle communication technologies What You'll Need to Be Successful Bachelor's degree in Electrical Engineering, Software Engineering, Computer Engineering, Computer Science, or a related technical discipline. 5+ years of software development experience. Proven experience developing and debugging C application software Ability to write high-quality, testable software requirements and technical documentation. Experience owning development activities through the complete software lifecycle, including requirements, coding, testing, integration, and validation. Familiarity with CAN networking concepts and vehicle communication systems. J1939 experience is preferred but can be taught to candidates with a strong CAN foundation and embedded software background. Autosar familiarity and related toolchain (Vector DaVinci Developer and Configurator) Why This Role? This is an excellent opportunity for an engineer who enjoys hands-on coding and problem-solving . You'll spend the majority of your time developing and debugging embedded software that enables communication between critical vehicle and engine systems, working with CAN and J1939 networks, and supporting innovative datalink solutions across a variety of applications.",https://mx.linkedin.com/jobs/view/software-engineer-asw-at-ler-techforce-4441554830,4441554830,,,,,,,,,
Digital Excellence Analyst,Ingredion Incorporated,"Guadalajara, Mexico Metropolitan Area",REMOTE,Mid-Senior level,Full-time,"Food and Beverage Manufacturing, Food and Beverage Services, and Chemical Manufacturing",2026-07-24T14:18:54.121505,25,Management,Manufacturing,,"About Ingredion Join Ingredion, where innovation impacts lives worldwide! Without even realizing it, you’ve experienced our work in your favorite chocolate, your pet’s food, the paper you write on, and your everyday snacks. As a global powerhouse across more than 60 industries, we harness the potential of natural ingredients to transform lives. Whether you’re just starting your career or bringing years of experience, there's a place for you here to make a real difference. Be part of our team that values a wide range of perspectives and is committed to shaping a better world with every product we create. The Digital Excellence Analyst plays a key role in driving digital transformation and continuous improvement initiatives across the organization. This position is responsible for identifying opportunities to enhance operational efficiency, improve business processes, and maximize the adoption of digital tools and technologies. The analyst will collaborate with cross-functional teams to implement innovative solutions, analyze performance metrics, and promote a culture of digital excellence throughout the business. The Digital Excellence Analyst plays a key role in driving digital transformation and continuous improvement initiatives across the organization. This position is responsible for identifying opportunities to enhance operational efficiency, improve business processes, and maximize the adoption of digital tools and technologies. The analyst will collaborate with cross-functional teams to implement innovative solutions, analyze performance metrics, and promote a culture of digital excellence throughout the business What You Will Do Role Overview Serve as a subject matter expert in data and analytics, providing deep insights and actionable recommendations to drive operational excellence. Design and deliver training programs, workshops, and resources to improve data literacy across Global Operations Analytics Team pillars. Influence and mentor analysts to follow best practices for storytelling through data and effective communication of insights. Guidance and Support Maintain global standards for developing Power BI reports, ensuring consistency and quality across the organization. Provide guidance and support on design and standards foron developing Power BI reports to analysts of the Global Operations Analytics Team. Maintain guidelines primarily considering industry best practices while incorporating feedback from other analysts where appropriate. Work closely with global operations teams to understand their reporting needs and translate them into effective Power BI solutions. Continuos Improvement Identify opportunities for improving reporting processes and tools. Stay current with Power BI developments and industry best practices. Utilize expertise in Power BI reporting and data analytics to identify opportunities for improving and maintaining report documentation process. Implement best practices and innovative solutions to enhance efficiency and effectiveness. Analyze existing report development workflows and recommend improvements to streamline processes and reduce turnaround times for the Global Operations team. Collect and analyze feedback from stakeholders to continuously refine and improve Power BI reports and development practices. Training and Support Provide training and support to users across the organization, with a focus on the Global Operations Analytics Team, to maximize the effective use of Power BI reporting tools. Capability to train and mentor team members on Power BI best practices, fostering a culture of data-driven decision-making. Conduct regular workshops and seminars to keep analysts updated on the latest trends and techniques in data analytics. Provide one-on-one coaching and mentoring to analysts to help them overcome specific challenges and improve their performance. Facilitate knowledge-sharing sessions among analysts to promote collaboration and continuous learning. Maintain a structured onboarding program for new analysts to ensure they quickly become proficient in using Power BI and other analytics tools. Documentation Maintain standards for Power BI report documentation and review, where possible, document data sources for the Global Operations Analytics Team. Create and maintain a central depository housing data sources used across Global Operations Analytics Team pillars. Review New Reports Review new reports developed by analysts from the Global Operations Analytics Team, providing feedback on the report's adherence to standards and guidance on the visuals used to effectively communicate the story. Effectively influence analysts to follow best practices on communicating a clear message in their analysis. Strong written and verbal communication skills to effectively convey data-driven insights to non-technical stakeholders. What You Will Bring Bachelor’s degree in Business Administration, Engineering, Information Technology, Data Analytics, Industrial Engineering, or a related field Proven track record of developing and implementing successful Power BI solutions in a global context. Strong understanding of supply chain and operations within the food ingredients industry. Excellent analytical, problem-solving, and communication skills. Demonstrated ability to develop and execute strategies to support the achievement of business objectives. Strong written and oral communication skills and the ability to communicate at all levels of the organization Who You Are Can communicate effectively to influence others and communicate complex insights. 1-3 years of experience in data and analytics roles. Proficiency in Power BI and other data visualization tools, ensuring the ability to develop and maintain sophisticated reports. Analyze complex data sets, identify trends, and propose actionable insights to drive operational improvements. Cultivate and maintain partnerships across functions, helping teams successfully navigate competing priorities Challenge the status quo and promote bold thinking to create value Why Join Ingredion? Benefits Discover why Ingredion is the ideal place to advance your career with our exceptional rewards and benefits package designed to help you thrive. Create the future with us and enjoy: Total Rewards Package – Competitive salary and performance-based pay recognizing your contributions to our success Comprehensive Benefits & Wellness Support – Health, long-term savings, and resources for your physical, mental, and emotional well-being Career Growth – Learning, training, and development opportunities, including tuition reimbursement Employee Recognition Program – A culture of real-time appreciation, with personalized recognition rewards globally Employee Discount Program – Provides exclusive discounts on everyday products, services, and travel Ingredion uses AI-enabled tools to support parts of the recruitment process, including resume screening and interview scheduling. These tools help match candidate skills to job requirements and streamline communication. All AI-assisted decisions are reviewed by our Talent Acquisition team to ensure fairness and compliance with applicable laws. By applying, you acknowledge that AI may be used to support your application journey. Relocation Available: No",https://mx.linkedin.com/jobs/view/digital-excellence-analyst-at-ingredion-incorporated-4444703555,4444703555,,,,,,,,,
Software Engineer – Frontend,Deluxe,"Guadalajara, Mexico Metropolitan Area",REMOTE,,Full-time,Entertainment Providers,,112,Engineering,Information Technology,,"Job Software Engineer – Frontend Description POSITION TITLE: Software Engineer – Frontend EXPERIENCE: 2-5 years LOCATION: Guadalajara, Mexico (Hybrid) INDUSTRY: Media & Entertainment About The Role We are seeking a Frontend Software Engineer with solid experience in React.js and a good foundation in modern JavaScript/TypeScript. This role will focus on building intuitive, performant, and scalable user interfaces, while also collaborating with backend engineers to consume and integrate APIs. The role is frontend-focused, but exposure to full-stack tasks (basic API integration, debugging backend services) is encouraged. As part of the team, you will work with product managers, UX designers, and senior engineers to deliver high-quality features with minimal guidance. Responsibilities Develop and maintain responsive user interfaces using React.js Build UI components with Material UI (or similar libraries) following design specifications Consume and integrate with REST, GraphQL, and WebSockets, and contribute to API testing and validation Ensure front-end code follows best practices for structure, reusability, and accessibility Leverage AI-assisted development tools to improve coding efficiency and learn best practices, while collaborating with peers to apply AI-driven solutions effectively. Develop and validate responsive, accessible user interfaces in production. Contribute to Agile development processes by participating in sprint planning, daily stand-ups, retrospectives, and ensuring timely delivery of features. Partner with QA to ensure features are well-tested and delivered with high quality. Collaborate closely with product managers and other engineers to deliver features. Write clean, maintainable, and testable code Write unit tests for frontend components under guidance from senior engineers to contribute to overall test coverage. Assist in implementing frontend monitoring, logging, and error tracking tools to ensure reliable user experiences. Work with senior engineers to incorporate security best practices (e.g., XSS, CSRF prevention) into frontend applications. Required Skills & Experience 2–5 years of professional experience in frontend development with React.js and modern JavaScript/TypeScript Exposure to Material UI (or similar component libraries) Exposure to design patterns such as Backend-for-Frontend (BFF) Experience in building responsive, accessible, and scalable UI designs Experience consuming and integrating REST APIs Exposure to GraphQL, WebSocket, or similar API integration methods Basic knowledge of relational and non-relational databases to support API integration and debugging. Exposure to cloud environments (AWS preferred) Exposure to frontend testing frameworks (e.g., Jest, React Testing Library, Cypress). Leverage AI-assisted coding tools with the ability to use them effectively to accelerate learning, coding efficiency, and daily productivity. Familiarity with Git, CI/CD concepts, and Docker for local development Basic understanding of performance tuning and accessibility in web applications Experience working in Agile teams and familiarity with Agile methodologies (e.g., participating in sprint planning, daily stand-ups, and retrospectives). Exposure to frontend observability tools (e.g., Sentry, Datadog, New Relic) for monitoring and error tracking. Exposure to using CDNs (e.g., CloudFront, Akamai) for performance optimization. Awareness of frontend security best practices, including handling authentication flows and preventing common vulnerabilities such as XSS and CSRF. Preferred Qualifications Exposure to state management frameworks (Redux, Recoil, Zustand, etc.) Familiarity with Blazor, Next.js, or other frontend frameworks Exposure to backend integration or full-stack development is a plus. Understanding of module bundlers (Webpack, Vite, Esbuild, Bun, etc.) Exposure to testing or performance profiling tools (e.g., Lighthouse, React Profiler) is a plus. Media & entertainment industry experience is a plus Soft Skills Strong problem-solving and analytical thinking Clear communication and collaboration skills Ability to work in a fast-paced, team-oriented environment Adaptability and eagerness to learn new technologies Ownership and accountability for deliverables Openness to feedback and commitment to continuously improve technical and collaboration skills. About The Company Deluxe, a subsidiary of Platinum Equity, is a global leader in media and entertainment services for film, video, and online content. Since 1915, Deluxe has been the trusted partner for the world’s most successful Hollywood studios, independent film companies, TV networks, exhibitors, advertisers and others, offering best-in-class solutions in post-production, distribution, asset and workflow management, and cloud-based technologies. With headquarters in Los Angeles and offices around the globe, the company employs over 3,500 of the most talented individuals, developers, and industry veterans worldwide. For more information, please visit www.bydeluxe.com.",https://mx.linkedin.com/jobs/view/software-engineer-%E2%80%93-frontend-at-deluxe-4436435397,4436435397,,,,,,,,,
"Data Scientist, MPC.",Herbalife,"Tlaquepaque, Jalisco, Mexico",HYBRID,,Full-time,Wellness and Fitness Services,2026-07-24T14:18:55.701862,117,Engineering,Information Technology,,"Overview Recruiter: Daniel Chacon Position reports to: Vikas Shah Work schedule: Hybrid, going to the office in GDL for 3 days The Role The Data Scientist will be providing dedicated support to all MPC (Member Practices & Compliance) AI/ML initiatives, creating Machine Learning models combining business information and MPC data to correctly target potential Marketing Plan Manipulation and Channel Distribution infractions and developing an automatized risk score prediction for Herbalife Distributors. How You Would Contribute Creation & update of Machine Learning Models using python, in a WW Scale Extraction and analysis of data from PBI Semantic Models/SQL Tables. Ensure data is complete, accurate and aligned with expectations. Improve and maintain production models to ensure the best performance. Understand the business context of requests and drive quality technical solutions to provide results to support business decision making. Communicate conclusions in a clear and concise manner (graphs, charts, PowerPoint and verbal presentations) to technical and non-technical audiences. Create or update ad hoc analysis in response to a business question specifically intended to understand or describe specific Distributor/Customer/Product/Market behavior. What's Special About The Team The Business Insights Group is a team that celebrates individual talents and diverse backgrounds, has trust and respect among team members, supports open communication and truly cares about each other’s success and happiness. We foster knowledge-sharing work environment, we encourage to explore, improve, and think outside the box towards collective decisions, and hold one another accountable for making things happen. Supervisory Responsibilities None Qualifications Skills and background required to be successful: 1+ years of experience with data analysis tools such as Power BI/DAX 1+ years in statistics, data analysis and data visualization. Advanced knowledge of programming languages such as SQL & Python. Knowledge of ML Production Models (Preferable). Ability to research, understand and apply new technologies. Proficiency in Microsoft Office, including advanced level in Excel, PowerPoint, Outlook, Teams. Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy. English language proficiency both verbal and written and communication skills. Good interpersonal and team player skills – proactive and strong customer service oriented. Effectively manage own workload and priorities. Self-starter, intellectually curious and has a strong attention to detail who enjoys working in a fast-paced environment both independently and in a team environment. Knowledge of Herbalife Marketing Plan, compensation structure and business models (Preferable) Education BA/BS in Engineering, Data Science, Computer Science or related field, or equivalent experience. Terms of Use Cookie Policy Privacy Policy",https://mx.linkedin.com/jobs/view/data-scientist-mpc-at-herbalife-4427640308,4427640308,,,,,,,,,
Integration Engineer - Customer Data Platform (CDP),Blend,"Guadalajara, Mexico Metropolitan Area",HYBRID,Mid-Senior level,Full-time,Advertising Services,2026-07-24T14:18:55.701866,25,Marketing,,,"Blend is a premier AI services provider, committed to co-creating meaningful impact for its clients through the power of data science, AI, technology, and people. With a mission to fuel bold visions, Blend tackles significant challenges by seamlessly aligning human expertise with artificial intelligence. The company is dedicated to unlocking value and fostering innovation for its clients by harnessing world-class people and data-driven strategy. We believe that the power of people and AI can have a meaningful impact on your world, creating more fulfilling work and projects for our people and clients. For more information, visit www.blend360.com Job Description We are looking for an Integration Engineer to help design, build, and maintain solutions that connect different data sources and platforms. This role will focus on creating reliable data flows, integrating systems through APIs, and supporting customer data initiatives by ensuring information is accurately collected, processed, and made available across platforms. The ideal candidate has experience working with data integrations, APIs, customer data platforms (CDPs), and modern data technologies. Experience working across different systems, troubleshooting data flows, and collaborating with technical and business teams to deliver scalable solutions is required. Responsibilities Design, develop, and maintain integrations between different systems and platforms using APIs and other integration technologies. Build and support data pipelines that enable the movement and availability of customer data across platforms. Work with customer data platforms (CDPs) and related technologies to support customer data management and activation initiatives. Implement solutions for data matching, identity resolution, and the management of customer identifiers across different systems. Ensure data quality, consistency, and reliability across integrated platforms. Troubleshoot integration issues and identify opportunities to improve existing processes. Collaborate with engineering, data, and business teams to understand requirements and deliver effective solutions. Support secure handling of customer data, including working with encrypted or hashed identifiers. Qualifications Required Skills: Experience building and maintaining production API integrations, including REST APIs, authentication, rate limits, retries, error handling, and scalable integration patterns. Experience with identity resolution, audience matching, and secure handling of hashed identifiers. Strong Python and SQL skills, with experience working directly with cloud data platforms such as Snowflake. Experience designing reusable and scalable integration solutions. Ability to work independently and take ownership of technical initiatives. Nice-to-Have Skills: Experience with Customer Data Platforms (CDPs) or customer data ecosystems. Experience with marketing platform activation APIs or similar technologies, such as mParticle, Segment, LiveRamp, Braze, or equivalent platforms. Experience with first-party data activation, audience management, or marketing technology integrations. Experience working with media, advertising technology, or streaming platforms. Familiarity with CDP governance and modern data engineering practices. Additional Information Our Perks and Benefits: 📚 Learning Opportunities: Certifications in AWS (we are AWS Partners), Databricks, and Snowflake. Access to AI learning paths to stay up to date with the latest technologies. Study plans, courses, and additional certifications tailored to your role. Access to Udemy Business, offering thousands of courses to boost your technical and soft skills. English lessons to support your professional communication. 🛫 Travel opportunities to attend industry conferences and meet clients. 👩‍🏫 Mentoring and Development: Career development plans and mentorship programs to help shape your path. 🎁 Celebrations & Support: Special day rewards to celebrate birthdays, work anniversaries, and other personal milestones. Company-provided equipment. ⚖️ Flexible working options to help you strike the right balance. Other benefits may vary according to your location in LATAM. For detailed information regarding the benefits applicable to your specific location, please consult with one of our recruiters.",https://mx.linkedin.com/jobs/view/integration-engineer-customer-data-platform-cdp-at-blend-4444450762,4444450762,,,,,,,,,
Services Engineer,HP,"Tlaquepaque, Jalisco, Mexico",HYBRID,Mid-Senior level,Full-time,"Computer Hardware Manufacturing, Software Development, and IT Services and IT Consulting",2026-07-24T14:18:55.701868,25,Engineering,Information Technology,,"The Factory Services Image Services Engineer is responsible for the design, development, validation, deployment, and lifecycle management of customized operating system images and software solutions used in factory production environments. This role works closely with customers, Project Managers, Manufacturing Operations, Factory Teams, and Engineering organizations to ensure successful delivery of image-related services while maintaining quality, compliance, and operational excellence. Key Responsibilities Image Engineering & Deployment Design and create customized Windows operating system images based on customer requirements. Configure and validate drivers, applications, security settings, and operating system updates. Support image deployment methodologies including image load and application load services. Manage image version control and release processes for factory production environments. Ensure image compatibility across multiple hardware platforms. Factory Services Support Release validated images to manufacturing sites. Support image reception, image transfers, and production readiness activities. Collaborate with factory teams to resolve image-related production issues. Provide technical guidance during pilot, NPI, and high-volume manufacturing builds. Validation & Quality Assurance Perform image testing and validation against customer requirements. Verify BIOS settings, drivers, applications, and configuration compliance. Conduct root cause analysis for image failures and production defects. Maintain service quality metrics and continuous improvement initiatives. Automation & Tools Support automation efforts that improve image creation, testing, and release processes. Maintain technical documentation and operational procedures. Identify opportunities to reduce manual effort through automation. Customer & Project Management Support Review customer requirements and provide technical recommendations. Work with Project Managers to ensure successful service delivery. Participate in customer meetings, technical reviews, and solution design discussions. Support service implementation throughout the project lifecycle. Operational Excellence Ensure compliance with security, quality, and ISO requirements. Maintain service documentation, SOPs, and knowledge repositories. Support engineering escalations and production-critical incidents. Drive process improvements and standardization initiatives. Required Qualifications Bachelor's degree in Computer Science, Computer Engineering, Information Technology, or related field. Experience with: Windows deployment technologies (WIM, MDT, SCCM/MECM, Autopilot) BIOS configuration and firmware management Driver integration and operating system servicing PowerShell scripting and automation Manufacturing or enterprise deployment environments Strong troubleshooting and analytical skills. Excellent communication and project coordination abilities. Preferred Qualifications Experience with factory manufacturing environments. Experience with image lifecycle management and image version control. Familiarity with virtualization technologies and provisioning systems. Understanding of configuration services, asset management, and production workflows Disclaimer This job description describes the general nature and level of work performed in this role. It is not intended to be an exhaustive list of all duties, skills, responsibilities, knowledge, etc. These may be subject to change and additional functions may be assigned as needed by management. The following posting is a pipeline requisition, meant to accumulate candidates for this role. Qualified applicants will be contacted in concert with the approval and publication of identical, approved positions within HP. Candidates who identify with a group that is historically underrepresented in the technology sector including by not limited to, African American, Latino, Native American, individuals with disabilities and veterans are encouraged to apply.",https://mx.linkedin.com/jobs/view/services-engineer-at-hp-4444749151,4444749151,,,,,,,,,
Data Engineer Lead,Blend,"Guadalajara, Mexico Metropolitan Area",HYBRID,Mid-Senior level,Full-time,Advertising Services,2026-07-24T14:18:55.701869,25,Marketing,,,"Blend is a premier AI services provider, committed to co-creating meaningful impact for its clients through the power of data science, AI, technology, and people. With a mission to fuel bold visions, Blend tackles significant challenges by seamlessly aligning human expertise with artificial intelligence. The company is dedicated to unlocking value and fostering innovation for its clients by harnessing world-class people and data-driven strategy. We believe that the power of people and AI can have a meaningful impact on your world, creating more fulfilling work and projects for our people and clients. For more information, visit www.blend360.com Job Description The Data Engineer Lead is responsible for designing, developing, and supporting data solutions that enable reporting, business intelligence, and predictive analytics across the organization. The role includes modernizing recurring manual reports by converting Excel workbooks, manual data pulls, and repetitive processes into automated data pipelines and scalable BI solutions. In addition, the role is responsible for supporting the team's predictive model production processes, including model scoring, production data preparation, and ensuring reliable operational execution of analytical models. Responsibilities Design, develop, and maintain automated data pipelines and analytics solutions. Automate manual reporting processes and repetitive data workflows. Optimize SQL queries, data models, and processing performance. Support production data preparation and model scoring for predictive analytics. Monitor data quality, troubleshoot pipeline issues, and improve reliability. Collaborate with business and technical stakeholders to deliver scalable data solutions. Promote data engineering best practices and drive continuous improvements. Qualifications Required: Strong experience as a Data Engineer, Analytical Data Engineer, Analytics Engineer, BI Developer, Reporting Engineer, or similar role, with a proven track record of designing, automating, and delivering production reporting and analytics solutions. SQL Server and database expertise. Strong SQL Server development and database management skills, including writing complex queries, optimizing performance, and supporting production reporting and analytical workloads. Ability to translate ambiguous business questions into efficient SQL solutions using joins, window functions, CTEs, and sound data modeling principles. Programming and modern data platforms. Proficiency in Python for automation, data processing, and analytical workflows. Experience working with Databricks to develop, maintain, and support production data pipelines and analytics solutions. Business Intelligence development. Demonstrated experience developing reports and dashboards using Tableau or comparable BI tools. Ability to design reporting solutions that are actively used by the business and clearly communicate the purpose and value of each report. End to end automation. Experience taking recurring reporting processes from manual execution to automated production solutions. Comfortable determining when logic belongs in SQL, Python, or another appropriate technology to build scalable and maintainable data workflows. Predictive model production. Experience supporting predictive model production processes, including model scoring, production data preparation, workflow scheduling, monitoring, troubleshooting, and ensuring reliable operational execution of analytical models. Reverse engineering and reconciliation. Ability to interpret an undocumented Excel report, including its filters, joins, date logic, and business rules, and accurately reproduce it. A disciplined approach to reconciling output against a baseline until every discrepancy is explained. Communication with nontechnical stakeholders. Ability to elicit requirements and business rules from report owners who understand what they need but not how it is built. Preferred: Deep Tableau experience (strong report design in Power BI, Looker, or similar accepted) SQL Server or other Microsoft data platforms Experience with Databricks in production analytics environments Dimensional modeling, including reporting marts, conformed dimensions, and shared fact tables Experience modernizing a portfolio of legacy Excel reports Experience supporting predictive model production or machine learning operations in a production environment Experience in hospitality, vacation ownership, or operational reporting Additional Information Our Perks and Benefits: 📚 Learning Opportunities: Certifications in AWS (we are AWS Partners), Databricks, and Snowflake. Access to AI learning paths to stay up to date with the latest technologies. Study plans, courses, and additional certifications tailored to your role. Access to Udemy Business, offering thousands of courses to boost your technical and soft skills. English lessons to support your professional communication. 🛫 Travel opportunities to attend industry conferences and meet clients. 👩‍🏫 Mentoring and Development: Career development plans and mentorship programs to help shape your path. 🎁 Celebrations & Support: Special day rewards to celebrate birthdays, work anniversaries, and other personal milestones. Company-provided equipment. ⚖️ Flexible working options to help you strike the right balance. Other benefits may vary according to your location in LATAM. For detailed information regarding the benefits applicable to your specific location, please consult with one of our recruiters.",https://mx.linkedin.com/jobs/view/data-engineer-lead-at-blend-4444717127,4444717127,,,,,,,,,
Entry Level Engineer for Automtive IRC301089,GlobalLogic,"Guadalajara, Jalisco, Mexico",ON-SITE,,Full-time,Software Development,2026-07-24T14:19:07.625202,25,Engineering,Information Technology,,"Description Our innovative and growing company is looking for an experienced candidate to fill the position of Software Design Engineer. This project involves working as part of a highly technical and globally distributed development team responsible for designing cutting-edge automotive products. As a member of the technical team, you will have the opportunity to help meet or exceed the release objectives and expectations of our business partners and customers. Below is a list of responsibilities and qualifications for the role. While this represents our ideal candidate profile, we are open to considering applicants who may not meet every requirement but possess sufficient experience and talent. Requirements Minimum 4 years’ Experience Developing & debugging real-time embedded software in a high-level language like C, C++ on POSIX-compliant operating systems like QNX, Android, AutoSAR, Integrity application, Board Support Package (BSP) OR Device Driver Level development in Automotive, Aerospace, IT Medical or Consumer Experience with Clusters, HUD’s or other HMI products. Proven track record of successful launches of automoƟve products, with a comprehensive knowledge of product development pracƟces in a Tier 1 automotve company Experience with Software Development Life Cycle (SDLC). Experience with SDLC management tools. Experience with requirements management / ALM tools Working knowledge of various in-vehicle data networks CAN, LIN, Ethernet, LVDS, SPI,etc. Job responsibilities Review code and Design generated by others to ensure technical quality and compliance as per the industry standards. Ability to architect the software design of a complete embedded system. Knowledge of real-time operating systems. Ability to write, debug, and test embedded C/C++. Experience working with 32-bit microcontrollers. Ability to analyze and interpret microcontroller manuals. Knowledge of the software development life cycle. Knowledge of vehicle communication, such as CAN/LIN/MOST/SPI/Ethernet (TCP/IP). Ability to read, understand, and create diagrams, charts, and schematics. Ability to create software development documents and test specifications. Knowledge of MISRA-C standards. Ability to work independently and in a team environment. Ability to communicate (verbally and in writing) in a clear, concise manner. Knowledge of industry-standard software development processes, as well as the software development life cycle Independently create and update software design documents, adhering to established development process to ensure proper and efficient soŌware design, using state diagrams, block diagrams, and sequence diagrams to illustrate the software structure at higher and lower levels. Write, debug, and test embedded software for automoƟve instrument cluster and HUD systems. Perform QAC check to assure that soŌware code follows MISRA requirements. Lead joint activities with the internal teams to diagnose, root cause and Implement corrective actions for system issues. Review and approve soŌware work products created by peers to ensure completeness and correctness and advise on necessary changes. Provides direct support to the leadership in preparaƟon of reports and related documentation. Lead activities to integrate 3rd party software components into the system Prepare software releases for further testing by internal teams. Decompose a project into schedulable tasks and provide accurate estimates of the duration of each task. What we offer Exciting Projects: Come take your place at the forefront of digital transformation! With clients across all industries and sectors, we offer an opportunity to work on market-defining products using the latest technologies. Collaborative Environment: Expand your skills by collaborating with a diverse team of highly talented people in an open, laidback environment — or even abroad in one of our global centers or client facilities! Work-Life Balance: GlobalLogic prioritizes work-life balance, which is why we offer flexible work schedules.We offer you the best quality of work life so that you exceed the expectations of our clients, while achieving your professional and personal ambitions. Professional Development: Our dedicated Learning & Development team regularly organizes English classes, professional certifications, and technical and soft skill trainings. We also offer the chance to travel internationally Excellent Benefits: We provide our employees with competitive salaries, family medical insurance, extended paternity leave, annual performance bonuses, and referral bonuses. About GlobalLogic GlobalLogic, a Hitachi Group Company, is a trusted digital engineering partner to the world’s largest and most forward-thinking companies. Since 2000, we’ve been at the forefront of the digital revolution – helping create some of the most innovative and widely used digital products and experiences. Today we continue to collaborate with clients in transforming businesses and redefining industries through intelligent products, platforms, and services.",https://mx.linkedin.com/jobs/view/entry-level-engineer-for-automtive-irc301089-at-globallogic-4444797001,4444797001,,,,,,,,,
Ingeniero de Desarrollo,Fresenius Medical Care,"Guadalajara, Jalisco, Mexico",ON-SITE,,Full-time,Hospitals and Health Care,2026-07-24T14:19:07.625209,128,Quality Assurance,"Manufacturing,",Engineering,"Level Description Professional’ Leveling Guide consists of jobs with a professional nature that require “learned knowledge” most often attained through advanced education and experience. This can include business and/or clinical professionals. Market Summary Develops and evaluates quality and system standards to ensure reliability and compliance with company standards and governmental regulatory requirements. Investigates and troubleshoots validation problems. Ensures that corrective measures meet acceptable reliability standards. Verifies calibration maintenance and repairs. Impact Applies practical knowledge of job area typically obtained through advanced education and work experience. Makes decisions regarding own work methods, occasionally in ambiguous situations. Communication Interacts largely with internal peers and contacts. Begins to build internal professional network that may cross department/areas. Influences internal customers within the scope to achieve short term national project objectives. Innovation Modifies existing methods, techniques and/or processes across job areas. Problems and issues faced are in general difficult but not complex. Knowledge Works on assignments of moderate size, scope, diversity, and/or complexity. Performs a variety of assignments, employing diverse methods and skills. Typically requires a bachelor's degree and 2-4 years of experience or an equivalent combination of training and experience.",https://mx.linkedin.com/jobs/view/ingeniero-de-desarrollo-at-fresenius-medical-care-4436142351,4436142351,,,,,,,,,
Ingeniero De Desarrollo-2,Fresenius Medical Care,"Guadalajara, Jalisco, Mexico",ON-SITE,,Full-time,Hospitals and Health Care,2026-07-24T14:19:07.625212,65,Quality Assurance,"Manufacturing,",Engineering,Professional’ Leveling Guide consists of jobs with a professional nature that require “learned knowledge” most often attained through advanced education and experience. This can include business and/or clinical professionals.,https://mx.linkedin.com/jobs/view/ingeniero-de-desarrollo-2-at-fresenius-medical-care-4436142354,4436142354,,,,,,,,,
