Title,Company,Location,Remote,SeniorityLevel,EmploymentType,Industries,DatePosted,NumApplicants,JobFunction1,JobFunction2,JobFunction3,Description,Url,JobID,ShortDescription,TechStack,YoE,MinLevelStudies,English,OpenAIModel,OpenAIResponseId,OpenAIRawPayload,MinYoE
Java Tech Lead,Accenture México,"Monterrey, Nuevo León, Mexico",REMOTE,Mid-Senior level,Full-time,Software Development,2026-04-16T12:53:32.287797,59,Information Technology,Engineering,N/A,"DARE TO BE A PART OF THE CHALLENGE! COME AND JOIN OUR TEAM TOGETHER WE CAN MAKE THE DIFFERENCE! Did you know that Accenture is leading the digital transformation in the World? Accenture is a leading global professional services company, providing a broad range of services and solutions in strategy, consulting, digital, technology and operations. Our main purpose is to collaborate with our clients, so they can become high-performance businesses. Accenture is present in more than 200 cities, 49 countries and approximately 732,000 employees worldwide. Offer Career development according to your profile and interests. Work in one of the best companies and feel proud. Access to an innovative methodology and tools. Direct contact with experts worldwide. Use of work schemes and cutting-edge technologies. Constant training. Work environment based on teamwork and collaboration. Participation in International Projects (3–8 Years Of Experience) Must-have skills: Java Spring Boot Cloud platforms: AWS, Azure, GCP, or OCI Fluent in English Preferred: CI/CD experience Nice to have: Application Developer – Java, Spring Boot, REST APIs, Cloud . Design, build, and configure applications; gather requirements; ensure quality via testing/debugging; follow coding best practices; document and share knowledge. Experience developing applications using event driven architectures Front End technologies such as angular or react is a nice to have skill. Accenture does not discriminate based on race, religion, color, sex, age, disability, nationality, sexual orientation, gender identity or expression, or for any other reason covered by local law.",https://mx.linkedin.com/jobs/view/java-tech-lead-at-accenture-m%C3%A9xico-4390424846,4390424846,"Design, build, and configure applications; gather requirements; ensure quality via testing/debugging; follow coding best practices; document and share knowledge. Experience developing applications using event-driven architectures is also preferred, with additional skills in front-end technologies like Angular or React being a plus.","Java, Spring Boot, AWS, Azure, GCP, OCI, REST APIs, Angular, React, CI/CD",3–8 Years Of Experience,N/A,True,gpt-4o-mini-2024-07-18,resp_0d434c46c8f7a3920069e0dbced60c819589d4ee9aebe8c356,"{""description"": ""Design, build, and configure applications; gather requirements; ensure quality via testing/debugging; follow coding best practices; document and share knowledge. Experience developing applications using event-driven architectures is also preferred, with additional skills in front-end technologies like Angular or React being a plus."", ""english_required"": true, ""minimum_level_of_studies"": ""N/A"", ""tech_stack"": [""Java"", ""Spring Boot"", ""AWS"", ""Azure"", ""GCP"", ""OCI"", ""REST APIs"", ""Angular"", ""React"", ""CI/CD""], ""years_of_experience"": ""3\u20138 Years Of Experience""}",3
Software Developer,ProTrans,"Monterrey, Nuevo León, Mexico",HYBRID,N/A,Full-time,"Transportation, Logistics, Supply Chain and Storage",2026-04-16T12:53:40.290748,25,Engineering,Information Technology,N/A,"PROTRANS DE MEXICO, S DE RL DE CV About The Job Our Software Developer will be responsible for the development and improvement of our ProTrans International supply chain management systems. Location: Hybrid - 2 (or more) days on site required What You'll Be Doing In this role you will perform functions including: Contributing to the architectural design of any new/redesign projects. Maintaining production applications written in C#, .NET Core, OOP, ASP.Net, Kendo UI, jQuery, Entity Framework and SQL Server. Managing projects within Agile SDLC using Azure DevOps. Demonstrating an excellent understanding of .Net framework, OOP, SQL Database concepts. Interacting with business analyst and quality assurance departments to understand business requirements in order to complete technical design documents, coding, unit testing and implementation of projects. Identifying and implementing continuous improvement initiatives to enhance the performance of the position, the team and the company. What We're Looking For Bachelor's degree in Computer Science Technology or equivalent from four-year college or university and/or 3+ years related experience and/or training in computer programming. Ability to communicate technical concepts effectively and clearly. Ability to read, interpret and write technical documentation. Ability to work with mathematical concepts such as probability and statistical inference, and fundamentals of plane and solid geometry and trigonometry. Ability to apply concepts such as fractions, percentages, ratios, and proportions to practical situations. Ability to work with a collaborative and open concept environment with a multifunctional team. What You'll Need For Success C# Experience with NET Framework / NET Core Understanding of Object Orientated code and design HTML/CSS/Javascript/JQuery Experience using ORMs like Entity Framework / Dapper SQL Server Unit Testing Azure Cloud Experience will be a plus Azure DevOps (Git, Pipelines, etc.) will be a plus React or Mobile knowledge will be a plus Well-developed interpersonal, teamwork and customer service skills, inside and outside of department.",https://mx.linkedin.com/jobs/view/software-developer-at-protrans-4402565996,4402565996,"The Software Developer will develop and enhance supply chain management systems, contribute to architectural design, maintain applications, manage projects in Agile SDLC, and engage with cross-functional teams for technical requirements and project implementation.","C#, ASP.Net, NET Core, Kendo UI, jQuery, Entity Framework, SQL Server, Azure DevOps, Unit Testing, HTML, CSS, JavaScript",3+ years,Bachelor,True,gpt-4o-mini-2024-07-18,resp_0eeba571b1e7c59b0069e0dbd4f9e0819fa554d1f11b28d801,"{""description"": ""The Software Developer will develop and enhance supply chain management systems, contribute to architectural design, maintain applications, manage projects in Agile SDLC, and engage with cross-functional teams for technical requirements and project implementation."", ""english_required"": true, ""minimum_level_of_studies"": ""Bachelor's degree in Computer Science Technology or equivalent"", ""tech_stack"": [""C#"", ""ASP.Net"", ""NET Core"", ""Kendo UI"", ""jQuery"", ""Entity Framework"", ""SQL Server"", ""Azure DevOps"", ""Unit Testing"", ""HTML"", ""CSS"", ""JavaScript""], ""years_of_experience"": ""3+ years""}",3
Data Engineer Intern,HEINEKEN MÉXICO,"Monterrey, Nuevo León, Mexico",HYBRID,Internship,Internship,"Food and Beverage Services, Food and Beverage Manufacturing, and Beverage Manufacturing",2026-04-16T12:53:40.290755,45,Engineering,"Analyst,",Information Technology,"Actividades principales: Brindar soporte a procesos de extracción de datos. Analizar datos. Automatizar integraciones con productos de analítica (Python, SQL). Requisitos: Carrera: Ing. en Sistemas, Ing. Tecnologías de la Información o afín. Fecha de graduación: diciembre 2026 o julio 2027. Disponibilidad de 30 horas a la semana. Inglés intermedio-avanzado. Herramientas: Excel (intermedio), Python, SQL, Databricks y Azure. Soft skills: Proactividad, trabajo en equipo, comunicación, trabajo bajo presión y responsabilidad.",https://mx.linkedin.com/jobs/view/data-engineer-intern-at-heineken-m%C3%A9xico-4401102500,4401102500,"Support data extraction processes, analyze data, and automate integrations with analytics products using Python and SQL.","Python, SQL, Databricks, Azure, Excel (intermediate)",N/A,N/A,True,gpt-4o-mini-2024-07-18,resp_07c3ab3ca207f4af0069e0dbd75db0819ea56a790dbc84b477,"{""description"": ""Support data extraction processes, analyze data, and automate integrations with analytics products using Python and SQL."", ""english_required"": true, ""minimum_level_of_studies"": ""Ing. en Sistemas, Ing. Tecnolog\u00edas de la Informaci\u00f3n o af\u00edn"", ""tech_stack"": [""Python"", ""SQL"", ""Databricks"", ""Azure"", ""Excel (intermediate)""], ""years_of_experience"": ""N/A""}",N/A
Software Engineer-3,Rockwell Automation,"Monterrey, Nuevo León, Mexico",HYBRID,N/A,Full-time,Automation Machinery Manufacturing,2026-04-16T12:53:40.290757,25,Engineering,Information Technology,N/A,"Rockwell Automation is a global technology leader focused on helping the world’s manufacturers be more productive, sustainable, and agile. With more than 28,000 employees who make the world better every day, we know we have something special. Behind our customers - amazing companies that help feed the world, provide life-saving medicine on a global scale, and focus on clean water and green mobility - our people are energized problem solvers that take pride in how the work we do changes the world for the better. We welcome all makers, forward thinkers, and problem solvers who are looking for a place to do their best work. And if that’s you we would love to have you join us! Job Description Essential Functions Develop, extend, and test Digital Tools services Design, build, and maintain APIs and user-facing web applications Debug production issues across services and our tech stack Identify design problems and create usable solutions Engage with product owners to determine/refine requirements and prioritize/estimate new features Work with architects to lead architecture discussions and pioneer software development best practices Write high-quality code compliant with enterprise and industry standards Analyze and improve the efficiency of various systems and services Create and execute required test scenarios/plans to ensure complete testing on all new and changed components Help to create a culture of openness, honesty, and transparency Collaborate with capability team to build an agile culture in teams Coordinate with business stakeholders to understand and document business and functional requirements related to the end-user experience Understand user needs based on business and functional requirements, user research, market analysis, customer feedback, and usability findings Build strong relationships with technical and non-technical partners across the organization. Basic Qualifications Bachelor’s Degree or equivalent relevant work experience Legal authorization to work in the US is required. We will not sponsor individuals for employment visas, now or in the future, for this job opening. Preferred Qualifications Typically requires 5+ years of software development experience Experience in systems development lifecycle Experience with Agile development methodologies Cloud-native PaaS hosting experience in Azure Experience building modern, public-facing UIs and APIs consumed by multiple teams Experience with TypeScript and a modern UI framework like React or Vue Experience with .NET, C#, JavaScript, Microsoft SQL/ Azure SQL Experience developing and deploying cloud-based solutions Experience with business complexity and project interdependencies Experience with CI/CD Scripting and Automation with PowerShell, Terraform, YAML Intellectual curiosity and the ability to question thought partners across functional areas Ability to adapt quickly to new technologies and changing business requirements Solid problem-solving skills, attention to detail, and critical thinking abilities Excellent understanding of business complexity and project interdependence Ability to partner with multiple stakeholders and influence project decisions Strong teamwork, customer service and organizational skills Strong knowledge of OOP practices and languages like C# or Java Demonstrated ability to define and maintain automated testing practices Frontend: JavaScript, Typescript, React, Redux Backend: C# .NET 5, RESTful Web API Database: Azure PaaS SQL Source Control: Azure Dev Ops/Git Hub Enterprise (Git) Orchestration/Pipelines: Azure DevOps Infrastructure: Terraform Operating System: Windows Rockwell Automation’s hybrid policy aligns that employees are expected to work at a Rockwell location at least Mondays, Tuesdays, and Thursdays unless they have a business obligation out of the office.",https://mx.linkedin.com/jobs/view/software-engineer-3-at-rockwell-automation-4380968150,4380968150,"Develop, extend, and test Digital Tools services, including designing and maintaining APIs and user-facing web applications. Debug production issues, engage with product owners for requirements, lead architecture discussions, write high-quality code, and improve system efficiency. Collaborate with teams to build an agile culture and document business needs related to the end-user experience.","TypeScript, React, Vue, C#, JavaScript, Microsoft SQL, Azure SQL, .NET, Azure, PowerShell, Terraform, YAML",Typically requires 5+ years of software development experience,Bachelor,True,gpt-4o-mini-2024-07-18,resp_079181b38ca64b080069e0dbdaa2c0819f97de3a7d860a4511,"{""description"": ""Develop, extend, and test Digital Tools services, including designing and maintaining APIs and user-facing web applications. Debug production issues, engage with product owners for requirements, lead architecture discussions, write high-quality code, and improve system efficiency. Collaborate with teams to build an agile culture and document business needs related to the end-user experience."", ""english_required"": true, ""minimum_level_of_studies"": ""Bachelor\u2019s Degree or equivalent relevant work experience"", ""tech_stack"": [""TypeScript"", ""React"", ""Vue"", ""C#"", ""JavaScript"", ""Microsoft SQL"", ""Azure SQL"", "".NET"", ""Azure"", ""PowerShell"", ""Terraform"", ""YAML""], ""years_of_experience"": ""Typically requires 5+ years of software development experience""}",5
Software Engineer-2,Rockwell Automation,"Monterrey, Nuevo León, Mexico",HYBRID,N/A,Full-time,Automation Machinery Manufacturing,N/A,25,Engineering,Information Technology,N/A,"Rockwell Automation is a global technology leader focused on helping the world’s manufacturers be more productive, sustainable, and agile. With more than 28,000 employees who make the world better every day, we know we have something special. Behind our customers - amazing companies that help feed the world, provide life-saving medicine on a global scale, and focus on clean water and green mobility - our people are energized problem solvers that take pride in how the work we do changes the world for the better. We welcome all makers, forward thinkers, and problem solvers who are looking for a place to do their best work. And if that’s you we would love to have you join us! Job Description Essential Functions Develop, extend, and test Digital Tools services Design, build, and maintain APIs and user-facing web applications Debug production issues across services and our tech stack Identify design problems and create usable solutions Engage with product owners to determine/refine requirements and prioritize/estimate new features Work with architects to lead architecture discussions and pioneer software development best practices Write high-quality code compliant with enterprise and industry standards Analyze and improve the efficiency of various systems and services Create and execute required test scenarios/plans to ensure complete testing on all new and changed components Help to create a culture of openness, honesty, and transparency Collaborate with capability team to build an agile culture in teams Coordinate with business stakeholders to understand and document business and functional requirements related to the end-user experience Understand user needs based on business and functional requirements, user research, market analysis, customer feedback, and usability findings Build strong relationships with technical and non-technical partners across the organization. Basic Qualifications Bachelor’s Degree or equivalent relevant work experience Legal authorization to work in the US is required. We will not sponsor individuals for employment visas, now or in the future, for this job opening. Preferred Qualifications Typically requires 5+ years of software development experience Experience in systems development lifecycle Experience with Agile development methodologies Cloud-native PaaS hosting experience in Azure Experience building modern, public-facing UIs and APIs consumed by multiple teams Experience with TypeScript and a modern UI framework like React or Vue Experience with .NET, C#, JavaScript, Microsoft SQL/ Azure SQL Experience developing and deploying cloud-based solutions Experience with business complexity and project interdependencies Experience with CI/CD Scripting and Automation with PowerShell, Terraform, YAML Intellectual curiosity and the ability to question thought partners across functional areas Ability to adapt quickly to new technologies and changing business requirements Solid problem-solving skills, attention to detail, and critical thinking abilities Excellent understanding of business complexity and project interdependence Ability to partner with multiple stakeholders and influence project decisions Strong teamwork, customer service and organizational skills Strong knowledge of OOP practices and languages like C# or Java Demonstrated ability to define and maintain automated testing practices Frontend: JavaScript, Typescript, React, Redux Backend: C# .NET 5, RESTful Web API Database: Azure PaaS SQL Source Control: Azure Dev Ops/Git Hub Enterprise (Git) Orchestration/Pipelines: Azure DevOps Infrastructure: Terraform Operating System: Windows Rockwell Automation’s hybrid policy aligns that employees are expected to work at a Rockwell location at least Mondays, Tuesdays, and Thursdays unless they have a business obligation out of the office.",https://mx.linkedin.com/jobs/view/software-engineer-2-at-rockwell-automation-4380971070,4380971070,"Develop, extend, and test Digital Tools services; design, build, and maintain APIs and user-facing web applications; debug production issues; engage with product owners for requirement refinement; collaborate with architects on best practices; write high-quality code; analyze system efficiency; create and execute testing plans; and foster a culture of transparency and agile methodologies.","TypeScript, React, Vue, C#, JavaScript, Microsoft SQL, Azure SQL, Azure DevOps, PowerShell, Terraform, YAML",5+ years,Bachelor,True,gpt-4o-mini-2024-07-18,resp_077a6fafb928ffbd0069e0dbdd44b48196ad3ca07195365cf1,"{""description"": ""Develop, extend, and test Digital Tools services; design, build, and maintain APIs and user-facing web applications; debug production issues; engage with product owners for requirement refinement; collaborate with architects on best practices; write high-quality code; analyze system efficiency; create and execute testing plans; and foster a culture of transparency and agile methodologies."", ""english_required"": true, ""minimum_level_of_studies"": ""Bachelor\u2019s Degree or equivalent relevant work experience"", ""tech_stack"": [""TypeScript"", ""React"", ""Vue"", ""C#"", ""JavaScript"", ""Microsoft SQL"", ""Azure SQL"", ""Azure DevOps"", ""PowerShell"", ""Terraform"", ""YAML""], ""years_of_experience"": ""5+ years""}",5
Revenue Management Intern,HEINEKEN MÉXICO,"Monterrey, Nuevo León, Mexico",HYBRID,Internship,Internship,"Food and Beverage Services, Food and Beverage Manufacturing, and Beverage Manufacturing",2026-04-16T12:53:40.290763,25,Analyst,"Strategy/Planning,",Management,"Actividades principales: Gestión y actualización de reportes. Creación de reportes ad-hoc y seguimiento de indicadores de competitividad. Análisis de datos comerciales (precios, volumen, promociones). Soporte a múltiples proyectos de forma simultánea. Colaboración interdepartamental con diversos equipos (Marcas, CMI, D&T). Requisitos: Carrera: Lic. Economía, Lic. Finanzas, o afín. Fecha de graduación: diciembre 2026 o julio 2027. Disponibilidad de 30 horas a la semana. Inglés avanzado. Softwares: Excel avanzado (indispensable). Soft skills: Proactividad, analítico y atención al detalle.",https://mx.linkedin.com/jobs/view/revenue-management-intern-at-heineken-m%C3%A9xico-4401119077,4401119077,"Manage and update reports, create ad-hoc reports, and track competitiveness indicators. Analyze commercial data (pricing, volume, promotions) and support multiple projects simultaneously while collaborating with various departments (Brands, CMI, D&T).",Advanced Excel,N/A,Bachelor,True,gpt-4o-mini-2024-07-18,resp_08d5ea76b6ec34920069e0dbe122788191ad8f3e67e85a5949,"{""description"": ""Manage and update reports, create ad-hoc reports, and track competitiveness indicators. Analyze commercial data (pricing, volume, promotions) and support multiple projects simultaneously while collaborating with various departments (Brands, CMI, D&T)."", ""english_required"": true, ""minimum_level_of_studies"": ""Bachelor's degree in Economics, Finance, or related field"", ""tech_stack"": [""Advanced Excel""], ""years_of_experience"": ""N/A""}",N/A
Platform Operations Engineer,GM Financial,"Monterrey, Nuevo León, Mexico",HYBRID,N/A,Full-time,Financial Services,2026-04-16T12:53:40.290765,25,Engineering,Information Technology,N/A,"Job Description GM Financial is set to change the auto finance industry and is leading the path with embarking on tech modernization – we have a startup mindset, preserve our small company culture, in a public company environment with financial stability and intense growth over a decade long history. We are data junkies and trust in data and insights to advance our business objectives. We take our goal of zero emission, zero collision, zero congestion and zero friction very seriously. We believe as the auto finance market leader we are in the driver’s seat to lead us in the GM EV mission to change the world. We are building global platforms, LATAM, Europe, China – our high performing talent needs a high performing leader. GMF is comprised of over 10,000 team members globally. Join our fin-tech culture within a Blue-Chip company where we are changing the way we use technology to support our customers and business. The Platform Engineer in the Loan Originations domain is accountable for building, operating, and evolving the Loan Origination platform. This includes enabling secure, scalable, and resilient platform for applications across LATAM markets, with a focus on automation, observability, high-availability, and compliance. Responsibilities Collaborate with product and business teams to design, build, and operate platform capabilities that accelerate delivery of customer value with high quality, velocity, and safety. Develop and maintain standardized tooling for deploying and running the Salesforce Platform, ensuring alignment with enterprise best practices and Cybersecurity compliance requirements. Continuously evolve the Salesforce platform to adopt modern technologies that improve performance, resiliency, high availability, and cost efficiency. Architect and implement self-service capabilities for the Salesforce team by automating provisioning, deployment pipelines, and observability workflows to reduce operational overhead and eliminate manual touchpoints. Participate in cross-functional initiatives to raise engineering standards and align platform strategy with broader Salesforce release goals. Partner with other Platform, Test and Software Development Engineer’s to establish and best-practices that enable efficient and effective delivery of outcomes for our customers. Build automation for platform operations, infrastructure provisioning, and environment management using tools like Gearset and Azure DevOps. Implement automated controls and compliance checks into the platform to support cybersecurity and audit readiness (e.g., Splunk SIEM integration, SSL enforcement). Participate in on-call rotations to ensure rapid resolution of platform-related incidents, especially during Salesforce and application release windows. Optimize platform FinOps by monitoring usage, cost drivers, and scaling strategies. Ensure robust observability and performance monitoring using Nebula, Azure App Insights, and Splunk. Qualifications Strong experience across the SDLC: system design, scripting, testing, CI/CD, observability, and security. Excellent communication skills (verbal and written), with a customer-focused mindset. Proven ability to drive continuous improvement and adopt a growth mindset. Experience building platforms that support scalable, resilient servicing applications. Deep knowledge of Salesforce platform, Sales Cloud, Service Cloud. Proficient in scripting/programming languages: Apex, JavaScript, HTML, CSS. Hands-on experience with DevOps and SRE tooling: Gearset, Azure DevOps, GitHub, Nebula Logger, Splunk, Azure App Insights. Familiarity with Chaos Engineering principles and practices. Familiarity with AI-assisted development tools and practices. Experience in Agile environments with a track record of driving improvements. Expert in performing Root Cause Analysis and Problem Management 7 or more years in IT/engeneering , including 4 or more years in Platform, Cloud or DevOps roles, with strong expertise in Salesforce and reliability engineering. Bachelor’s degree in computer science or related Engineering field; and/or commensurate experience preferred. Verbal and written proficiency in English, Portuguese and/ or Spanish. Preferred Certifications: Salesforce Certified Platform Administrator Salesforce Certified Platform App Builder GM Financial is an Equal Opportunity Employer. We do not discriminate against any applicant or employee based on race, color, age, gender, marital status, national origin, religion, sexual orientation, gender identity, gender expression, veteran status, disability, or any other that undermines human dignity and aims to nullify or impair people´s rights and freedoms.",https://mx.linkedin.com/jobs/view/platform-operations-engineer-at-gm-financial-4378189814,4378189814,"The Platform Engineer in the Loan Originations domain is responsible for building, operating, and evolving the Loan Origination platform, focusing on security, scalability, automation, observability, high availability, and compliance. The role involves collaborating with product and business teams, developing standardized tooling for Salesforce, implementing self-service capabilities, and optimizing platform operations. Other responsibilities include maintaining robust observability, participating in cross-functional initiatives, and ensuring high-quality delivery of customer value.","Salesforce Platform, Sales Cloud, Service Cloud, Apex, JavaScript, HTML, CSS, Gearset, Azure DevOps, GitHub, Nebula Logger, Splunk, Azure App Insights","7 or more years in IT/engineering, including 4 or more years in Platform, Cloud or DevOps roles",Bachelor,True,gpt-4o-mini-2024-07-18,resp_06e94647fcb281d70069e0dbe383e88193a64b8cac30d34153,"{""description"": ""The Platform Engineer in the Loan Originations domain is responsible for building, operating, and evolving the Loan Origination platform, focusing on security, scalability, automation, observability, high availability, and compliance. The role involves collaborating with product and business teams, developing standardized tooling for Salesforce, implementing self-service capabilities, and optimizing platform operations. Other responsibilities include maintaining robust observability, participating in cross-functional initiatives, and ensuring high-quality delivery of customer value."", ""english_required"": true, ""minimum_level_of_studies"": ""Bachelor\u2019s degree in computer science or related Engineering field; and/or commensurate experience preferred"", ""tech_stack"": [""Salesforce Platform"", ""Sales Cloud"", ""Service Cloud"", ""Apex"", ""JavaScript"", ""HTML"", ""CSS"", ""Gearset"", ""Azure DevOps"", ""GitHub"", ""Nebula Logger"", ""Splunk"", ""Azure App Insights""], ""years_of_experience"": ""7 or more years in IT/engineering, including 4 or more years in Platform, Cloud or DevOps roles""}",4
Ingeniero de Desarrollo Nomina (SuccessFactors),Azkait,"Monterrey, Nuevo León, Mexico",HYBRID,N/A,Full-time,"Technology, Information and Internet",2026-04-16T12:53:40.290767,25,Engineering,Information Technology,N/A,"AZKAIT es una empresa Mexicana que busca y conecta el mejor talento IT con empresas Latinoamericanas y de Estados Unidos. Estamos en la búsqueda de tu talento como Ingeniero de Desarrollo Nomina (SuccessFactors) Requisitos: Ingeniería/Licenciatura en Sistemas, o carrera afín Inglés conversacional fluido (avanzado o intermedio alto) Mínimo 1 año de experiencia trabajando con SuccessFactors módulos: SAP/Nómina, Employee Central, Performance y Recruitment Base sólida en programación, desarrollo, configuración Garantizar la correcta habilitación y optimización de los procesos de nómina utilizando la plataforma SuccessFactors, proporcionando soporte y capacitación a los usuarios, y colaborando estrechamente con el equipo de TI y otros equipos técnicos para mantener la mejora continua y la seguridad de la información. Beneficios : Contratación 100% nómina 30 días de aguinaldo 12 días de vacaciones primer año, con prima vacacional 36% Fondo de Ahorro 8.33% con tope legal Vales despensa Ayuda de Gastos escolares Seguro de Vida Seguro de Gastos Médicos Mayores (en línea directa) Días libres con goce de sueldo Caja de Ahorro Cajón de estacionamiento en el lugar de trabajo Plan de pensiones, de acuerdo con la política de GIS - (Opcional) Venta de productos de empresas filiales Plataforma de aprendizaje para tu desarrollo continuo Seguro Mutualista - Opcional Contratación de seguro de automóvil personal a precio de flotilla - Opcional Lugar y esquema de trabajo : Monterrey o Saltillo (cualquier sede) Híbrido: 2 días en casa, 3 en oficinas",https://mx.linkedin.com/jobs/view/ingeniero-de-desarrollo-nomina-successfactors-at-azkait-4401816228,4401816228,"The role involves ensuring the correct enablement and optimization of payroll processes using the SuccessFactors platform. Responsibilities include providing support and training to users, collaborating with the IT team and other technical teams for continuous improvement and information security.","SuccessFactors, SAP, Employee Central, Performance, Recruitment, Programming, Development, Configuration",Minimum 1 year,Bachelor,True,gpt-4o-mini-2024-07-18,resp_0c58f24d66fbe5d40069e0dbe7663c8193b41a60fa803061d3,"{""description"": ""The role involves ensuring the correct enablement and optimization of payroll processes using the SuccessFactors platform. Responsibilities include providing support and training to users, collaborating with the IT team and other technical teams for continuous improvement and information security."", ""english_required"": true, ""minimum_level_of_studies"": ""Engineering or Bachelor's degree in Systems or related field"", ""tech_stack"": [""SuccessFactors"", ""SAP"", ""Employee Central"", ""Performance"", ""Recruitment"", ""Programming"", ""Development"", ""Configuration""], ""years_of_experience"": ""Minimum 1 year""}",1
Trainee - Desarrollo de software enfocado en IA,NEORIS,"Monterrey, Nuevo León, Mexico",ON-SITE,N/A,Full-time,IT Services and IT Consulting,2026-04-16T12:54:04.517692,25,Other,N/A,N/A,"NEORIS es un acelerador Digital que ayuda a las compañías a entrar en el futuro, teniendo 20 años de experiencia como Socios Digitales de algunas de las mayores compañías del mundo. Somos más de 4,000 profesionales en 11 países, con nuestra cultura multicultural de startup en donde cultivamos innovación, aprendizaje continuo para crear soluciones de alto valor para nuestros clientes. Estamos en búsqueda de Trainee Desarrollador enfocado a IA Requerimientos Estudiante de 6to semestre de Ingenieria en sistemas o afín Conocimientos en Python, Machine Learning Preprocesamiento y análisis de datos Conocimientos en Redes Neuronales y Deep Learning Procesamiento de Lenguaje Natural (NLP) Conceptos matemáticos básicos (álgebra, estadística, probabilidad) Ofrecemos Beneficios adicionales Plan de Desarrollo Profesional Colaboración multicultural Te invitamos a conocernos en http://www.neoris.com, Facebook, LinkedIn, Twitter o Instagram: @NEORIS. Ximena Ramirez LI-XR1",https://mx.linkedin.com/jobs/view/trainee-desarrollo-de-software-enfocado-en-ia-at-neoris-4402650771,4402650771,"Responsible for assisting in the development and implementation of AI-focused solutions, utilizing skills in Python and various machine learning techniques.","Python, Machine Learning, Data Preprocessing, Data Analysis, Neural Networks, Deep Learning, Natural Language Processing (NLP), Basic Mathematical Concepts (Algebra, Statistics, Probability)",N/A,Masters,False,gpt-4o-mini-2024-07-18,resp_08fc305dad3c5a8a0069e0dbec985c8197b0ae8224356423f9,"{""description"": ""Responsible for assisting in the development and implementation of AI-focused solutions, utilizing skills in Python and various machine learning techniques."", ""english_required"": false, ""minimum_level_of_studies"": ""6th semester of Systems Engineering or related field"", ""tech_stack"": [""Python"", ""Machine Learning"", ""Data Preprocessing"", ""Data Analysis"", ""Neural Networks"", ""Deep Learning"", ""Natural Language Processing (NLP)"", ""Basic Mathematical Concepts (Algebra, Statistics, Probability)""], ""years_of_experience"": ""N/A""}",N/A
Ingeniero Junior de Integración Industrial / Backend IoT,Tesis IT & Automation,"Monterrey, Nuevo León, Mexico",ON-SITE,Entry level,Full-time,Information Technology & Services,2026-04-16T12:54:04.517700,25,Engineering,Information Technology,N/A,"Participar en el desarrollo e integración de soluciones industriales enfocadas en comunicación en tiempo real, conectividad de dispositivos y desarrollo de servicios backend para procesamiento de datos. Recién egresado o 0–2 años de experiencia Carreras: Mecatrónica Sistemas / Software Telecomunicaciones Electrónica Integración y comunicación industrial Conocimiento básico de protocolos como MQTT (publish/subscribe, topics, QoS) Entendimiento de integración entre dispositivos, gateways y sistemas Interés en sistemas en tiempo real Fundamentos de redes: TCP/IP VLANs Routing básico Nociones de integración con sistemas SCADA Conocimiento básico de monitoreo de red. Conceptos generales de redes inalámbricas (idealmente 5G , no obligatorio experiencia real) Backend y desarrollo Programación en: C# (Visual Studio) Python Desarrollo y consumo de APIs REST Conocimientos básicos de autenticación (tokens, APIs seguras)",https://mx.linkedin.com/jobs/view/ingeniero-junior-de-integraci%C3%B3n-industrial-backend-iot-at-tesis-it-automation-4402538334,4402538334,"Participate in the development and integration of industrial solutions focused on real-time communication, device connectivity, and backend services for data processing.","C# (Visual Studio), Python, REST APIs, MQTT, TCP/IP, VLANs, Basic routing, SCADA systems, Network monitoring, Wireless networks (5G basics)",0–2 years,N/A,False,gpt-4o-mini-2024-07-18,resp_048b0760f5f9de510069e0dbefd6f4819789306af9ee5ce228,"{""description"": ""Participate in the development and integration of industrial solutions focused on real-time communication, device connectivity, and backend services for data processing."", ""english_required"": false, ""minimum_level_of_studies"": ""Reci\u00e9n egresado"", ""tech_stack"": [""C# (Visual Studio)"", ""Python"", ""REST APIs"", ""MQTT"", ""TCP/IP"", ""VLANs"", ""Basic routing"", ""SCADA systems"", ""Network monitoring"", ""Wireless networks (5G basics)""], ""years_of_experience"": ""0\u20132 years""}",0
