Title,Company,Location,Remote,SeniorityLevel,EmploymentType,Industries,DatePosted,NumApplicants,JobFunction1,JobFunction2,JobFunction3,Description,Url,JobID,ShortDescription,TechStack,YoE,MinLevelStudies,English,OpenAIModel,OpenAIResponseId,OpenAIRawPayload,MinYoE
INGENIERO DE DATOS E IA SR,PiSA Farmacéutica,"Guadalajara, Jalisco, Mexico",REMOTE,,Full-time,Pharmaceutical Manufacturing,2026-06-19T13:43:11.055889,25,Information Technology,,,"Vive tu propósito y marca la diferencia con Grupo PiSA. Con más de 80 años de historia, Grupo PiSA es una empresa 100% mexicana comprometida con la salud y el bienestar de millones de personas, tanto en México como a nivel internacional. Nuestro crecimiento refleja el esfuerzo, la pasión y la dedicación de un equipo enfocado en la excelencia. Únete a nosotros y forma parte de una empresa donde cada día es una oportunidad para vivir ""Una Vida al Servicio de la Vida"". ¡Juntos podemos transformar el futuro de la salud y dejar una huella positiva en el mundo! Tipo de colaborador Confianza Objetivo del puesto Desarrollar componentes de datos e IA con mayor autonomía técnica, asegurando calidad, integración y reutilización para habilitar productos analíticos y soluciones de negocio. Responsabilidades y actividades Desarrollar y entregar componentes, análisis o servicios del frente de Datos e IA conforme a requerimientos definidos. Documentar, validar y asegurar calidad de los entregables bajo su responsabilidad. Coordinar con usuarios internos y equipos relacionados para afinar requerimientos y resolver incidencias. Dar seguimiento a la operación o desempeño de los componentes implementados y proponer mejoras. Experiencia Desarrollo de pipelines, servicios o componentes de datos/IA. ( 3 años) Desarrollo de software, ingeniería de datos o ciencia de datos aplicada. (2 años) Inteligencia Artificial y LLMs (Enfoque Principal): 2.5+ años diseñando e implementando soluciones de IA Generativa (arquitecturas RAG, frameworks como LangChain, LlamaIndex, ADK) y conectando APIs de modelos fundacionales (Anthropic, Gemini, etc.). Data Engineering para IA: 2+ años procesando datos estructurados y no estructurados (textos, PDFs, audios), gestionando bases de datos vectoriales (Weaviate o PGVector) y creando pipelines específicos para alimentar modelos de IA. Cloud y LLMOps: 2+ años desplegando servicios de IA en la nube (ej. AWS Bedrock, Azure OpenAI Service, GCP/Vertex AI) y aplicando prácticas de monitoreo de prompts, costos y latencia (LLMOps). Conocimientos SQL, Python y metodologias ETL. Integración de datalakes, APIs y estructuras de consumo. Buenas prácticas de CI/CD y desarrollo. Fundamentos de modelos analíticos o IA aplicada. Educación Licenciatura en Ciencia de Datos o *Carreras afines Perfil Complementario Experiencia Experiencia con BigQuery, notebooks o herramientas similares. Experiencia en productos analíticos o automatización. Conocimientos Observabilidad de datos y soporte técnico. Fundamentos de genAI o servicios de IA. En Grupo PiSA prohibimos la violencia y la discriminación, promoviendo la igualdad de oportunidades, inclusión y diversidad. Nuestros procesos de selección son GRATUITOS; reporta cualquier irregularidad en lineaeticagrupopisa@letica.email",https://mx.linkedin.com/jobs/view/ingeniero-de-datos-e-ia-sr-at-pisa-farmac%C3%A9utica-4430754147,4430754147,,,,,,,,,
Data Engineer,Infosys,"Guadalajara, Jalisco, Mexico",REMOTE,,Full-time,IT Services and IT Consulting,2026-06-19T13:43:11.055896,28,Information Technology,,,"Data Engineer (Ingeniero de Datos) Location: Mexico (Mexico City, Guadalajara, Monterrey) – Hybrid as per Infosys Mexico policy (CDT/EDT time) Role Overview As Data Engineer you’ll design, build, and maintain modern data pipelines on AWS that power analytics and business decision ‑ making. You’ll work hands ‑ on with services like AWS Glue, Lambda, Step Functions, DMS, and EventBridge to ingest and transform data from multiple sources into scalable data platforms. You’ll store and analyze data using S3, Redshift, and Athena, write clean and efficient data processing logic in Python and SQL, and work with databases such as MySQL, Oracle, and Amazon Redshift. Version control and collaboration are handled through GitHub, and you’ll help ensure data security, auditing, and compliance using AWS CloudTrail. You’ll collaborate closely with analytics, BI, and application teams, playing a key role in delivering reliable, high ‑ quality, production ‑ ready data solutions. Key Responsibilities Design, build, and operate AWS data pipelines using Glue, Lambda, Step Functions, DMS, and EventBridge to ingest and transform data at scale. Manage analytics data platforms on S3, Athena, and Redshift, ensuring performant, well ‑ modeled, and analytics ‑ ready datasets. Develop and maintain data logic using Python and SQL, working across MySQL, Oracle, and Redshift, with clean version-controlled code in GitHub. Ensure reliability, security, and quality through monitoring, logging, data validation, and auditing using AWS CloudTrail and best practices. Basic Qualifications Bachelor’s degree or foreign equivalent in Computer Science or related field. 6+ years of IT experience in data engineering or related technical roles. Bilingual (Spanish & English) – strong verbal and written communication. Proven experience implementing AWS data pipelines. Mandatory Skills AWS Glue, Lambda, Step Functions, DMS, EventBridge. Redshift, Athena, S3. Python. SQL, MYSQL, Oracle. Preferred Skills AWS CloudTrail for security. Familiarity with CI/CD pipelines using GitHub for version control. Hands ‑ on experience with debugging, monitoring, and optimizing production data pipelines. Other Requirements Ability to work under tight timelines and manage complex requirements. Flexible to work during CST/EST time zones and meet for hand-over activities to India team if needed. Self-motivated, proactive, and a strong team player. About Us Infosys is a global leader in next-generation digital services and consulting. We enable clients in more than 50 countries to navigate their digital transformation. With over four decades of experience in managing the systems and workings of global enterprises, we expertly steer our clients through their digital journey. We do it by enabling the enterprise with an AI-powered core that helps prioritize the execution of change. We also empower the business with agile digital at scale to deliver unprecedented levels of performance and customer delight. Our always-on learning agenda drives their continuous improvement through building and transferring digital skills, expertise, and ideas from our innovation ecosystem. EEO Infosys provides equal employment opportunities to applicants and employees without regard to race; color; sex; gender identity; sexual orientation; religious practices and observances; national origin; pregnancy, childbirth, or related medical conditions; status as a protected veteran or spouse/family member of a protected veteran; or disability.",https://mx.linkedin.com/jobs/view/data-engineer-at-infosys-4408879427,4408879427,,,,,,,,,
Data Engineer Advisor,NTT DATA North America,"Guadalajara, Mexico Metropolitan Area",REMOTE,,Full-time,IT Services and IT Consulting,2026-06-19T13:43:11.055898,33,Information Technology,,,"Job Title: Data Engineer Overview We are seeking a Data Engineer responsible for designing, building, and maintaining scalable data pipelines and analytics solutions. This role focuses on enabling reliable data integration, ensuring high data quality, and supporting advanced analytics across the organization. Key Responsibilities Design, develop, and maintain data pipelines and ETL/ELT processes Integrate data from multiple sources into centralized data platforms Ensure data quality, integrity, and consistency across systems Build and optimize data models and data warehousing solutions Support analytics and reporting by delivering clean, curated datasets Collaborate with cross-functional teams including data scientists, analysts, and software engineers Monitor and troubleshoot data workflows and pipeline performance Required Qualifications Strong foundation in software engineering with proficiency in: SQL and Python ETL/ELT tools and frameworks Experience with database platforms: RDBMS: PostgreSQL, SQL Server, MySQL, Oracle NoSQL: MongoDB, Neo4j Hands-on experience building multi-source data pipelines (e.g., Qlik, AWS Glue) Experience working with cloud platforms, preferably AWS Solid understanding of: Data warehousing concepts Data quality and data governance practices Preferred Qualifications Programming experience in Java or C++ Familiarity with machine learning frameworks (TensorFlow, PyTorch, scikit-learn) Knowledge of DevOps practices and tools (GitHub Actions, Terraform) Experience with containerization and deployment (Docker, Kubernetes) Exposure to API development Experience with big data technologies (Hadoop, Spark) Key Skills Data Integration & Pipeline Development Cloud Data Engineering Data Quality & Curation Problem-solving and analytical thinking Collaboration and communication Work Setup Team size: 3 Data Engineers Support structure: 1 senior/lead resource Willingness to work in a collaborative and fast-paced environment",https://mx.linkedin.com/jobs/view/data-engineer-advisor-at-ntt-data-north-america-4411620589,4411620589,,,,,,,,,
Pega Developer,HCLTech,"Zapopan, Jalisco, Mexico",HYBRID,Mid-Senior level,Full-time,IT Services and IT Consulting,2026-06-19T13:43:27.849693,25,Engineering,,,"HCLTech is a global technology company, home to more than 218,000 people across 59 countries, delivering industry-leading capabilities centered around digital, engineering, cloud and AI, powered by a broad portfolio of technology services and products. We work with clients across all major verticals, providing industry solutions for Financial Services, Manufacturing, Life Sciences and Healthcare, Technology and Services, Telecom and Media, Retail and CPG, and Public Services. Consolidated revenues as of 12 months ending September 2024 totaled $13.7 billion. We are looking for PEGA developer Location: Zapopan, Jalisco, Mexico (Remote only from Jalisco )Please apply only if you are willing to move to Guadalajar a Skills: Required Qualifications Bachelor’s degree in Computer Science, Information Technology, or a related field. 3+ years of experience working with Pega PRPC / Pega Platform. Strong knowledge of BPM concepts, case management, and workflow automation. Experience with integrations (REST/SOAP services, APIs). Familiarity with SQL, relational databases, and object-oriented programming principles. Pega certification (e.g., CSA – Certified System Architect ) is required or highly preferred. Strong analytical, problem-solving, and communication skills. Intermediate to advanced English proficiency. Benefits: 100% payroll Saving found Grocery coupons Major and minor medical insurance 30 days of Christmas bonus 12 days of vacations Send your CV in English- rosamaria.marti@hcltech.com",https://mx.linkedin.com/jobs/view/pega-developer-at-hcltech-4429373147,4429373147,,,,,,,,,
Pega PRPC developer,IBM,"Guadalajara, Jalisco, Mexico",HYBRID,Mid-Senior level,Full-time,IT Services and IT Consulting,2026-06-19T13:43:27.849703,25,Engineering,Information Technology,,"Introduction A career in IBM Consulting is built on long-term client relationships and close collaboration worldwide. You’ll work with leading companies across industries, helping them shape their hybrid cloud and AI journeys. With support from our strategic partners, robust IBM technology, and Red Hat, you’ll have the tools to drive meaningful change and accelerate client impact. At IBM Consulting, curiosity fuels success. You’ll be encouraged to challenge the norm, explore new ideas, and create innovative solutions that deliver real results. Our culture of growth and empathy focuses on your long-term career development while valuing your unique skills and experiences. Your Role And Responsibilities As an Application Developer with expertise in Pega, you will design and implement Pega Rules Process Commander (PRPC), Business Applications, and Rules within the BPM Suite. You will also integrate the BPM suite with supporting applications, utilizing your extensive experience with Pega PRPC and the Pega framework. Your primary responsibilities will include: Design and Implement Pega Solutions: Design and implement Pega Rules Process Commander (PRPC), Business Applications, and Rules within the BPM Suite, leveraging your proficiency in the Pega implementation cycle. Integrate BPM Suite: Integrate the BPM suite with supporting applications, applying your knowledge of the Pega framework and BPMS methodology. Develop Complex Interfaces: Design and develop complex BPM application interfaces with Mainframe, web, and client server-based legacy systems, utilizing your business and technical knowledge. Analyze and Recommend: Analyze programs/applications/systems and provide strategic recommendations to management, applying your business and technical expertise. Test and Deploy: Test and deploy Pega applications, ensuring high-quality solutions that meet business requirements. Preferred Education Bachelor's Degree Required Technical And Professional Expertise Pega PRPC developer with hands-on experience contributing to the design, development, and implementation of BPM solutions that streamline operations and enhance customer experience. Strong understanding of Pega rules, case management, decisioning, data pages, integrations, and UI frameworks. Experience with REST/SOAP APIs, SQL, and system debugging tools. Familiarity with Agile/Scrum methodology. - Good communication skills. Excellent problem solving skills, and the ability to collaborate in a global, fast paced environment. Preferred Technical And Professional Experience Proficient English oral and written communication skills",https://mx.linkedin.com/jobs/view/pega-prpc-developer-at-ibm-4417248829,4417248829,,,,,,,,,
Applications Engineer - 17504,Synopsys Inc,"Zapopan, Jalisco, Mexico",ON-SITE,Mid-Senior level,Full-time,"Semiconductor Manufacturing, Software Development, and Computer Hardware Manufacturing",2026-06-19T13:43:45.287793,25,Design,"Consulting,",Engineering,"We Are: At Synopsys, we drive the innovations that shape the way we live and connect. Our technology is central to the Era of Pervasive Intelligence, from self-driving cars to learning machines. We lead in chip design, verification, and IP integration, empowering the creation of high-performance silicon chips and software content. Join us to transform the future through continuous technological innovation. You Are: If you are passionate towards crafting customer success and interested to build exciting career working in cutting edge technology with world’s largest EDA company, then this role meets your requirement. What You’ll Be Doing: You will be developing deep knowledge and technical skills on diverse Synopsys product families such as PrimePower, synthesis solutions such as RTL Architect and Fusion Compiler, and Signoff Solutions such as Timing Constraints Manager and Formality. Working on benchmarks to displace competition implementation solutions. Providing technical solutions by identifying the design and/or EDA tool issues and provide an appropriate solution for customers. Effectively translate the findings into requirements for R&D to improve both tool behavior with enhancements as adaptive long-term solutions. Involved in deployment of new technologies on latest EDA versions and enable customers to migrate to newer versions. Coming up with a proactive understanding of customers' pain point and coming up with innovative solutions to address the same. Closely interacting with Synopsys R&D team and product development team to develop future technologies. This role requires you to act as customers advocate while talking to inhouse R&D and be a product brand ambassador while engaging with customers. The Impact You Will Have: Enhancing the adoption of Synopsys RTL-to-GDSII Solution across the industry. Driving innovation by integrating advanced machine learning techniques into implementation workflows. Strengthening Synopsys' market position as a leader in EDA technologies through exceptional customer support. Contributing to the success of high-performance silicon chip designs through expert guidance and support. What You’ll Need: Bachelor of Science degree in CS/EE. Hands-on experience with System Verilog and Verilog. Programming skills in languages such as C, Perl, Python, TCL. Proficiency in Unix. Good analysis and problem-solving skills. Excellent written and verbal communication skills: Written and spoken English. The Team You’ll Be A Part Of: You will be a key member of the Customer Success Group, working with a talented team dedicated to supporting Synopsys' industry-leading RTL-to-GDSII Design Solution platform. This team is focused on providing top-notch technical support and driving the adoption of advanced implementation technologies to solve complex PPA challenges faced by Synopsys customers. Rewards and Benefits: We offer a comprehensive range of health, wellness, and financial benefits to cater to your needs. Our total rewards include both monetary and non-monetary offerings. Your recruiter will provide more details about the salary range and benefits during the hiring process.",https://mx.linkedin.com/jobs/view/applications-engineer-17504-at-synopsys-inc-4420285870,4420285870,,,,,,,,,
QA/Test Automation in Interoperability,IBM,"Guadalajara, Jalisco, Mexico",ON-SITE,Entry level,Full-time,IT Services and IT Consulting,2026-06-19T13:43:45.287802,25,Quality Assurance,,,"Introduction IBM Storage solutions are the industry’s most trusted data platforms. This is an opportunity for a talented Test Developer to join the growing IBM Storage Systems Assurance team in changing the world. The ideal candidate is a technophile who thrives in a fast-paced environment, is passionate about learning new tools and technologies, and is comfortable interacting with internal and external clients. You will work along multiple talented engineers in driving the automation effort of the storage solutions, create tools that provide the backbone of the quality systems and solve complex problems. Your Role And Responsibilities IBM Storage solutions are the industry’s most trusted data platforms. This is an opportunity for a talented Test Developer to join the growing IBM Storage Systems Assurance team in changing the world. The ideal candidate is a technophile who thrives in a fast-paced environment, is passionate about learning new tools and technologies, and is comfortable interacting with internal and external clients. You will work along multiple talented engineers in driving the automation effort of the storage solutions, create tools that provide the backbone of the quality systems and solve complex problems. Preferred Education Bachelor's Degree Required Technical And Professional Expertise English proficiency Experience with Software testing (Test planning, test execution, defect tracking) Experience with Test automation (Python, JavaScript, Java, or bash) Experience with RHEL/Linux OS, system configuration, and administration (command line) Strong communication skills and ability to work in small teams with testers and developers Preferred Technical And Professional Experience Experience with Operating Systems: Linux, Windows, VMware and Solaris. Experience with protocols: FC, NVMe and iSCSI Experience with networking and Internet technologies like TCP/IP, DNS, HTTP. Experience with Agile Software Development and Test. Experience with Storage concepts. Experience with Infrastructure configuration, management, and troubleshooting",https://mx.linkedin.com/jobs/view/qa-test-automation-in-interoperability-at-ibm-4427879055,4427879055,,,,,,,,,
Senior Principal - Quality Engineering (Guadalajara),Slalom,"Guadalajara, Mexico Metropolitan Area",ON-SITE,,Full-time,Business Consulting and Services,2026-06-19T13:43:45.287805,25,Engineering,Information Technology,,"Who You’ll Work With At Slalom, we co-create custom software, data and cloud products with clients who are ready to accelerate their digital transformation. We're passionate about technology, compelled by its potential as we help create the digital products, experiences, and technology-driven organizations that drive true change. We’re thrilled by the opportunity to build the future we want to see, with anyone willing to join us. Slalom Cloud-Build’s Quality Engineering (QE) discipline brings a modern approach to software quality, playing a critical role in high-velocity software engineering teams. We work with current and emerging tools and techniques to help build reliable, scalable software. Our expertise in software quality principles and techniques enables key principles of whole-team ownership of quality, close proximity of software development and test activities, and reliable, scalable test automation. Our capability is comprised of passionate, flexible technologists who love to practice and hone their craft. As tools evolve and technologies emerge, we work to stay in front of innovation in automated software development and delivery. We work in cross-functional teams to build full-stack solutions across a range of established and emerging technologies and techniques, including: Front end applications targeting native mobile and modern web platforms. Examples include React, Native iOS/Android, and Vue. APIs and back-end services built using emerging frameworks and architectural patterns. Examples include microservices, Node, Typescript, Java and .Net. Hosting and application services provided by industry leading cloud providers. Examples include AWS, Azure and GCP. Data Engineering applications for real-time data solutions, data platforms, visualization, machine learning, and artificial intelligence. Operational efficiencies leveraging modern ecosystems and automated build and deployment pipelines. Collaborative build practices that allow our teams to be agile and responsive to our clients’ needs. We are looking for candidates who are interested in working in a hybrid environment as we build the foundation and grow our team in Guadalajara. We offer a flexible working environment to balance the need to work independently, with days that may require in-person collaboration at our office. What You’ll Do As a Senior Principal, you will bring leadership to complex project delivery and to the QE discipline. You will guide Slalom teams and clients on how to shape and implement a quality strategy, tailored to a variety of project types. You will have a hand in the development and operations of the capability, and will be seen as a dedicated people leader, mentor, and coach. As an emerging thought leader, you will frequently share new ideas and points of view on the craft of quality engineering and contribute to capability initiatives. You will contribute to hiring and the growth of our capability. You will be active in your Build’s culture and community. Specifically, you will: Define holistic quality approaches for large client engagements Influence direction for complex, multi-workstream architectures Participate in Discovery and Delivery activities to set future teams up for success Define robust test automation architecture and apply and evolve open-source frameworks Architect trusted test automation patterns with high reliability and relevancy Coach project team members, and assist them in performing their project work Serve as a people leader, responsible for career development, performance evaluation, and alignment of people to client projects Support skill and behavioral interviews for new hire candidates Support business development activities as a Quality Engineering subject matter expert What You’ll Bring As a Senior Principal in the Quality Engineering discipline, you apply domain expertise to shape and deliver solutions to client challenges. You leverage your consulting skills and a breadth of delivery experience to collaborate closely with peers in other capabilities and lead teams to deliver high quality software. Your expertise and experience allow you to contribute as a leader to solution architecture, deployment pipelines, and modern software quality approaches that delight our clients. You bring a dynamic set of technical skills that allow you to advise clients, architect and implement code-based solutions, and lead teams. Your communication skills equip you to successfully manage client relationships, adapt to change, and solve problems effectively. You are considerate and efficient in the use of communication channels to interact across teams and our capability. You seek support from your peers and leaders when needed to work through challenging scenarios. Your organizational skills allow you to context-switch between a wide range of responsibilities. You balance your time between client work, people leadership, and capability-specific initiatives. You value teamwork, and you show up reliably to accomplish tasks or achieve outcomes with your peers and leadership team. You leverage your learning mindset to quickly expand and deepen your technical delivery and leadership skills. You form meaningful connections with your peers and leaders who can support your growth. A computer science-based mindset is needed; a technology-based education is helpful. About Us Slalom is a fiercely human business and technology consulting company that leads with outcomes to bring more value, in all ways, always. From strategy through delivery, our agile teams across 52 offices in 12 countries partner with clients to co-create powerful customer experiences, modern ways of working, and meaningful impact. What sets us apart? We believe work should be challenging and fulfilling, not perfect, but possible. That’s why we prioritize purpose, flexibility, connection, and recognition, so our people can thrive and love what they do, most days.",https://mx.linkedin.com/jobs/view/senior-principal-quality-engineering-guadalajara-at-slalom-4429318701,4429318701,,,,,,,,,
Lead Data Engineer,Ziff Davis,"Guadalajara, Jalisco, Mexico",ON-SITE,,Full-time,"Technology, Information and Internet",2026-06-19T13:43:45.287808,25,Information Technology,,,"Description Position at VIPRE Security Group The Opportunity: We are looking for a highly skilled Senior Data Engineer to join our data team. This role is ideal for someone with deep experience in cloud-native data engineering (preferably AWS), combined with the flexibility to work across a variety of platforms, tools, and business use cases, especially in marketing, billing, and customer lifecycle analytics. You’ll work with complex data sources like Zuora, RevenueCat, Salesforce, and affiliate platforms, and bring them into a unified, trusted data layer. You’ll partner closely with Martech, BI, and business teams to ensure data is accurate, usable, and aligned with business needs. Key Responsibilities: Own the design and architecture of scalable data pipelines and data models using AWS (S3, Glue, Redshift, Athena, Lambda, Step Functions) Build and optimize ETL/ELT workflows using APIs, SFTP, and third-party integrations Integrate data from Salesforce, Zuora, RevenueCat, affiliate platforms and legacy systems. Define and implement data modeling standards (e.g., star schemas, warehouse best practices) Structure subscription data (MRR, churn, entitlements, refunds, LTV) to support attribution, performance, and revenue analytics Collaborate with Martech, Finance, and Product teams to translate requirements into clean, reusable datasets Prepare datasets for BI tools (QuickSight, Looker, Tableau) and support reporting use cases Ensure data quality and reliability through monitoring, alerting, logging, and validation checks Identify and resolve pipeline issues at the root cause and improve system stability Implement CI/CD and version control practices using Git and related tools Mentor and guide junior engineers on best practices and implementation Job Qualifications: 5+ years of experience in data engineering Deep experience with AWS data services (Redshift, Glue, Athena, Transfer Family, S3, EventBridge, Lambda, CodeBuild, IAM, etc.). Strong Python and SQL skills (complex queries, transformations, optimization) Hands-on experience building pipelines using APIs, file ingestion (SFTP), and third-party integrations Strong understanding of data modeling and data warehouse design (Kimball or similar) Experience working with relational databases (PostgreSQL, MySQL, Redshift) Familiarity with CI/CD workflows and version control (Git) Experience working with subscription or SaaS metrics (MRR, churn, LTV, etc.) Nice to Have: Experience with Zuora, RevenueCat, Salesforce, or similar platforms Exposure to BI tools (QuickSight, Looker, Tableau) Experience supporting marketing attribution and lifecycle analytics Experience with data testing or validation frameworks Knowledge of data governance, privacy, and security best practices in enterprise environments. About VIPRE VIPRE Security Group, part of Ziff Davis Inc. (NASDAQ: ZD), is an award-winning global cybersecurity, privacy and data protection company. VIPRE Security Group is a global organization that protects millions of consumers and businesses including some very well-known brands. Backed by cutting-edge machine learning, one of the world’s largest threat intelligence clouds and real-time behaviour monitoring, the VIPRE Security Group delivers unmatched protection against today’s most aggressive threats. About Ziff Davis Ziff Davis (NASDAQ: ZD) is a vertically focused digital media and internet company whose portfolio includes leading brands in technology, shopping, gaming and entertainment, connectivity, health, cybersecurity, and martech. Today, Ziff Davis is focused on seven key verticals – Technology, Connectivity, Shopping, Entertainment, Health & Wellness, Cybersecurity and Marketing Technology. Its brands include IGN, Mashable, RetailMeNot, PCMag, Humble Bundle, Spiceworks, Ookla (Speedtest), RootMetrics, Everyday Health, BabyCenter, Moz, iContact and Vipre Security. Our Benefits VIPRE Security Group offers competitive salaries in addition to robust, health and wellness-focused benefits. We are committed to work-life balance with paid time off when you need it. At Ziff Davis, we remain dedicated to creating an environment where everyone feels valued, respected, and empowered to succeed. We offer Employee Resource Groups, company-sponsored events, and regular opportunities for professional growth through educational support, mentorship programs, and career development resources. Our employees are recognized and celebrated through employee engagement programs and recognition awards. If you're seeking a dynamic and collaborative work environment where you can see the direct impact of your performance and thrive both personally and professionally, then VIPRE Security Group is the place for you. Compensation Range Ziff Davis provides a range for the base pay. Factors that may be used to determine your actual pay may include your specific job related knowledge, skills, experience, and geographic location. The salary compensation for this role is 800,000MXN to 1,100,000 MXN. Individual pay within the compensation range for this business unit specific role is determined based on a variety of factors including experience, scope of the role, capabilities to perform the role, education and training, as well as business and company performance. Ziff Davis is an Equal Opportunity Employer. At Ziff Davis, Diversity, Equity, and Inclusion (DEI) has always been about fairness, equal opportunity, and belonging. DEI enables us to attract and retain the best talent, regardless of background or circumstances, while enabling our thousands of employees worldwide to thrive . If you have a disability or learning difficulty that requires accommodation, please let us know by sending an email to [email protected]",https://mx.linkedin.com/jobs/view/lead-data-engineer-at-ziff-davis-4430957041,4430957041,,,,,,,,,
Software Engineer - Senior - ITSM,Cummins Latin America,"Guadalajara, Jalisco, Mexico",ON-SITE,,Full-time,Manufacturing,2026-06-19T13:43:45.287811,25,Engineering,Information Technology,,"At Cummins, we believe your passion is your power. Supercharge your career with the support of a global team that empowers you to do your best work. We are looking for a talented Software Engineer - ITSM to join our team, specializing in Systems/Information Technology , located in Guadalajara, Mexico. (Hybrid role: 3 days onsite, 2 days home office) Job Summary Responsible for developing software programs per technical specifications following programming standards and procedures, performing testing, executing program modifications, and responding to problems by diagnosing and correcting errors in logic and coding. Key Responsibilities Ensures secure coding and UI standards and best practices are applied during development. Provides input and contributes to the enhancement and maintenance of applications and programs. Leads efforts to configures, analyzes, designs, develops, and maintains program code and applications. Performs detailed and complex unit testing and secure code testing, and issues resolution. Drives and supports the process for source code management. Contributes to integration, systems, and performance testing and tuning of code. Participates in peer secure code reviews. Define and promote opportunities for re-usability of code, configurations, procedures, and techniques. Design, develop, troubleshoot, and deploy technical solutions on the ServiceNow platform, focusing on ITSM modules like Incident, Problem, and Change Management to meet organizational goals. Implement and debug technical solutions with an emphasis on quality and efficiency. Create and configure Business Rules, UI Policies, UI Actions, Client Scripts, Script Includes, ACLs, etc. Develop and maintain automated test scripts with ServiceNow’s Automated Test Framework (ATF) for both functional and regression testing. Participate in design and code reviews to verify the development team's comprehension of specifications and compliance with coding standards. Utilize automation where possible to facilitate effective build and deployment processes. Assists technical and infrastructure teams in understanding ServiceNow design and specs, collaborates across functions to deliver quality solutions and improve processes. Contribute to IT standards, processes, procedures, guidelines, and end-user support documentation. Delivers level 3 support for high-priority issues. Offers training to end users and junior team members as required. Education, Licenses, Certifications College, university, or equivalent degree in Computer Science, Information Technology, Business, or related subject, or relevant equivalent experience required. This position may require licensing for compliance with export controls or sanctions regulations. To be successful in this role you will need the following: Must Have Skills 4 years of experience with software design and ServiceNow development. Proficiency in ServiceNow ITSM, including platform analytics, dashboards, reports, and implementation of catalog items and record producers. Knowledge of Virtual Agent and Agent Chat capabilities. Experience in working with Web technologies, including API, JavaScript, HTML, and CSS. Familiarity with ServiceNow development tools such as Flow Designer, Studio IDE, and Update Sets. Experience with ServiceNow integration with 3rd party software and applications. Strong problem-solving abilities, communication skills, teamwork, and a solution-focused mindset. Advanced English Level Nice To Have ITIL v3 or v4 foundations certification, solid knowledge of Agile delivery, and ServiceNow application developer/system administrator certifications highly preferred. Experience Significant relevant experience required. 5-7 years of experience. Job Systems/Information Technology Organization Cummins Inc. Role Category On-site with Flexibility Job Type Exempt - Experienced ReqID 2428271 Relocation Package No 100% On-Site No",https://mx.linkedin.com/jobs/view/software-engineer-senior-itsm-at-cummins-latin-america-4429375469,4429375469,,,,,,,,,
