Title,Company,Location,Remote,SeniorityLevel,EmploymentType,Industries,DatePosted,NumApplicants,JobFunction1,JobFunction2,JobFunction3,Description,Url,JobID,ShortDescription,TechStack,YoE,MinLevelStudies,English,OpenAIModel,OpenAIResponseId,OpenAIRawPayload,MinYoE
Data Engineering AI/ML,Net2Source (N2S),"Guadalajara, Mexico Metropolitan Area",REMOTE,Mid-Senior level,Contract,Public Health and Banking,2026-05-29T13:36:13.451840,30,Finance,,,"AI Evaluation & Data Engineering Specialist Guadalajara MX We are looking for AI Evaluation & Data Engineering Specialists to design, curate, and operationalize datasets and evaluation frameworks for AI product performance assessment. This role involves working with large language models (LLMs), human raters, and automation tools to measure model accuracy, correctness, and usability. Key Responsibilities Build and maintain evaluation datasets for AI models across programming languages (Python, Golang, JavaScript, Java). Develop and apply data labeling and scoring guidelines based on Google’s evaluation framework. Implement LLM-judge calibration workflows to align automated and human evaluations. Perform error analysis, drift detection , and regression testing of AI model outputs. Collaborate with automation engineers to integrate datasets into evaluation pipelines. Support rater training , inter-rater reliability checks, and dataset validation reviews. Manage data quality assurance and documentation for contributions to Google-maintained repositories. Required Skills & Experience 4–8 years of experience in AI/ML data operations , evaluation , or data engineering . Proficiency in Python (mandatory) for dataset manipulation, analysis, and scripting. Experience with LLM evaluation , prompt engineering , or text generation quality assessment . Familiarity with Gemini CLI, Vertex AI, or LangChain evaluation tools . Strong understanding of data curation, annotation workflows , and labeling quality metrics . Hands-on with Git-based repositories and CI/CD data workflows. Excellent analytical and problem-solving skills with attention to detail. Preferred Qualifications Experience evaluating code-generation or NLP-based AI products. Exposure to data governance and privacy compliance frameworks . Background in computer science, data science, or linguistics preferred.",https://mx.linkedin.com/jobs/view/data-engineering-ai-ml-at-net2source-n2s-4416424246,4416424246,,,,,,,,,
Digital Data & Analytics Specialist,Henkel,"Guadalajara, Jalisco, Mexico",REMOTE,Mid-Senior level,Full-time,Chemical Manufacturing and Manufacturing,2026-05-29T13:36:13.451847,25,Design,"Art/Creative,",Information Technology,"About this Position The Digital Data & Analytics Specialist is responsible for managing and integrating multiple data sources into a centralized environment, transforming complex datasets into actionable insights that drive business performance. This role combines data engineering, analytics, and business understanding to support eCommerce growth, media effectiveness, and strategic decision-making through robust dashboards and analytical reporting. What You´ll Do Manage and optimize data extraction platforms, consolidating multiple data sources into a unified internal ecosystem. Ensure data consistency, accuracy, and accessibility across business functions. Connect disparate data streams to create a holistic view of business performance. Analyze quantitative data to identify trends and generate insights on consumer behavior in eCommerce. Provide recommendations on stock management, demand forecasting, portfolio optimization, and promotional strategies. Evaluate media performance by analyzing investments and identifying correlations, including ROAS (Return on Ad Spend) insights. Design, build, and maintain dynamic dashboards that provide clear visibility into key business metrics. Automate data processing and reporting workflows to improve efficiency and reduce manual effort. Continuously enhance reporting tools to align with evolving business needs. Review qualitative and quantitative reports to extract insights on consumer behavior, market trends, and platform updates. Synthesize complex information into concise, actionable reports for stakeholders. Collaborate closely with cross-functional teams (eCommerce, Marketing, Sales, Media) to support data-driven decision-making. Align with internal stakeholders to ensure analytics outputs are relevant, actionable, and aligned with business priorities. Provide ongoing analytical support and recommendations to improve overall business performance. What makes you a good fit Bachelor’s degree in Engineering, Statistics, Economics, Business Administration, or related fields. Experience in data analysis, business intelligence, or similar roles. Experience working in eCommerce, digital marketing, or media environments. Proficiency in data visualization tools (Power BI, Tableau, Looker, or others). Experience in data management and transformation (SQL, advanced Excel; Python). Analytical mindset with a results-oriented approach. Ability to translate complex data into clear, actionable insights. Strong organizational skills and attention to detail. Effective communication with non-technical stakeholders. Proactive attitude and focus on continuous improvement. Some perks of joining Henkel Flexible work scheme with flexible hours, hybrid work model, and work from anywhere policy for up to 30 days per year Diverse national and international growth opportunities Global wellbeing standards with health and preventive care programs Gender-neutral parental leave for a minimum of 8 weeks Employee Share Plan with voluntary investment and Henkel matching shares Flexible Benefits Meal vouchers Savings fund Friday early finish At Henkel, we come from a broad range of backgrounds, perspectives, and life experiences. We believe the uniqueness of all our employees is the power in us. Become part of the team and bring your uniqueness to us! We welcome all applications across different genders, origins, cultures, religions, sexual orientations, disabilities, and generations.",https://mx.linkedin.com/jobs/view/digital-data-analytics-specialist-at-henkel-4420925388,4420925388,,,,,,,,,
Desarrollador Junior,Casa de Bolsa Finamex,"Guadalajara, Mexico Metropolitan Area",ON-SITE,Executive,Full-time,Computer and Network Security and IT Services and IT Consulting,2026-05-29T13:36:25.423742,35,Information Technology,Project Management,,"Nueva oportunidad como ""Desarrollador Jr."" en Guadalajara. Objetivo del puesto: Apoyar en el desarrollo de soluciones tecnológicas para la Casa de Bolsa. Principales Requisitos: Egresado de las carreras de Ciencias de la computación a fines. Experiencia en el puesto de 3 años en adelante. Manejo de lenguaje SQL por lo menos por 3 años. Manejo básico de bases de datos relacionales (MS-SQL) por lo menos 1 año Experiencia en el desarrollo de sistemas bajo tecnología .NET, ya sea con .NET Framework 4.8, .NET Core 3 o .NET 5 o superior Deseables: Conocimientos de metodologías Agiles (KANBAN o SCRUM) Desarrollo de aplicaciones de escritorio bajo el esquema de WPF. Conocimiento en sistemas de control de versiones (SVN o Git) Opcionales: Experiencia en desarrollo Web. Conocimiento de bases de datos no relacionales o NO-SQL. Desarrollo mediante MVVM o MVC. Principales Actividades: Investigar las nuevas tecnologías que se implementarán en los proyectos para su documentación e implementación. Implementación de reportes y soporte a los reportes ya existentes. Auxiliar en el soporte de actividades de documentación y elaboración de requerimientos para los proyectos del área. Auxiliar en las actividades de pruebas internas y procesos de la casa de bolsa (RDP) Apoyar a los miembros del área en las necesidades que surjan debido a las actividades. Propuesta de nuevas opciones de desarrollo para proyectos de migración Resolver los problemas tecnológicos que se le presenten. Finamex Casa de Bolsa te ofrece: Sueldo Competitivo Prestaciones superiores a las de ley. Seguro de Vida. Seguro de Gastos Médicos Mayores. Fondo de Ahorro 6.7% Aguinaldo 30 días. Prima Vacacional 25% Utilidades (PTU)",https://mx.linkedin.com/jobs/view/desarrollador-junior-at-casa-de-bolsa-finamex-4419312854,4419312854,,,,,,,,,
Data Engineer Advisor,NTT DATA North America,"Guadalajara, Mexico Metropolitan Area",ON-SITE,,Full-time,IT Services and IT Consulting,2026-05-29T13:36:25.423748,25,Information Technology,,,"Job Title: Data Engineer Overview We are seeking a Data Engineer responsible for designing, building, and maintaining scalable data pipelines and analytics solutions. This role focuses on enabling reliable data integration, ensuring high data quality, and supporting advanced analytics across the organization. Key Responsibilities Design, develop, and maintain data pipelines and ETL/ELT processes Integrate data from multiple sources into centralized data platforms Ensure data quality, integrity, and consistency across systems Build and optimize data models and data warehousing solutions Support analytics and reporting by delivering clean, curated datasets Collaborate with cross-functional teams including data scientists, analysts, and software engineers Monitor and troubleshoot data workflows and pipeline performance Required Qualifications Strong foundation in software engineering with proficiency in: SQL and Python ETL/ELT tools and frameworks Experience with database platforms: RDBMS: PostgreSQL, SQL Server, MySQL, Oracle NoSQL: MongoDB, Neo4j Hands-on experience building multi-source data pipelines (e.g., Qlik, AWS Glue) Experience working with cloud platforms, preferably AWS Solid understanding of: Data warehousing concepts Data quality and data governance practices Preferred Qualifications Programming experience in Java or C++ Familiarity with machine learning frameworks (TensorFlow, PyTorch, scikit-learn) Knowledge of DevOps practices and tools (GitHub Actions, Terraform) Experience with containerization and deployment (Docker, Kubernetes) Exposure to API development Experience with big data technologies (Hadoop, Spark) Key Skills Data Integration & Pipeline Development Cloud Data Engineering Data Quality & Curation Problem-solving and analytical thinking Collaboration and communication Work Setup Team size: 3 Data Engineers Support structure: 1 senior/lead resource Willingness to work in a collaborative and fast-paced environment",https://mx.linkedin.com/jobs/view/data-engineer-advisor-at-ntt-data-north-america-4411620589,4411620589,,,,,,,,,
Líder de Proyectos -Desarrollos .NET C#,JM Group,"Guadalajara, Jalisco, Mexico",ON-SITE,Entry level,Full-time,Human Resources Services,2026-05-29T13:36:25.423751,25,Project Management,Information Technology,,"Se Solicita: Líder de Proyecto IT Horario de Trabajo: Lunes a Viernes de 08:30pm a 02:30pm y de 5pm a 7pm (2 horas y 30 minutos de comida). Descansan Sábados y Domingos. Actividades Generales: Coordinar y dar seguimiento a los proyectos en conjunto con la dirección interna. Supervisar y apoyar al equipo de desarrolladores durante el desarrollo de las aplicaciones. Desarrollar y/o dar soporte a aplicaciones de escritorio. Diseño y arquitectura de sistemas de información Diseñar, desarrollar y administrar bases de datos (SQL Server 2005 o superior), incluyendo: -Stored Procedures-Vistas-Scripts-Transacciones Trabajar con motores de base de datos como IDM, Oracle, DB2 o Sybase. Implementar y dar mantenimiento a sistemas desarrollados en lenguaje Java y manejo de expresiones lambda. Realizar funciones tanto técnicas como administrativas relacionadas con los proyectos Requisitos: Indispensable experiencia programando en aplicaciones .net y en c# Ofrecemos: Sueldo inicial: $35,000 a $40,000 mensuales brutos, según experiencia. Prestaciones de ley Pago quincenal a través de Bansi Seguro de Gastos Médicos Mayores Pago de utilidades Seguro de Vida Fondo de ahorro del 3% Reparto de utilidades equivalente a un mes Prima vacacional pagada al 50%.",https://mx.linkedin.com/jobs/view/l%C3%ADder-de-proyectos-desarrollos-net-c%23-at-jm-group-4420616927,4420616927,,,,,,,,,
Senior Test Engineer,Flex,"Guadalajara, Jalisco, Mexico",ON-SITE,,Full-time,"Appliances, Electrical, and Electronics Manufacturing",2026-05-29T13:36:25.423754,25,Design,,,"Flex is the diversified manufacturing partner of choice that helps market-leading brands design, build and deliver innovative products that improve the world. A career at Flex offers the opportunity to make a difference and invest in your growth in a respectful, inclusive, and collaborative environment. If you are excited about a role but don't meet every bullet point, we encourage you to apply and join us to create the extraordinary. To support our extraordinary teams who build great products and contribute to our growth, we’re looking to add a Senior Test Engineer located in Guadalajara, North. Reporting to the Director, Process Engineering, the Senior Test Engineer role will be responsible for leading and optimize Machine Learning server production operations. This role is critical to ensuring high-quality output, process efficiency, and alignment with Flex’s global manufacturing standards. What a typical day looks like: Directs and/or coordinates electronic engineering and/or technical personnel in fabrication and design of testing and test control apparatus and equipment, or software and systems testing. Directs and coordinates electronic engineering activities concerned with development, procurement, installation and calibration of instruments, equipment and control devices required to test, and record test data. Conduct comprehensive testing and validation of server hardware components. Collaborate with cross-functional teams to ensure product quality and reliability. Develop and execute test plans, test cases, and test scripts to customer global standards. Identify, document, and track defects, and work with engineering teams to resolve issues. Analyze test results and provide detailed reports to stakeholders. The experience we’re looking to add to our team: BA/BS/MBA or equivalent work experience Solid experience in testing server hardware. Familiar with x86 Intel server and AMD architecture and/or GPU Nvidia Arm based technology. Familiarity with server components like CPU, memory, BIOS/UEFI, BMC, PSU, motherboard. Deep understanding of BIOS/UEFI and BMC validation, including Redfish, PLDM, IPMI. Proficiency with Tier 1 server OSes such as Windows Server, Ubuntu, VMware. Proven ability to troubleshoot complex hardware issues. Basic skills in IP, routing, MAC address handling, and port troubleshooting. Ability to configure PXE, DHCP, and other server services. Strong verbal and written English skills; effective team collaboration. Understanding of validation processes and test methodologies. Experience with direct-to-chip liquid cooling technologies and Coolant Distribution Units (CDU). What you’ll receive for the great work you provide: Competitive Salary. Life & Medical insurance. Christmas Bonus. Food Coupons. Saving Fund. MG61 Flex is an Equal Opportunity Employer and employment selection decisions are based on merit, qualifications, and abilities. We do not discriminate based on: age, race, religion, color, sex, national origin, marital status, sexual orientation, gender identity, veteran status, disability, pregnancy status, or any other status protected by law. We're happy to provide reasonable accommodations to those with a disability for assistance in the application process. Please email accessibility@flex.com and we'll discuss your specific situation and next steps (NOTE: this email does not accept or consider resumes or applications. This is only for disability assistance. To be considered for a position at Flex, you must complete the application process first).",https://mx.linkedin.com/jobs/view/senior-test-engineer-at-flex-4419335965,4419335965,,,,,,,,,
Apache Camel + Spring Developer,Tata Consultancy Services,"Guadalajara, Mexico Metropolitan Area",ON-SITE,Mid-Senior level,Full-time,IT Services and IT Consulting,2026-05-29T13:36:25.423757,25,Information Technology,,,"We are looking for a skilled Integration Developer with strong experience in Apache Camel, Spring Framework, and Software AG webMethods to design, develop, and maintain enterprise integration solutions. The ideal candidate will have a solid background in middleware technologies, API integrations, and microservices architecture. 🧩 Key Responsibilities Design and develop integration solutions using Apache Camel and Spring Framework Build, deploy, and maintain services on webMethods Integration Server Develop and consume REST/SOAP APIs for enterprise systems integration Create and maintain reusable integration components and services Configure routing, transformation, and mediation logic using Camel routes Work with messaging systems (JMS, Kafka, etc.) for asynchronous integrations Troubleshoot and resolve production issues in integration environments Collaborate with cross-functional teams (Dev, QA, Business) Participate in code reviews and ensure best practices Document integration flows, APIs, and technical designs 🛠️ Required Skills & Qualifications Strong experience with: Apache Camel (routing, processors, integration patterns) Spring / Spring Boot Software AG webMethods (Integration Server, Designer) Solid knowledge of: REST & SOAP Web Services XML, JSON, XSLT transformations API design and integration patterns Experience with: Middleware and ESB architectures Microservices-based architecture Message brokers (JMS, Kafka, RabbitMQ) Familiarity with: CI/CD pipelines (Jenkins, Git, etc.) Docker or containerization (nice to have) Strong troubleshooting and debugging skills 🎓 Education & Experience Bachelor’s degree in Computer Science, Engineering, or related field 3+ years of experience in integration development (adjustable depending on seniority level) ⭐ Preferred Qualifications Experience with cloud platforms (Azure, AWS, or GCP) Knowledge of API management tools Familiarity with DevOps practices Experience in Agile/Scrum environments 💡 Soft Skills Strong analytical and problem-solving skills Excellent communication skills Ability to work independently and within a team Attention to detail and quality",https://mx.linkedin.com/jobs/view/apache-camel-%2B-spring-developer-at-tata-consultancy-services-4420484530,4420484530,,,,,,,,,
Mid Level Engineer for Automtive IRC295012,GlobalLogic,"Guadalajara, Jalisco, Mexico",ON-SITE,,Full-time,Software Development,2026-05-29T13:36:25.423759,25,Engineering,Information Technology,,"Description Our innovative and growing company is looking for an experienced candidate to fill the position of Software Design Engineer. This project involves working as part of a highly technical and globally distributed development team responsible for designing cutting-edge automotive products. As a member of the technical team, you will have the opportunity to help meet or exceed the release objectives and expectations of our business partners and customers. Below is a list of responsibilities and qualifications for the role. While this represents our ideal candidate profile, we are open to considering applicants who may not meet every requirement but possess sufficient experience and talent. Requirements Minimum 4 years’ Experience Developing & debugging real-time embedded software in a high-level language like C, C++ on POSIX-compliant operating systems like QNX, Android, AutoSAR, Integrity application, Board Support Package (BSP) OR Device Driver Level development in Automotive, Aerospace, IT Medical or Consumer Experience with Clusters, HUD’s or other HMI products. Proven track record of successful launches of automoƟve products, with a comprehensive knowledge of product development pracƟces in a Tier 1 automotve company Experience with Software Development Life Cycle (SDLC). Experience with SDLC management tools. Experience with requirements management / ALM tools Working knowledge of various in-vehicle data networks CAN, LIN, Ethernet, LVDS, SPI,etc. Advanced English communication skills Job responsibilities Review code and Design generated by others to ensure technical quality and compliance as per the industry standards. Ability to architect the software design of a complete embedded system. Knowledge of real-time operating systems. Ability to write, debug, and test embedded C/C++. Experience working with 32-bit microcontrollers. Ability to analyze and interpret microcontroller manuals. Knowledge of software development life cycle. Knowledge of vehicle communication such as CAN/LIN/MOST/SPI/Ethernet (TCP/IP). Ability to read, understand, and create diagrams, charts, and schematics. Ability to create software development documents and test specifications. Knowledge of MISRA-C standards. Ability to work independently and in a team environment. Ability to communicate (verbally and in writing) in a clear, concise manner. Knowledge of industry-standard software development processes, as well as the software development life cycle Independently create and update soŌware design documents adhering to established development process to ensure proper and efficient soŌware design, using state diagrams, block diagrams, and sequence diagrams to illustrate the software structure at higher and lower levels. Write, debug, and test embedded software for automoƟve instrument cluster and HUD systems. Perform QAC check to assure that soŌware code follows MISRA requirements. Lead joint activities with the internal teams to diagnose, root cause and Implement corrective actions for system issues. Review and approve soŌware work products created by peers to ensure completeness and correctness and advise on necessary changes. Provides direct support to the leadership in preparaƟon of reports and related documentaƟon. Lead activities to integrate 3rd party soŌware components into the system Prepare software releases for further testing by internal teams. Decompose a project into schedulable tasks and provide accurate estimates of the duration of each task. What we offer Culture of caring. At GlobalLogic, we prioritize a culture of caring. Across every region and department, at every level, we consistently put people first. From day one, you’ll experience an inclusive culture of acceptance and belonging, where you’ll have the chance to build meaningful connections with collaborative teammates, supportive managers, and compassionate leaders. Learning and development. We are committed to your continuous learning and development. You’ll learn and grow daily in an environment with many opportunities to try new things, sharpen your skills, and advance your career at GlobalLogic. With our Career Navigator tool as just one example, GlobalLogic offers a rich array of programs, training curricula, and hands-on opportunities to grow personally and professionally. Interesting & meaningful work. GlobalLogic is known for engineering impact for and with clients around the world. As part of our team, you’ll have the chance to work on projects that matter. Each is a unique opportunity to engage your curiosity and creative problem-solving skills as you help clients reimagine what’s possible and bring new solutions to market. In the process, you’ll have the privilege of working on some of the most cutting-edge and impactful solutions shaping the world today. Balance and flexibility. We believe in the importance of balance and flexibility. With many functional career areas, roles, and work arrangements, you can explore ways of achieving the perfect balance between your work and life. Your life extends beyond the office, and we always do our best to help you integrate and balance the best of work and life, having fun along the way! High-trust organization. We are a high-trust organization where integrity is key. By joining GlobalLogic, you’re placing your trust in a safe, reliable, and ethical global company. Integrity and trust are a cornerstone of our value proposition to our employees and clients. You will find truthfulness, candor, and integrity in everything we do. About GlobalLogic GlobalLogic, a Hitachi Group Company, is a trusted digital engineering partner to the world’s largest and most forward-thinking companies. Since 2000, we’ve been at the forefront of the digital revolution – helping create some of the most innovative and widely used digital products and experiences. Today we continue to collaborate with clients in transforming businesses and redefining industries through intelligent products, platforms, and services.",https://mx.linkedin.com/jobs/view/mid-level-engineer-for-automtive-irc295012-at-globallogic-4409988406,4409988406,,,,,,,,,
Intern - Agent Automation,Micron Technology,"Tlaquepaque, Jalisco, Mexico",ON-SITE,,Full-time,"Computer Hardware Manufacturing, Appliances, Electrical, and Electronics Manufacturing, and Semiconductor Manufacturing",2026-05-29T13:36:25.423762,47,Other,,,"Our vision is to transform how the world uses information to enrich life for all . Micron Technology is a world leader in innovating memory and storage solutions that accelerate the transformation of information into intelligence, inspiring the world to learn, communicate and advance faster than ever. Key Responsibility AI Solution Development: Build and deploy AI-driven tools and workflows using platforms like Copilot Studio, UiPath, and other automation frameworks. Integration & Enablement: Connect AI agents with enterprise systems (e.g., SharePoint, M365), external APIs, knowledge bases, and ensure seamless interoperability. Process Automation: Identify repetitive tasks and design intelligent automation solutions to improve efficiency. Collaboration & Training: Partner with cross-functional teams to enable AI literacy, create best-practice documentation, and support internal training sessions. Governance & Compliance: Collaborate with cybersecurity teams to enforce data protection, threat modeling and ensure all AI solutions adhere to security, ethical, and compliance standards. Security & Identity Integration: Ensure secure agent interactions using encryption, authentication, and authorization mechanisms. Integrate agents with identity platforms (e.g., OAuth2, OIDC, SAML, Entra ID, AD FS, etc.) for secure access control. Continuous Improvement: Collect feedback, iterate solutions, and contribute to a culture of innovation and scalability. Required Skills Strong understanding of AI concepts, machine learning pipelines, and automation tools. Hands-on experience or coursework in Copilot Studio, UiPath, and SharePoint. Knowledge with cloud AI platforms: Azure AI Foundry, AWS Bedrock, and/or Google Vertex AI. Knowledge with scalable context management solutions including retrieval-augmented generation (RAG), semantic chunking, and memory persistence for long-horizon tasks. Ability to design, implement, and manage context-aware systems that leverage Model Context Protocol (MCP) to maintain continuity across user interactions, including prompt engineering, memory management, and context window optimization for large language models. Excellent problem-solving skills and ability to work in fast-paced, agile environments. Strong communication skills for cross-team collaboration. Student of the last 2 semesters of engineering bachelor / master's degree in AI, Machine Learning, Data Science or related field. ""The specified role does not encompass the following responsibilities: Finalization of sales agreements or the execution of sales contracts is prohibited. The role also does not carry the authority to make definitive decisions regarding contracts, be it their conclusion or termination. Furthermore, the role is not designed to involve participation in pricing negotiations or the authorization of contracts. These activities fall beyond the permissible duties of the position."" We are an industry leader in innovative memory and storage solutions transforming how the world uses information to enrich life for all. With a relentless focus on our customers, technology leadership, and manufacturing and operational excellence, Micron delivers a rich portfolio of high-performance DRAM, NAND, and NOR memory and storage products through our Micron® and Crucial® brands. Every day, the innovations that our people create fuel the data economy, enabling advances in artificial intelligence and 5G applications that unleash opportunities — from the data center to the intelligent edge and across the client and mobile user experience. To learn more, please visit micron.com/careers All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status. To request assistance with the application process and/or for reasonable accommodations, please contact hrsupport_na@micron.com Micron Prohibits the use of child labor and complies with all applicable laws, rules, regulations, and other international and industry labor standards. Micron does not charge candidates any recruitment fees or unlawfully collect any other payment from candidates as consideration for their employment with Micron. AI alert : Candidates are encouraged to use AI tools to enhance their resume and/or application materials. However, all information provided must be accurate and reflect the candidate's true skills and experiences. Misuse of AI to fabricate or misrepresent qualifications will result in immediate disqualification. Fraud alert: Micron advises job seekers to be cautious of unsolicited job offers and to verify the authenticity of any communication claiming to be from Micron by checking the official Micron careers website in the About Micron Technology, Inc.",https://mx.linkedin.com/jobs/view/intern-agent-automation-at-micron-technology-4410856091,4410856091,,,,,,,,,
Debug Technician,Flex,"Guadalajara, Jalisco, Mexico",ON-SITE,,Full-time,"Appliances, Electrical, and Electronics Manufacturing",2026-05-29T13:36:25.423764,25,Design,,,"Flex is the diversified manufacturing partner of choice that helps market-leading brands design, build and deliver innovative products that improve the world. A career at Flex offers the opportunity to make a difference and invest in your growth in a respectful, inclusive, and collaborative environment. If you are excited about a role but don't meet every bullet point, we encourage you to apply and join us to create the extraordinary. Principle Accountabilities: Develops, maintains and improves all test and burn-in processes within area of responsibility. Periodically reviews all process specifications to determine if it accurately reflect the process requirements and test techniques. Updates the specifications as required. Ensures that test and burn-in processes are within all safety specifications. Consistently reviews quality yields and develops corrective actions to eliminate any yield detractors, further improves the process reliability. Assists with the fabrication and development of new equipment, fixtures and test programs (where applicable). Ensures that effective preventive maintenance, diagnostics, and daily measurement schedules are in place for each test and burn-in process. Coordinates preventive maintenance activities. Ensures that scheduled preventive maintenance activities are completed according to the specified schedule. Assists engineering and the development labs with all new product introduction and development. Coordinates and monitors all FIMPA or product off-load activities for assigned test and burn-in processes. Ensures that each test and burn-in process has a training/certification package for both manufacturing and maintenance. Facilitates the completion of these training/certification packages with the appropriate engineer(s) and the Resource Development Department. Partners with Industrial Engineering on all equipment moves or line re-arrangements as required. Drives recovery actions/repair of any test or burn-in process that is down. Coordinates recovery/repair activities with the respective maintenance, technicians, engineers, suppliers or maintenance spare parts analyzers whose area of competence is necessary to get the process back in working order. Assists test engineers in development of disaster recovery plans for each test and burn-in process within the area of responsibility. Follows Engineering test processes. Ability to perform high-level repair, format and ""build"" software per unit configuration and connect hardware (cables) between multiple units. Configures/flashes firmware on Sub-assemblies and connects Ethernet connections between unit(s). Understands the basics of Disk Arrays and set up for Disk Arrays. Troubleshoots/debugs at multiple system levels. Ability to determine workmanship errors and drive back through quality. Performs module verification. Be able to troubleshoot wiring of units using schematic diagram and assembly process. First line support for workstation and line issues. Log and fail defects of units and parts that are defective and address trending failures. Education / Experience Typically requires a minimum of an Associates degree, military technical training or equivalent experience and training. Typically requires a minimum of 6 years of related experience. Knowledge / Skills / Abilities Demonstrates advanced technical skills which may be used to conduct on-the-job training and/or lead/guide other employees. Highly skilled with ability to move between shifts/ product lines. Demonstrates broad knowledge of functional techniques and has input to process improvement. Has awareness of and may apply new technologies. Ability to read complicated drawings, mathematics, handbook formulas and a variety of testing and measuring instruments. Must have an understanding of manufacturing functions and the ability to train others. Serves as an expert/consultant in technical skills with other employees. Demonstrates knowledge of advanced technologies as well as functional techniques and improves processes. Applies new technologies and technological changes. Able to read, comprehend and interpret complex instructions. Ability to effectively present information in one-on-one and small group situations to other employees, leads, manufacturing support and supervisors of the organization. Ability to define problems, collect data, establish facts and draw valid conclusions. Ability to interpret an extensive variety of technical instructions in mathematical or diagram form and deal with several abstract and concrete variables. Decision Making / Discretion Determines quality/testing methods/ procedures on new assignments. Supervision / Leadership May edit work or advise other employees. Requires little to no instruction. Requires little to no supervision. Work Environment: While performing the duties of this job, the employee is frequently exposed to work that requires repetitive motion. The noise level in the work environment is usually moderate. Physical Demands: Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. While performing the duties of this job, the employee is frequently required to sit, handle small components, and talk and hear. The employee is occasionally required to stand and walk. The employee must occasionally lift and/or move up to 25 pounds with the aid of a handcart. Specific vision abilities required by this job include close vision, color vision, depth perception, and ability to adjust focus. Flex is an Equal Opportunity Employer and employment selection decisions are based on merit, qualifications, and abilities. We do not discriminate based on: age, race, religion, color, sex, national origin, marital status, sexual orientation, gender identity, veteran status, disability, pregnancy status, or any other status protected by law. We're happy to provide reasonable accommodations to those with a disability for assistance in the application process. Please email accessibility@flex.com and we'll discuss your specific situation and next steps (NOTE: this email does not accept or consider resumes or applications. This is only for disability assistance. To be considered for a position at Flex, you must complete the application process first).",https://mx.linkedin.com/jobs/view/debug-technician-at-flex-4409996876,4409996876,,,,,,,,,
